Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.153, 0.003, 0.316, 2566.240143
0.153, 4.078, 0.149, 2566.288269
0.147, 4.043, 0.164, 2566.323365
0.147, 4.036, 0.399, 2566.359345
0.147, 4.090, 0.357, 2566.397644
0.147, 0.021, 0.343, 2566.440278
0.147, 4.079, 0.399, 2566.478730
0.147, 0.005, 0.151, 2566.517609
0.147, 0.006, 0.397, 2566.558991
0.147, 0.016, 0.348, 2566.597779
0.147, 0.019, 0.336, 2566.640168
0.147, 4.074, 0.402, 2566.678437
0.147, 0.016, 0.133, 2566.721070
0.147, 4.090, 0.399, 2566.760987
0.147, 0.100, 0.339, 2566.814454
0.147, 0.130, 0.302, 2566.855957
0.147, 4.023, 0.346, 2566.881165
0.147, 4.047, 0.185, 2566.916901
0.147, 0.022, 0.402, 2566.961548
0.147, 0.005, 0.355, 2566.997620
0.147, 0.030, 0.343, 2567.040253
0.147, 0.017, 0.371, 2567.080109
0.147, 0.021, 0.158, 2567.117432
0.147, 0.007, 0.391, 2567.159150
0.147, 0.041, 0.249, 2567.199097
0.147, 0.018, 0.337, 2567.240235
0.147, 4.077, 0.113, 2567.287537
0.077, 4.025, 0.172, 2567.323426
0.077, 4.075, 0.414, 2567.360932
0.077, 0.004, 0.367, 2567.397187
0.077, 0.041, 0.337, 2567.439850
0.077, 0.011, 0.398, 2567.478394
0.077, 0.048, 0.169, 2567.517060
0.077, 0.070, 0.389, 2567.559235
0.077, 0.067, 0.345, 2567.597748
0.077, 0.036, 0.322, 2567.640259
0.077, 0.004, 0.385, 2567.678223
0.077, 0.063, 0.124, 2567.721070
0.077, 4.074, 0.383, 2567.759125
0.077, 0.036, 0.344, 2567.797242
0.077, 0.041, 0.355, 2567.841156
0.077, 0.008, 0.382, 2567.878510
0.077, 0.027, 0.145, 2567.917481
0.077, 0.023, 0.394, 2567.960724
0.077, 0.028, 0.352, 2567.997620
0.077, 0.020, 0.332, 2568.040284
0.077, 0.015, 0.369, 2568.079651
0.077, 0.059, 0.143, 2568.117554
0.077, 0.050, 0.379, 2568.159363
0.077, 0.037, 0.266, 2568.198853
0.077, 0.052, 0.313, 2568.240235
0.077, 4.063, 0.133, 2568.287903
0.128, 4.042, 0.142, 2568.322297
0.128, 4.071, 0.405, 2568.360810
0.128, 0.023, 0.340, 2568.397828
0.128, 0.021, 0.315, 2568.439637
0.128, 4.050, 0.402, 2568.478302
0.128, 0.032, 0.158, 2568.517365
0.128, 0.013, 0.389, 2568.559113
0.128, 0.030, 0.354, 2568.597809
0.128, 0.027, 0.351, 2568.640778
0.128, 4.089, 0.398, 2568.678254
0.128, 0.013, 0.149, 2568.721711
0.128, 4.070, 0.392, 2568.759247
0.128, 0.048, 0.354, 2568.797242
0.128, 0.057, 0.380, 2568.841828
0.128, 0.059, 0.395, 2568.878479
0.128, 0.048, 0.171, 2568.917328
0.128, 0.072, 0.401, 2568.960816
0.128, 0.048, 0.319, 2568.998414
0.128, 0.010, 0.359, 2569.040986
0.128, 0.006, 0.367, 2569.080231
0.128, 0.019, 0.147, 2569.117615
0.128, 4.077, 0.392, 2569.159394
0.128, 0.047, 0.251, 2569.199280
0.128, 0.032, 0.327, 2569.240052
0.128, 4.079, 0.116, 2569.287781
0.144, 4.055, 0.152, 2569.323334
0.144, 4.069, 0.388, 2569.359223
0.144, 0.017, 0.354, 2569.397767
0.144, 0.062, 0.333, 2569.440308
0.144, 4.079, 0.396, 2569.478516
0.144, 0.047, 0.170, 2569.517151
0.144, 0.038, 0.385, 2569.559113
0.144, 0.059, 0.343, 2569.597718
0.144, 0.040, 0.323, 2569.640168
0.144, 0.017, 0.384, 2569.678528
0.144, 0.031, 0.133, 2569.721711
0.144, 4.070, 0.382, 2569.758973
0.144, 0.040, 0.346, 2569.797913
0.144, 0.097, 0.367, 2569.841950
0.144, 0.085, 0.390, 2569.878266
0.144, 0.090, 0.155, 2569.917298
0.144, 0.076, 0.366, 2569.959076
0.144, 0.050, 0.333, 2569.997773
0.144, 0.057, 0.356, 2570.041352
0.144, 0.025, 0.356, 2570.079834
0.144, 0.024, 0.164, 2570.117402
0.144, 0.043, 0.385, 2570.159638
0.144, 0.061, 0.298, 2570.198548
0.144, 0.034, 0.316, 2570.240174
0.144, 4.061, 0.108, 2570.287873
0.138, 4.055, 0.331, 2570.323548
0.138, 4.056, 0.393, 2570.359650
0.138, 0.035, 0.350, 2570.397675
0.138, 0.385, 0.332, 2570.502289
0.138, 0.177, 0.349, 2570.527405
0.138, 0.132, 0.116, 2570.567200
0.138, 0.071, 0.352, 2570.609497
0.138, 0.039, 0.307, 2570.647767
0.138, 0.010, 0.285, 2570.690369
0.138, 4.053, 0.357, 2570.728547
0.138, 0.032, 0.106, 2570.769867
0.138, 0.006, 0.380, 2570.811005
0.138, 0.027, 0.324, 2570.847718
0.138, 0.019, 0.309, 2570.890229
0.138, 4.045, 0.370, 2570.928406
0.138, 4.084, 0.127, 2570.971680
0.138, 4.023, 0.371, 2571.009217
0.138, 4.095, 0.257, 2571.049286
0.138, 0.037, 0.389, 2571.092682
0.138, 0.018, 0.404, 2571.128052
0.138, 0.055, 0.137, 2571.171204
0.138, 0.009, 0.406, 2571.211945
0.138, 0.028, 0.252, 2571.249390
0.138, 0.035, 0.327, 2571.290345
0.138, 4.060, 0.312, 2571.339203
0.028, 4.018, 0.163, 2571.371827
0.028, 4.054, 0.406, 2571.409211
0.028, 0.022, 0.299, 2571.448975
0.028, 0.010, 0.350, 2571.490845
0.028, 4.075, 0.410, 2571.528748
0.028, 0.015, 0.175, 2571.567505
0.028, 0.009, 0.396, 2571.609223
0.028, 0.031, 0.357, 2571.647705
0.028, 0.020, 0.336, 2571.690278
0.028, 4.071, 0.403, 2571.728913
0.028, 0.001, 0.186, 2571.767182
0.028, 0.038, 0.403, 2571.810944
0.028, 0.027, 0.355, 2571.847626
0.028, 0.038, 0.327, 2571.890442
0.028, 4.076, 0.392, 2571.928315
0.028, 0.063, 0.138, 2571.971863
0.028, 4.058, 0.404, 2572.010773
0.028, 4.090, 0.353, 2572.047821
0.028, 0.075, 0.376, 2572.092102
0.028, 0.036, 0.400, 2572.128144
0.028, 0.050, 0.185, 2572.167115
0.028, 0.040, 0.395, 2572.211853
0.028, 0.032, 0.346, 2572.247651
0.028, 0.016, 0.354, 2572.291230
0.028, 4.067, 0.311, 2572.339844
0.007, 4.019, 0.162, 2572.371796
0.007, 4.046, 0.413, 2572.409211
0.007, 0.033, 0.294, 2572.449097
0.007, 0.030, 0.338, 2572.490509
0.007, 4.087, 0.415, 2572.527314
0.007, 0.042, 0.185, 2572.567017
0.007, 0.077, 0.398, 2572.610901
0.007, 0.084, 0.342, 2572.647797
0.007, 0.060, 0.332, 2572.690735
0.007, 4.083, 0.400, 2572.728058
0.007, 0.023, 0.120, 2572.771149
0.007, 4.078, 0.382, 2572.808930
0.007, 0.034, 0.347, 2572.847992
0.007, 0.078, 0.295, 2572.889740
0.007, 4.053, 0.396, 2572.928193
0.007, 0.023, 0.126, 2572.971802
0.007, 4.065, 0.379, 2573.009308
0.007, 0.013, 0.337, 2573.047577
0.007, 0.083, 0.361, 2573.092225
0.007, 0.056, 0.389, 2573.127991
0.007, 0.057, 0.171, 2573.167115
0.007, 0.056, 0.380, 2573.211731
0.007, 0.044, 0.339, 2573.247864
0.007, 0.062, 0.333, 2573.290955
0.007, 0.001, 0.307, 2573.339905
0.051, 4.019, 0.146, 2573.371705
0.051, 4.057, 0.390, 2573.409363
0.051, 0.006, 0.298, 2573.448853
0.051, 0.030, 0.329, 2573.490387
0.051, 4.044, 0.403, 2573.528199
0.051, 4.094, 0.175, 2573.567231
0.051, 0.029, 0.386, 2573.609406
0.051, 0.054, 0.363, 2573.647278
0.051, 0.063, 0.333, 2573.691010
0.051, 0.001, 0.398, 2573.728363
0.051, 0.047, 0.159, 2573.767609
0.051, 0.037, 0.369, 2573.808930
0.051, 0.051, 0.344, 2573.847931
0.051, 0.038, 0.337, 2573.891083
0.051, 4.066, 0.387, 2573.928833
0.051, 0.024, 0.130, 2573.971833
0.051, 4.061, 0.383, 2574.009461
0.051, 0.048, 0.287, 2574.048920
0.051, 0.095, 0.378, 2574.092530
0.051, 0.047, 0.396, 2574.128327
0.051, 0.066, 0.118, 2574.171082
0.051, 0.035, 0.394, 2574.211701
0.051, 0.010, 0.349, 2574.247712
0.051, 0.014, 0.324, 2574.290314
0.051, 4.065, 0.312, 2574.339966
0.106, 4.030, 0.152, 2574.371705
0.106, 4.060, 0.412, 2574.411011
0.106, 0.038, 0.292, 2574.449097
0.106, 0.032, 0.333, 2574.490265
0.106, 0.001, 0.405, 2574.528534
0.106, 0.037, 0.324, 2574.575745
0.106, 4.057, 0.404, 2574.611847
0.106, 4.085, 0.253, 2574.649414
0.106, 4.094, 0.334, 2574.690552
0.106, 4.077, 0.406, 2574.728486
0.106, 0.039, 0.184, 2574.767212
0.106, 0.090, 0.400, 2574.810883
0.106, 0.050, 0.346, 2574.847565
0.106, 0.031, 0.321, 2574.890168
0.106, 4.054, 0.399, 2574.928498
0.106, 0.026, 0.124, 2574.971070
0.106, 4.066, 0.407, 2575.010865
0.106, 4.088, 0.363, 2575.047394
0.106, 0.069, 0.384, 2575.092286
0.106, 0.060, 0.408, 2575.128388
0.106, 0.074, 0.178, 2575.167267
0.106, 0.088, 0.388, 2575.211670
0.106, 0.036, 0.349, 2575.247803
0.106, 0.032, 0.328, 2575.290467
0.106, 4.076, 0.303, 2575.339356
4.082, 4.015, 0.300, 2575.372406
4.082, 0.287, 0.373, 2575.444245
4.082, 0.120, 0.273, 2575.472565
4.082, 3.997, 0.347, 2575.497651
4.082, 4.020, 0.403, 2575.528412
4.082, 4.074, 0.180, 2575.570618
4.082, 0.002, 0.387, 2575.609009
4.082, 0.000, 0.351, 2575.647858
4.082, 0.019, 0.331, 2575.690339
4.082, 4.066, 0.402, 2575.728302
4.082, 4.095, 0.174, 2575.767334
4.082, 0.035, 0.384, 2575.809418
4.082, 0.061, 0.351, 2575.847809
4.082, 0.064, 0.324, 2575.890442
4.082, 0.000, 0.394, 2575.928528
4.082, 0.030, 0.118, 2575.971283
4.082, 4.058, 0.381, 2576.009278
4.082, 0.033, 0.222, 2576.049622
4.082, 0.079, 0.367, 2576.092072
4.082, 0.060, 0.395, 2576.128022
4.082, 0.063, 0.133, 2576.169983
4.082, 0.042, 0.390, 2576.211731
4.082, 0.025, 0.345, 2576.247620
4.082, 0.023, 0.318, 2576.290284
4.082, 4.063, 0.296, 2576.339356
0.032, 4.019, 0.306, 2576.372620
0.032, 4.026, 0.393, 2576.409150
0.032, 4.092, 0.318, 2576.448700
0.032, 0.029, 0.335, 2576.490357
0.032, 4.070, 0.408, 2576.528168
0.032, 0.027, 0.149, 2576.571564
0.032, 0.009, 0.408, 2576.610962
0.032, 0.044, 0.348, 2576.647767
0.032, 0.053, 0.325, 2576.690155
0.032, 4.091, 0.397, 2576.728699
0.032, 0.041, 0.182, 2576.767029
0.032, 0.074, 0.395, 2576.810517
0.032, 0.060, 0.346, 2576.847474
0.032, 0.076, 0.344, 2576.891266
0.032, 0.023, 0.390, 2576.928803
0.032, 0.060, 0.131, 2576.969819
0.032, 0.011, 0.396, 2577.010712
0.032, 0.013, 0.346, 2577.047455
0.032, 0.057, 0.365, 2577.091584
0.032, 0.053, 0.392, 2577.128327
0.032, 0.071, 0.170, 2577.167054
0.032, 0.087, 0.388, 2577.211548
0.032, 0.068, 0.339, 2577.247498
0.032, 0.034, 0.335, 2577.290986
0.032, 4.085, 0.278, 2577.339356
0.092, 4.031, 0.288, 2577.372223
0.092, 4.054, 0.385, 2577.409302
0.092, 0.016, 0.281, 2577.449067
0.092, 0.048, 0.373, 2577.491791
0.092, 0.020, 0.401, 2577.528473
0.092, 0.051, 0.161, 2577.571015
0.092, 0.062, 0.376, 2577.609192
0.092, 0.087, 0.342, 2577.647675
0.092, 0.073, 0.316, 2577.690369
0.092, 4.081, 0.392, 2577.728486
0.092, 0.026, 0.177, 2577.767029
0.092, 0.072, 0.387, 2577.810608
0.092, 0.082, 0.340, 2577.847748
0.092, 0.073, 0.346, 2577.891266
0.092, 0.010, 0.390, 2577.928193
0.092, 0.080, 0.114, 2577.971070
0.092, 4.081, 0.365, 2578.009003
0.092, 0.030, 0.280, 2578.048859
0.092, 0.087, 0.361, 2578.091858
0.092, 0.068, 0.386, 2578.128235
0.092, 0.094, 0.116, 2578.171112
0.092, 0.035, 0.373, 2578.211731
0.092, 0.011, 0.341, 2578.247620
0.092, 0.032, 0.311, 2578.290192
0.092, 4.080, 0.142, 2578.338623
0.093, 4.030, 0.147, 2578.371705
0.093, 4.083, 0.387, 2578.409455
0.093, 0.034, 0.275, 2578.449128
0.093, 0.031, 0.346, 2578.491059
0.093, 0.019, 0.389, 2578.528382
0.093, 0.061, 0.141, 2578.571198
0.093, 0.057, 0.392, 2578.610962
0.093, 0.027, 0.346, 2578.647492
0.093, 0.035, 0.313, 2578.690247
0.093, 4.050, 0.391, 2578.728516
0.093, 0.010, 0.177, 2578.767090
0.093, 0.039, 0.378, 2578.809357
0.093, 0.030, 0.344, 2578.847657
0.093, 0.057, 0.321, 2578.890320
0.093, 4.091, 0.393, 2578.928559
0.093, 0.011, 0.164, 2578.967286
0.093, 0.001, 0.388, 2579.009400
0.093, 0.050, 0.337, 2579.047669
0.093, 0.065, 0.340, 2579.091126
0.093, 0.018, 0.387, 2579.128327
0.093, 0.010, 0.178, 2579.166962
0.093, 0.055, 0.385, 2579.211731
0.093, 0.035, 0.336, 2579.247895
0.093, 0.016, 0.340, 2579.291077
0.093, 4.076, 0.279, 2579.338929
0.024, 4.015, 0.149, 2579.371766
0.024, 4.064, 0.413, 2579.410706
0.024, 0.032, 0.303, 2579.448975
0.024, 0.038, 0.343, 2579.490754
0.024, 0.023, 0.398, 2579.528443
0.024, 0.036, 0.172, 2579.570618
0.024, 0.032, 0.383, 2579.609253
0.024, 0.031, 0.348, 2579.647553
0.024, 0.030, 0.322, 2579.690125
0.024, 4.053, 0.399, 2579.728669
0.024, 4.087, 0.186, 2579.767121
0.024, 0.021, 0.397, 2579.809388
0.024, 0.043, 0.354, 2579.847474
0.024, 0.047, 0.327, 2579.890320
0.024, 4.081, 0.405, 2579.928009
0.024, 0.024, 0.174, 2579.967194
0.024, 0.040, 0.400, 2580.011017
0.024, 0.045, 0.346, 2580.047669
0.024, 0.072, 0.348, 2580.091156
0.024, 0.006, 0.394, 2580.128571
0.024, 0.049, 0.176, 2580.167023
0.024, 0.061, 0.386, 2580.211792
0.024, 0.034, 0.339, 2580.247437
0.024, 0.030, 0.322, 2580.290253
0.024, 4.086, 0.325, 2580.340363
0.092, 4.031, 0.299, 2580.372406
0.092, 0.409, 0.367, 2580.461060
0.092, 0.320, 0.071, 2580.519410
0.092, 0.084, 0.119, 2580.550538
0.092, 0.074, 0.335, 2580.592530
0.092, 0.054, 0.326, 2580.630127
0.092, 0.054, 0.106, 2580.671814
0.092, 0.004, 0.345, 2580.712861
0.092, 0.033, 0.163, 2580.750275
0.092, 0.048, 0.355, 2580.792633
0.092, 0.042, 0.339, 2580.830597
0.092, 0.007, 0.130, 2580.871674
0.092, 4.095, 0.379, 2580.911683
0.092, 0.040, 0.139, 2580.953125
0.092, 4.057, 0.343, 2580.991150
0.092, 4.075, 0.346, 2581.030793
0.092, 0.001, 0.318, 2581.073639
0.092, 4.072, 0.388, 2581.111908
0.092, 0.020, 0.173, 2581.150483
0.092, 0.051, 0.383, 2581.193909
0.092, 0.086, 0.365, 2581.230133
0.092, 0.069, 0.130, 2581.271820
0.092, 0.033, 0.383, 2581.311737
0.092, 0.057, 0.174, 2581.350373
0.092, 0.052, 0.205, 2581.399811
0.164, 0.023, 0.245, 2581.432801
0.164, 0.040, 0.132, 2581.471131
0.164, 0.058, 0.389, 2581.511780
0.164, 0.053, 0.193, 2581.550263
0.164, 0.084, 0.389, 2581.594147
0.164, 0.074, 0.333, 2581.631012
0.164, 0.079, 0.132, 2581.671692
0.164, 0.014, 0.390, 2581.711457
0.164, 0.036, 0.181, 2581.750306
0.164, 0.066, 0.370, 2581.792389
0.164, 0.090, 0.340, 2581.830994
0.164, 0.069, 0.279, 2581.872590
0.164, 4.075, 0.390, 2581.911377
0.164, 0.032, 0.143, 2581.953064
0.164, 4.076, 0.314, 2581.990418
0.164, 4.068, 0.342, 2582.030854
0.164, 0.007, 0.294, 2582.072907
0.164, 4.072, 0.389, 2582.111634
0.164, 0.038, 0.190, 2582.150299
0.164, 0.085, 0.371, 2582.193695
0.164, 0.095, 0.335, 2582.230927
0.164, 0.081, 0.130, 2582.271729
0.164, 0.012, 0.389, 2582.311768
0.164, 0.063, 0.182, 2582.350159
0.164, 0.086, 0.184, 2582.400116
0.157, 0.044, 0.189, 2582.433533
0.157, 0.014, 0.133, 2582.471833
0.157, 4.081, 0.396, 2582.511628
0.157, 0.014, 0.191, 2582.550354
0.157, 0.041, 0.377, 2582.592560
0.157, 0.040, 0.355, 2582.630707
0.157, 0.058, 0.131, 2582.671631
0.157, 0.027, 0.363, 2582.713471
0.157, 0.035, 0.178, 2582.750611
0.157, 0.041, 0.382, 2582.792572
0.157, 0.031, 0.355, 2582.830903
0.157, 0.041, 0.144, 2582.871674
0.157, 4.082, 0.399, 2582.911713
0.157, 0.026, 0.175, 2582.950776
0.157, 4.073, 0.348, 2582.991028
0.157, 0.010, 0.360, 2583.030518
0.157, 0.043, 0.309, 2583.073059
0.157, 4.058, 0.403, 2583.111817
0.157, 0.001, 0.203, 2583.150269
0.157, 0.020, 0.385, 2583.193390
0.157, 0.022, 0.371, 2583.230622
0.157, 0.020, 0.151, 2583.271851
0.157, 4.076, 0.408, 2583.311524
0.157, 0.031, 0.209, 2583.350251
0.157, 0.043, 0.251, 2583.399476
0.164, 0.019, 0.258, 2583.432862
0.164, 0.007, 0.149, 2583.471100
0.164, 4.082, 0.411, 2583.511780
0.164, 0.044, 0.184, 2583.550660
0.164, 0.030, 0.394, 2583.592591
0.164, 0.054, 0.387, 2583.629975
0.164, 0.048, 0.144, 2583.671936
0.164, 4.087, 0.389, 2583.713166
0.164, 0.019, 0.200, 2583.750336
0.164, 0.047, 0.392, 2583.792511
0.164, 0.058, 0.361, 2583.830780
0.164, 0.052, 0.305, 2583.873078
0.164, 4.073, 0.406, 2583.911805
0.164, 0.029, 0.186, 2583.950592
0.164, 0.014, 0.386, 2583.992402
0.164, 0.043, 0.365, 2584.031006
0.164, 0.057, 0.315, 2584.073426
0.164, 4.061, 0.396, 2584.111664
0.164, 0.030, 0.203, 2584.150147
0.164, 0.058, 0.381, 2584.193909
0.164, 0.088, 0.358, 2584.230622
0.164, 0.067, 0.124, 2584.271027
0.164, 0.025, 0.395, 2584.311432
0.164, 0.027, 0.199, 2584.350251
0.164, 0.039, 0.187, 2584.400452
0.162, 4.086, 0.277, 2584.432740
0.162, 4.090, 0.149, 2584.471680
0.162, 4.063, 0.415, 2584.511475
0.162, 0.033, 0.206, 2584.550629
0.162, 0.045, 0.382, 2584.592316
0.162, 0.062, 0.351, 2584.630860
0.162, 0.069, 0.300, 2584.673127
0.162, 4.060, 0.386, 2584.713227
0.162, 4.090, 0.200, 2584.750397
0.162, 0.018, 0.398, 2584.792786
0.162, 0.018, 0.358, 2584.831391
0.162, 0.049, 0.144, 2584.871888
0.162, 0.003, 0.400, 2584.912171
0.162, 0.043, 0.191, 2584.950592
0.162, 0.043, 0.390, 2584.992554
0.162, 0.061, 0.365, 2585.030823
0.162, 0.044, 0.322, 2585.073365
0.162, 4.061, 0.405, 2585.111878
0.162, 4.091, 0.195, 2585.150635
0.162, 0.037, 0.388, 2585.193940
0.162, 0.030, 0.375, 2585.230378
0.162, 0.052, 0.147, 2585.271912
0.162, 0.013, 0.395, 2585.311737
0.162, 0.036, 0.207, 2585.350312
0.162, 0.078, 0.145, 2585.406769
0.155, 0.367, 0.069, 2585.503235
0.155, 0.058, 0.304, 2585.531037
0.155, 0.101, 0.317, 2585.575409
0.155, 0.067, 0.353, 2585.611756
0.155, 0.067, 0.096, 2585.653962
0.155, 0.030, 0.359, 2585.695527
0.155, 0.046, 0.238, 2585.732911
0.155, 0.026, 0.299, 2585.774201
0.155, 4.054, 0.379, 2585.811554
0.155, 0.046, 0.107, 2585.855103
0.155, 4.083, 0.380, 2585.894288
0.155, 0.025, 0.307, 2585.932099
0.155, 0.050, 0.359, 2585.975739
0.155, 0.014, 0.392, 2586.011689
0.155, 0.038, 0.125, 2586.055085
0.155, 4.088, 0.395, 2586.095337
0.155, 0.025, 0.302, 2586.132386
0.155, 0.008, 0.336, 2586.174286
0.155, 4.083, 0.386, 2586.213074
0.155, 0.027, 0.125, 2586.254639
0.155, 0.021, 0.404, 2586.294770
0.155, 0.044, 0.195, 2586.333741
0.155, 0.000, 0.339, 2586.374512
0.155, 4.040, 0.408, 2586.411530
0.155, 4.084, 0.394, 2586.461914
0.161, 0.003, 0.391, 2586.497101
0.161, 4.094, 0.334, 2586.532441
0.161, 0.044, 0.379, 2586.575226
0.161, 0.049, 0.422, 2586.611451
0.161, 0.072, 0.145, 2586.654602
0.161, 0.021, 0.410, 2586.695527
0.161, 0.036, 0.268, 2586.733155
0.161, 0.005, 0.336, 2586.773560
0.161, 4.075, 0.396, 2586.813080
0.161, 0.017, 0.141, 2586.854248
0.161, 0.001, 0.415, 2586.893860
0.161, 0.052, 0.239, 2586.933442
0.161, 0.051, 0.375, 2586.975281
0.161, 0.037, 0.411, 2587.011780
0.161, 0.059, 0.151, 2587.054230
0.161, 0.101, 0.227, 2587.100068
0.161, 0.030, 0.307, 2587.132508
0.161, 0.027, 0.339, 2587.174591
0.161, 0.009, 0.370, 2587.214051
0.161, 0.010, 0.167, 2587.253266
0.161, 0.035, 0.383, 2587.292542
0.161, 0.080, 0.190, 2587.334076
0.161, 0.019, 0.328, 2587.374237
0.161, 4.051, 0.400, 2587.411774
0.161, 0.016, 0.390, 2587.461762
0.153, 0.024, 0.393, 2587.496643
0.153, 0.016, 0.360, 2587.531952
0.153, 0.097, 0.389, 2587.576020
0.153, 0.072, 0.409, 2587.611512
0.153, 0.066, 0.128, 2587.654572
0.153, 0.011, 0.413, 2587.695313
0.153, 0.035, 0.320, 2587.732636
0.153, 0.039, 0.335, 2587.774140
0.153, 4.092, 0.404, 2587.811860
0.153, 0.068, 0.138, 2587.854554
0.153, 0.020, 0.402, 2587.894471
0.153, 0.054, 0.293, 2587.932831
0.153, 0.079, 0.372, 2587.975830
0.153, 0.055, 0.405, 2588.011567
0.153, 0.100, 0.127, 2588.054566
0.153, 0.040, 0.398, 2588.093934
0.153, 0.052, 0.304, 2588.132660
0.153, 0.041, 0.327, 2588.174164
0.153, 4.079, 0.363, 2588.214478
0.153, 0.020, 0.124, 2588.254242
0.153, 0.030, 0.397, 2588.295044
0.153, 0.051, 0.226, 2588.333588
0.153, 0.067, 0.344, 2588.375184
0.153, 0.037, 0.394, 2588.411713
0.153, 0.035, 0.390, 2588.461457
0.161, 0.019, 0.404, 2588.496674
0.161, 0.035, 0.238, 2588.533661
0.161, 0.014, 0.346, 2588.574646
0.161, 4.073, 0.402, 2588.613190
0.161, 0.029, 0.143, 2588.654541
0.161, 0.006, 0.410, 2588.695893
0.161, 0.034, 0.328, 2588.732483
0.161, 0.031, 0.342, 2588.774598
0.161, 4.077, 0.411, 2588.811860
0.161, 0.022, 0.130, 2588.855103
0.161, 4.072, 0.412, 2588.895234
0.161, 4.094, 0.337, 2588.932373
0.161, 0.023, 0.388, 2588.975892
0.161, 4.081, 0.425, 2589.011902
0.161, 0.056, 0.146, 2589.054535
0.161, 0.038, 0.408, 2589.094880
0.161, 0.045, 0.285, 2589.133027
0.161, 0.084, 0.358, 2589.175263
0.161, 0.069, 0.365, 2589.214539
0.161, 0.084, 0.130, 2589.255310
0.161, 0.009, 0.401, 2589.294892
0.161, 0.038, 0.202, 2589.334107
0.161, 0.001, 0.340, 2589.374237
0.161, 4.076, 0.406, 2589.411683
0.161, 0.043, 0.381, 2589.461548
0.162, 0.051, 0.386, 2589.497162
0.162, 0.060, 0.327, 2589.532624
0.162, 0.121, 0.382, 2589.576050
0.162, 0.079, 0.412, 2589.612641
0.162, 0.091, 0.131, 2589.655121
0.162, 0.029, 0.407, 2589.695649
0.162, 0.048, 0.338, 2589.732392
0.162, 0.019, 0.329, 2589.774048
0.162, 4.027, 0.414, 2589.811646
0.162, 0.042, 0.143, 2589.854248
0.162, 0.012, 0.405, 2589.895295
0.162, 0.043, 0.332, 2589.932312
0.162, 0.060, 0.373, 2589.975892
0.162, 0.079, 0.403, 2590.011750
0.162, 0.098, 0.130, 2590.054566
0.162, 0.013, 0.404, 2590.095032
0.162, 0.015, 0.330, 2590.132325
0.162, 0.015, 0.334, 2590.174591
0.162, 0.000, 0.364, 2590.214508
0.162, 0.038, 0.123, 2590.255158
0.162, 0.049, 0.401, 2590.294068
0.162, 0.086, 0.213, 2590.333985
0.162, 0.023, 0.323, 2590.374115
0.162, 0.630, 0.132, 2590.505494
0.162, 0.167, 0.058, 2590.539307
3.949, 0.021, 0.301, 2590.575989
3.949, 4.081, 0.339, 2590.611268
3.949, 0.036, 0.145, 2590.650605
3.949, 0.050, 0.352, 2590.694092
3.949, 0.065, 0.315, 2590.731110
3.949, 0.054, 0.253, 2590.773377
3.949, 4.042, 0.360, 2590.811799
3.949, 0.023, 0.162, 2590.850708
3.949, 0.024, 0.334, 2590.892365
3.949, 0.015, 0.339, 2590.930726
3.949, 0.055, 0.340, 2590.975830
3.949, 0.063, 0.374, 2591.011383
3.949, 0.066, 0.179, 2591.050721
3.949, 0.052, 0.355, 2591.092652
3.949, 0.030, 0.349, 2591.131012
3.949, 0.005, 0.275, 2591.172944
3.949, 4.060, 0.374, 2591.213684
3.949, 0.006, 0.186, 2591.253022
3.949, 0.043, 0.376, 2591.292603
3.949, 0.047, 0.363, 2591.330780
3.949, 0.019, 0.327, 2591.374543
3.949, 4.049, 0.402, 2591.411927
3.949, 4.093, 0.152, 2591.453827
3.949, 4.089, 0.376, 2591.492402
3.949, 0.002, 0.300, 2591.540253
3.950, 4.063, 0.391, 2591.576203
3.950, 4.076, 0.416, 2591.611817
3.950, 0.042, 0.220, 2591.650696
3.950, 0.090, 0.401, 2591.693909
3.950, 0.065, 0.359, 2591.731324
3.950, 0.081, 0.310, 2591.773560
3.950, 4.089, 0.397, 2591.811799
3.950, 0.037, 0.237, 2591.850190
3.950, 0.078, 0.359, 2591.892395
3.950, 0.088, 0.367, 2591.930390
3.950, 0.103, 0.365, 2591.976014
3.950, 0.091, 0.396, 2592.011445
3.950, 0.114, 0.131, 2592.054139
3.950, 0.086, 0.387, 2592.094513
3.950, 0.080, 0.360, 2592.130738
3.950, 0.057, 0.298, 2592.173951
3.950, 4.071, 0.393, 2592.211487
3.950, 0.043, 0.201, 2592.250611
3.950, 0.070, 0.358, 2592.292603
3.950, 0.091, 0.349, 2592.330964
3.950, 0.075, 0.306, 2592.374482
3.950, 4.077, 0.390, 2592.411744
