Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.155, 0.049, 0.404, 1167.502625
0.155, 0.036, 0.272, 1167.541077
0.155, 0.070, 0.363, 1167.583191
0.155, 0.074, 0.380, 1167.621796
0.155, 0.060, 0.302, 1167.664673
0.155, 4.067, 0.397, 1167.702607
0.155, 0.016, 0.298, 1167.740876
0.155, 0.084, 0.363, 1167.783356
0.155, 0.058, 0.395, 1167.819397
0.155, 0.052, 0.132, 1167.862793
0.155, 0.043, 0.386, 1167.903717
0.155, 0.050, 0.276, 1167.941163
0.155, 0.071, 0.352, 1167.983155
0.155, 0.065, 0.376, 1168.022705
0.155, 0.065, 0.128, 1168.062714
0.155, 0.025, 0.395, 1168.102112
0.155, 0.045, 0.216, 1168.141694
0.155, 0.071, 0.359, 1168.183258
0.155, 0.073, 0.368, 1168.221894
0.155, 0.058, 0.394, 1168.272034
0.156, 0.020, 0.389, 1168.304963
0.156, 0.039, 0.282, 1168.341065
0.156, 0.110, 0.363, 1168.383088
0.156, 0.096, 0.383, 1168.421570
0.156, 0.104, 0.132, 1168.462677
0.156, 0.040, 0.408, 1168.502442
0.156, 0.064, 0.248, 1168.541321
0.156, 0.067, 0.364, 1168.583252
0.156, 0.062, 0.371, 1168.621888
0.156, 0.074, 0.280, 1168.664124
0.156, 4.063, 0.404, 1168.702607
0.156, 0.037, 0.308, 1168.740479
0.156, 0.071, 0.362, 1168.783326
0.156, 0.071, 0.372, 1168.821534
0.156, 0.067, 0.124, 1168.862580
0.156, 0.054, 0.384, 1168.904023
0.156, 0.054, 0.238, 1168.941315
0.156, 0.045, 0.361, 1168.983399
0.156, 0.044, 0.321, 1169.023652
0.156, 0.018, 0.225, 1169.063202
0.156, 4.053, 0.413, 1169.102478
0.156, 4.082, 0.264, 1169.141175
0.156, 0.023, 0.371, 1169.183167
0.156, 0.019, 0.385, 1169.221711
0.156, 0.027, 0.400, 1169.270752
0.156, 0.006, 0.401, 1169.304749
0.156, 0.008, 0.290, 1169.341065
0.156, 0.062, 0.421, 1169.385621
0.156, 0.059, 0.405, 1169.421235
0.156, 0.080, 0.151, 1169.462616
0.156, 0.045, 0.412, 1169.502655
0.156, 0.071, 0.246, 1169.541291
0.156, 0.057, 0.379, 1169.583405
0.156, 0.569, 0.166, 1169.691315
0.156, 0.309, 0.321, 1169.716828
0.156, 0.246, 0.180, 1169.758179
0.156, 0.174, 0.322, 1169.800263
0.156, 0.112, 0.338, 1169.838135
0.156, 0.083, 0.086, 1169.879090
0.156, 0.063, 0.361, 1169.919739
0.156, 0.063, 0.203, 1169.958069
0.156, 0.019, 0.271, 1169.997590
0.156, 4.080, 0.342, 1170.038392
0.156, 0.010, 0.207, 1170.079865
0.156, 4.039, 0.386, 1170.119416
0.156, 0.028, 0.131, 1170.162018
0.156, 4.072, 0.300, 1170.198700
0.156, 4.068, 0.372, 1170.237946
0.156, 0.020, 0.298, 1170.281159
0.156, 4.035, 0.128, 1170.329255
0.060, 4.029, 0.140, 1170.362183
0.060, 4.022, 0.387, 1170.400086
0.060, 4.069, 0.379, 1170.438446
0.060, 0.026, 0.143, 1170.479309
0.060, 4.088, 0.404, 1170.520569
0.060, 0.002, 0.338, 1170.556672
0.060, 0.006, 0.326, 1170.598206
0.060, 4.056, 0.386, 1170.638337
0.060, 0.032, 0.139, 1170.679230
0.060, 0.020, 0.402, 1170.719361
0.060, 0.040, 0.200, 1170.758240
0.060, 0.045, 0.373, 1170.800110
0.060, 0.043, 0.396, 1170.837677
0.060, 0.041, 0.132, 1170.879303
0.060, 0.035, 0.385, 1170.921082
0.060, 0.050, 0.221, 1170.958008
0.060, 0.019, 0.334, 1170.998719
0.060, 0.003, 0.375, 1171.038117
0.060, 0.029, 0.121, 1171.079316
0.060, 0.010, 0.394, 1171.119538
0.060, 0.052, 0.148, 1171.161560
0.060, 4.089, 0.324, 1171.198548
0.060, 4.089, 0.382, 1171.237854
0.060, 0.073, 0.278, 1171.280701
0.060, 4.054, 0.140, 1171.328095
0.160, 4.078, 0.147, 1171.362153
0.160, 0.033, 0.394, 1171.401490
0.160, 0.060, 0.381, 1171.438019
0.160, 0.092, 0.237, 1171.479767
0.160, 4.048, 0.402, 1171.520508
0.160, 0.017, 0.244, 1171.557740
0.160, 0.016, 0.303, 1171.597718
0.160, 4.073, 0.385, 1171.637391
0.160, 0.046, 0.127, 1171.679322
0.160, 0.021, 0.391, 1171.719574
0.160, 0.032, 0.200, 1171.758149
0.160, 0.001, 0.324, 1171.798706
0.160, 4.079, 0.381, 1171.837799
0.160, 0.029, 0.132, 1171.878632
0.160, 0.040, 0.362, 1171.921601
0.160, 0.050, 0.199, 1171.958130
0.160, 0.011, 0.306, 1171.997681
0.160, 4.091, 0.356, 1172.038453
0.160, 0.024, 0.123, 1172.078522
0.160, 0.030, 0.395, 1172.119843
0.160, 0.043, 0.196, 1172.158143
0.160, 0.006, 0.332, 1172.198883
0.160, 4.065, 0.396, 1172.235627
0.160, 0.041, 0.293, 1172.280823
0.160, 4.067, 0.133, 1172.328125
0.150, 4.049, 0.137, 1172.362214
0.150, 4.025, 0.387, 1172.400116
0.150, 4.066, 0.385, 1172.437622
0.150, 0.015, 0.122, 1172.478547
0.150, 4.092, 0.410, 1172.520386
0.150, 0.011, 0.256, 1172.557496
0.150, 0.035, 0.334, 1172.598206
0.150, 0.020, 0.369, 1172.638245
0.150, 0.060, 0.119, 1172.679200
0.150, 0.018, 0.393, 1172.719605
0.150, 0.053, 0.267, 1172.757233
0.150, 0.040, 0.311, 1172.798432
0.150, 4.090, 0.375, 1172.837433
0.150, 0.034, 0.253, 1172.879883
0.150, 4.048, 0.378, 1172.920960
0.150, 4.090, 0.243, 1172.957520
0.150, 0.001, 0.325, 1172.998352
0.150, 4.079, 0.358, 1173.038483
0.150, 0.025, 0.131, 1173.079438
0.150, 0.008, 0.391, 1173.118744
0.150, 0.050, 0.183, 1173.158173
0.150, 0.048, 0.374, 1173.200104
0.150, 0.058, 0.393, 1173.235871
0.150, 0.082, 0.288, 1173.280549
0.150, 4.057, 0.135, 1173.329255
0.080, 4.031, 0.142, 1173.362183
0.080, 4.019, 0.397, 1173.400330
0.080, 4.069, 0.378, 1173.438111
0.080, 0.018, 0.266, 1173.479920
0.080, 4.077, 0.402, 1173.520508
0.080, 0.032, 0.338, 1173.556397
0.080, 0.039, 0.347, 1173.598755
0.080, 0.005, 0.371, 1173.638001
0.080, 0.050, 0.133, 1173.679139
0.080, 0.016, 0.392, 1173.719178
0.080, 0.074, 0.196, 1173.758088
0.080, 0.078, 0.370, 1173.800263
0.080, 0.072, 0.371, 1173.837525
0.080, 0.072, 0.118, 1173.879273
0.080, 0.051, 0.369, 1173.920990
0.080, 0.028, 0.264, 1173.957032
0.080, 4.089, 0.315, 1173.997773
0.080, 4.088, 0.339, 1174.038880
0.080, 0.034, 0.125, 1174.079132
0.080, 0.008, 0.393, 1174.119324
0.080, 0.054, 0.153, 1174.160645
0.080, 0.002, 0.332, 1174.198670
0.080, 0.016, 0.376, 1174.237275
0.080, 0.042, 0.290, 1174.280610
0.080, 4.039, 0.129, 1174.328736
0.135, 4.053, 0.153, 1174.361695
0.135, 4.049, 0.391, 1174.400086
0.135, 4.093, 0.396, 1174.437287
0.135, 0.052, 0.140, 1174.479279
0.135, 0.013, 0.398, 1174.520569
0.135, 0.037, 0.200, 1174.558106
0.135, 0.076, 0.379, 1174.600220
0.135, 0.494, 0.317, 1174.718811
0.135, 0.203, 0.195, 1174.746460
0.135, 0.035, 0.311, 1174.787720
0.135, 0.031, 0.109, 1174.827332
0.135, 0.015, 0.325, 1174.866761
0.135, 0.049, 0.264, 1174.906495
0.135, 0.030, 0.093, 1174.945801
0.135, 4.085, 0.361, 1174.986115
0.135, 0.053, 0.112, 1175.028016
0.135, 0.017, 0.359, 1175.066742
0.135, 0.046, 0.340, 1175.105042
0.135, 0.039, 0.311, 1175.148102
0.135, 4.047, 0.380, 1175.185852
0.135, 0.001, 0.172, 1175.224884
0.135, 0.040, 0.329, 1175.286225
0.135, 4.089, 0.389, 1175.318177
0.135, 0.029, 0.325, 1175.355469
0.135, 4.092, 0.112, 1175.396973
0.117, 4.040, 0.139, 1175.428528
0.117, 4.058, 0.386, 1175.466797
0.117, 0.008, 0.356, 1175.505280
0.117, 0.027, 0.327, 1175.547791
0.117, 4.070, 0.406, 1175.585968
0.117, 0.011, 0.195, 1175.624970
0.117, 0.055, 0.410, 1175.668549
0.117, 0.083, 0.373, 1175.705170
0.117, 0.058, 0.149, 1175.746064
0.117, 0.032, 0.375, 1175.787903
0.117, 0.075, 0.182, 1175.825013
0.117, 0.070, 0.382, 1175.866455
0.117, 0.111, 0.317, 1175.906189
0.117, 0.065, 0.129, 1175.945191
0.117, 0.025, 0.400, 1175.985657
0.117, 0.046, 0.148, 1176.028016
0.117, 0.038, 0.370, 1176.066437
0.117, 0.051, 0.365, 1176.104859
0.117, 0.059, 0.136, 1176.147644
0.117, 0.009, 0.391, 1176.186310
0.117, 0.037, 0.235, 1176.223908
0.117, 0.073, 0.377, 1176.266846
0.117, 0.063, 0.350, 1176.305085
0.117, 0.065, 0.127, 1176.345215
0.117, 4.085, 0.132, 1176.397217
0.079, 4.030, 0.150, 1176.429078
0.079, 4.072, 0.384, 1176.466187
0.079, 0.036, 0.376, 1176.504578
0.079, 0.012, 0.330, 1176.548066
0.079, 4.051, 0.410, 1176.586396
0.079, 4.089, 0.197, 1176.624604
0.079, 0.048, 0.407, 1176.668305
0.079, 0.044, 0.361, 1176.705353
0.079, 0.050, 0.151, 1176.745820
0.079, 0.025, 0.375, 1176.787903
0.079, 0.013, 0.198, 1176.824677
0.079, 0.045, 0.381, 1176.865937
0.079, 0.069, 0.316, 1176.906464
0.079, 0.037, 0.155, 1176.945832
0.079, 0.009, 0.403, 1176.986054
0.079, 0.067, 0.152, 1177.027619
0.079, 0.036, 0.390, 1177.066651
0.079, 0.033, 0.345, 1177.105286
0.079, 0.053, 0.137, 1177.147675
0.079, 0.012, 0.396, 1177.185578
0.079, 0.047, 0.174, 1177.224884
0.079, 0.056, 0.384, 1177.266907
0.079, 0.085, 0.354, 1177.304718
0.079, 0.075, 0.133, 1177.345337
0.079, 0.015, 0.122, 1177.397034
0.146, 4.053, 0.139, 1177.428650
0.146, 4.072, 0.390, 1177.466645
0.146, 0.024, 0.356, 1177.504975
0.146, 0.061, 0.311, 1177.547303
0.146, 0.002, 0.397, 1177.585968
0.146, 0.036, 0.173, 1177.624970
0.146, 0.061, 0.393, 1177.668335
0.146, 0.067, 0.338, 1177.705262
0.146, 0.042, 0.135, 1177.745209
0.146, 0.031, 0.349, 1177.788147
0.146, 0.021, 0.177, 1177.824646
0.146, 0.014, 0.392, 1177.866852
0.146, 0.037, 0.239, 1177.907044
0.146, 0.006, 0.149, 1177.946503
0.146, 4.063, 0.405, 1177.985962
0.146, 0.051, 0.154, 1178.028046
0.146, 0.048, 0.389, 1178.066498
0.146, 0.063, 0.349, 1178.105256
0.146, 0.073, 0.147, 1178.147370
0.146, 4.087, 0.401, 1178.185944
0.146, 0.017, 0.187, 1178.224549
0.146, 0.026, 0.382, 1178.266358
0.146, 0.035, 0.363, 1178.304779
0.146, 0.053, 0.151, 1178.346039
0.146, 0.013, 0.118, 1178.396454
0.141, 4.052, 0.151, 1178.429230
0.141, 4.060, 0.395, 1178.466950
0.141, 0.024, 0.387, 1178.503724
0.141, 0.025, 0.150, 1178.546082
0.141, 4.081, 0.410, 1178.585328
0.141, 0.050, 0.181, 1178.624726
0.141, 0.065, 0.405, 1178.668549
0.141, 0.071, 0.375, 1178.704071
0.141, 0.052, 0.145, 1178.745820
0.141, 0.010, 0.380, 1178.787262
0.141, 0.029, 0.202, 1178.824158
0.141, 0.057, 0.390, 1178.866578
0.141, 0.093, 0.335, 1178.905549
0.141, 0.074, 0.151, 1178.945954
0.141, 4.081, 0.402, 1178.985505
0.141, 0.043, 0.304, 1179.030213
0.141, 4.067, 0.391, 1179.066895
0.141, 0.015, 0.346, 1179.105072
0.141, 0.042, 0.132, 1179.147095
0.141, 4.094, 0.398, 1179.185456
0.141, 0.045, 0.175, 1179.224610
0.141, 0.061, 0.380, 1179.266571
0.141, 0.078, 0.356, 1179.304566
0.141, 0.082, 0.140, 1179.346161
0.141, 0.012, 0.115, 1179.396973
0.115, 4.035, 0.139, 1179.429139
0.115, 4.069, 0.396, 1179.466950
0.115, 4.094, 0.379, 1179.503937
0.115, 0.023, 0.136, 1179.545289
0.115, 0.022, 0.399, 1179.585877
0.115, 0.061, 0.295, 1179.629822
0.115, 0.638, 4.080, 1179.826264
0.115, 0.232, 0.274, 1179.851410
0.115, 0.118, 0.058, 1179.891205
0.115, 0.001, 0.202, 1179.929932
0.115, 4.064, 0.171, 1179.973114
0.115, 4.067, 0.259, 1180.014771
0.115, 4.040, 0.324, 1180.052674
0.115, 4.073, 0.098, 1180.091675
0.115, 4.092, 0.339, 1180.133179
0.115, 0.082, 0.328, 1180.183106
0.115, 4.083, 0.321, 1180.215393
0.115, 4.084, 0.359, 1180.252381
0.115, 0.024, 0.099, 1180.295319
0.115, 4.077, 0.362, 1180.333313
0.115, 0.030, 0.321, 1180.372040
0.115, 0.051, 0.357, 1180.416199
0.115, 0.033, 0.379, 1180.452790
0.115, 0.035, 0.140, 1180.491822
0.115, 0.031, 0.120, 1180.544953
0.148, 4.065, 0.191, 1180.574524
0.148, 4.056, 0.332, 1180.614197
0.148, 0.004, 0.379, 1180.653870
0.148, 0.051, 0.171, 1180.691315
0.148, 0.041, 0.392, 1180.733338
0.148, 0.045, 0.308, 1180.772736
0.148, 0.039, 0.331, 1180.814240
0.148, 0.009, 0.389, 1180.852784
0.148, 0.025, 0.157, 1180.891388
0.148, 0.019, 0.391, 1180.933350
0.148, 0.029, 0.187, 1180.974122
0.148, 4.088, 0.334, 1181.014130
0.148, 4.047, 0.400, 1181.052552
0.148, 0.007, 0.190, 1181.090821
0.148, 0.031, 0.392, 1181.133149
0.148, 0.056, 0.347, 1181.171448
0.148, 0.063, 0.310, 1181.213898
0.148, 4.046, 0.395, 1181.252930
0.148, 0.014, 0.145, 1181.295868
0.148, 4.041, 0.397, 1181.333161
0.148, 4.080, 0.301, 1181.372681
0.148, 0.049, 0.381, 1181.415741
0.148, 0.040, 0.402, 1181.452546
0.148, 0.058, 0.175, 1181.491333
0.148, 0.056, 0.124, 1181.545319
0.140, 4.054, 0.219, 1181.574097
0.140, 4.081, 0.330, 1181.613221
0.140, 4.071, 0.387, 1181.653931
0.140, 4.093, 0.173, 1181.691285
0.140, 0.044, 0.413, 1181.735169
0.140, 0.018, 0.267, 1181.773255
0.140, 0.031, 0.350, 1181.814545
0.140, 4.084, 0.402, 1181.852631
0.140, 0.043, 0.183, 1181.891022
0.140, 0.067, 0.403, 1181.934723
0.140, 0.060, 0.241, 1181.973420
0.140, 0.065, 0.323, 1182.013764
0.140, 4.086, 0.401, 1182.052338
0.140, 0.034, 0.139, 1182.095215
0.140, 4.063, 0.395, 1182.133332
0.140, 4.095, 0.355, 1182.171845
0.140, 0.035, 0.329, 1182.214508
0.140, 4.084, 0.398, 1182.252655
0.140, 0.050, 0.133, 1182.295380
0.140, 0.010, 0.395, 1182.334717
0.140, 0.040, 0.341, 1182.371918
0.140, 0.083, 0.379, 1182.415894
0.140, 0.076, 0.391, 1182.452973
0.140, 0.069, 0.148, 1182.491669
0.140, 0.056, 0.130, 1182.545380
0.157, 4.060, 0.215, 1182.573975
0.157, 4.086, 0.341, 1182.614197
0.157, 4.082, 0.377, 1182.654145
0.157, 0.017, 0.150, 1182.694092
0.157, 0.027, 0.397, 1182.733429
0.157, 0.057, 0.254, 1182.773163
0.157, 0.039, 0.333, 1182.814240
0.157, 0.005, 0.393, 1182.852692
0.157, 0.038, 0.181, 1182.891022
0.157, 0.048, 0.394, 1182.935303
0.157, 0.042, 0.165, 1182.974671
0.157, 0.002, 0.331, 1183.014130
0.157, 4.084, 0.395, 1183.052369
0.157, 0.029, 0.146, 1183.091584
0.157, 0.010, 0.390, 1183.133271
0.157, 0.025, 0.343, 1183.171235
0.157, 0.036, 0.328, 1183.214570
0.157, 0.006, 0.386, 1183.252564
0.157, 0.032, 0.133, 1183.295380
0.157, 0.004, 0.397, 1183.334656
0.157, 0.017, 0.324, 1183.372071
0.157, 0.064, 0.380, 1183.415894
0.157, 0.075, 0.386, 1183.452881
0.157, 0.070, 0.174, 1183.490998
0.157, 0.078, 0.124, 1183.545105
0.159, 4.074, 0.181, 1183.574250
0.159, 4.083, 0.337, 1183.614228
0.159, 4.090, 0.373, 1183.654023
0.159, 0.024, 0.169, 1183.691285
0.159, 0.051, 0.404, 1183.734772
0.159, 0.054, 0.253, 1183.773102
0.159, 0.060, 0.336, 1183.814728
0.159, 0.008, 0.389, 1183.852417
0.159, 0.045, 0.165, 1183.891175
0.159, 0.033, 0.390, 1183.933289
0.159, 0.022, 0.181, 1183.974122
0.159, 4.094, 0.325, 1184.014039
0.159, 4.061, 0.397, 1184.052613
0.159, 0.017, 0.146, 1184.093903
0.159, 0.027, 0.397, 1184.134888
0.159, 0.036, 0.333, 1184.171906
0.159, 0.032, 0.318, 1184.214020
0.159, 4.071, 0.389, 1184.252747
0.159, 0.012, 0.133, 1184.295227
0.159, 4.068, 0.402, 1184.333497
0.159, 0.038, 0.339, 1184.371888
0.159, 0.086, 0.389, 1184.416352
0.159, 0.079, 0.394, 1184.452210
0.159, 0.061, 0.175, 1184.490937
0.159, 0.043, 0.171, 1184.540894
0.164, 0.006, 0.179, 1184.574219
0.164, 0.000, 0.341, 1184.614106
0.164, 0.631, 0.160, 1184.951905
0.164, 0.306, 0.097, 1184.979950
0.164, 0.015, 0.211, 1185.020295
0.164, 0.000, 4.093, 1185.057923
0.164, 4.041, 0.257, 1185.100220
0.164, 4.035, 0.221, 1185.137909
0.164, 4.060, 0.063, 1185.179413
0.164, 4.065, 0.293, 1185.219971
0.164, 4.075, 0.070, 1185.258149
0.164, 4.081, 0.337, 1185.300660
0.164, 0.003, 0.285, 1185.338440
0.164, 0.002, 0.267, 1185.380646
0.164, 4.087, 0.313, 1185.420777
0.164, 4.094, 0.132, 1185.457734
0.164, 0.026, 0.362, 1185.499848
0.164, 0.028, 0.324, 1185.538208
0.164, 0.052, 0.129, 1185.579255
0.164, 4.089, 0.365, 1185.619477
0.164, 0.026, 0.107, 1185.661560
0.164, 4.080, 0.383, 1185.700104
0.164, 0.036, 0.337, 1185.738068
0.164, 0.034, 0.309, 1185.780274
0.164, 4.073, 0.128, 1185.828736
0.096, 4.027, 0.155, 1185.862580
0.096, 0.001, 0.406, 1185.901520
0.096, 0.010, 0.359, 1185.938080
0.096, 0.019, 0.153, 1185.978852
0.096, 0.000, 0.376, 1186.020905
0.096, 0.041, 0.156, 1186.057923
0.096, 0.071, 0.396, 1186.099884
0.096, 0.070, 0.351, 1186.138153
0.096, 0.053, 0.162, 1186.179383
0.096, 4.095, 0.388, 1186.219513
0.096, 0.047, 0.147, 1186.258088
0.096, 0.052, 0.389, 1186.300110
0.096, 0.069, 0.342, 1186.338196
0.096, 0.064, 0.304, 1186.379883
0.096, 0.001, 0.333, 1186.421357
0.096, 0.024, 0.163, 1186.457489
0.096, 0.040, 0.393, 1186.500122
0.096, 0.046, 0.345, 1186.538117
0.096, 0.030, 0.302, 1186.579773
0.096, 4.076, 0.382, 1186.619263
0.096, 0.034, 0.119, 1186.660737
0.096, 4.090, 0.393, 1186.700226
0.096, 0.031, 0.360, 1186.737091
0.096, 0.066, 0.321, 1186.780823
0.096, 4.094, 0.133, 1186.828614
0.135, 4.041, 0.184, 1186.862580
0.135, 4.090, 0.405, 1186.901642
0.135, 0.042, 0.347, 1186.938202
0.135, 0.001, 0.330, 1186.979981
0.135, 4.073, 0.367, 1187.020905
0.135, 0.010, 0.143, 1187.058503
0.135, 0.005, 0.405, 1187.100159
0.135, 0.029, 0.367, 1187.137330
0.135, 0.004, 0.324, 1187.179779
0.135, 4.065, 0.396, 1187.219483
0.135, 0.011, 0.175, 1187.257538
0.135, 0.037, 0.400, 1187.300324
0.135, 0.042, 0.351, 1187.338135
0.135, 0.042, 0.326, 1187.380372
0.135, 4.087, 0.352, 1187.421143
0.135, 0.003, 0.152, 1187.458130
0.135, 0.004, 0.413, 1187.500245
0.135, 0.018, 0.332, 1187.538575
0.135, 0.028, 0.171, 1187.579407
0.135, 0.010, 0.396, 1187.619111
0.135, 0.056, 0.129, 1187.661499
0.135, 0.015, 0.397, 1187.700226
0.135, 0.034, 0.351, 1187.738129
0.135, 0.028, 0.346, 1187.781250
0.135, 0.035, 0.125, 1187.828644
0.121, 4.036, 0.152, 1187.861908
0.121, 4.084, 0.405, 1187.901368
0.121, 0.005, 0.358, 1187.937592
0.121, 0.002, 0.187, 1187.979432
0.121, 0.016, 0.373, 1188.020722
0.121, 0.042, 0.148, 1188.058045
0.121, 0.015, 0.408, 1188.100220
0.121, 0.046, 0.342, 1188.138245
0.121, 0.024, 0.317, 1188.179871
0.121, 4.072, 0.390, 1188.219605
0.121, 0.012, 0.136, 1188.258454
0.121, 4.092, 0.405, 1188.300049
0.121, 0.036, 0.354, 1188.337525
0.121, 0.041, 0.324, 1188.379975
0.121, 0.014, 0.351, 1188.420960
0.121, 0.029, 0.142, 1188.458283
0.121, 0.013, 0.397, 1188.500122
0.121, 0.060, 0.336, 1188.538208
0.121, 0.046, 0.306, 1188.579743
0.121, 0.003, 0.378, 1188.619324
0.121, 0.029, 0.130, 1188.661652
0.121, 4.061, 0.402, 1188.700318
0.121, 0.011, 0.350, 1188.737915
0.121, 0.029, 0.348, 1188.781037
0.121, 4.088, 0.133, 1188.828644
0.146, 4.051, 0.179, 1188.862641
0.146, 4.055, 0.414, 1188.901001
0.146, 0.031, 0.355, 1188.938050
0.146, 0.026, 0.167, 1188.978638
0.146, 0.008, 0.334, 1189.021607
0.146, 0.029, 0.135, 1189.058472
0.146, 0.030, 0.399, 1189.099793
0.146, 0.018, 0.330, 1189.138398
0.146, 0.031, 0.318, 1189.180054
0.146, 4.089, 0.383, 1189.219544
0.146, 0.019, 0.138, 1189.257966
0.146, 0.004, 0.402, 1189.300141
0.146, 0.018, 0.341, 1189.338196
0.146, 0.004, 0.317, 1189.380036
0.146, 4.077, 0.352, 1189.420899
0.146, 4.095, 0.145, 1189.458191
0.146, 0.008, 0.401, 1189.500031
0.146, 0.031, 0.344, 1189.538117
0.146, 0.039, 0.185, 1189.579468
0.146, 4.064, 0.380, 1189.619629
0.146, 0.692, 0.064, 1189.962616
0.146, 0.274, 0.127, 1189.988221
0.146, 0.035, 0.156, 1190.030701
0.146, 4.019, 0.217, 1190.069611
0.146, 3.995, 0.252, 1190.118958
0.087, 4.033, 0.222, 1190.154999
0.087, 4.023, 0.208, 1190.188996
0.087, 4.062, 0.267, 1190.230622
0.087, 4.060, 0.293, 1190.270935
0.087, 0.010, 0.091, 1190.308350
0.087, 4.075, 0.361, 1190.350190
0.087, 0.017, 0.307, 1190.388123
0.087, 0.010, 0.309, 1190.430756
0.087, 4.065, 0.360, 1190.469300
0.087, 0.019, 0.114, 1190.508393
0.087, 0.005, 0.389, 1190.550019
0.087, 0.027, 0.308, 1190.588349
0.087, 0.041, 0.345, 1190.631134
0.087, 0.029, 0.334, 1190.670716
0.087, 0.047, 0.118, 1190.708222
0.087, 0.027, 0.395, 1190.750489
0.087, 0.048, 0.158, 1190.790497
0.087, 4.094, 0.326, 1190.830140
0.087, 0.009, 0.369, 1190.869782
0.087, 0.035, 0.169, 1190.912629
0.087, 4.092, 0.404, 1190.950226
0.087, 4.093, 0.334, 1190.988190
0.087, 0.000, 0.343, 1191.030701
0.087, 4.074, 0.389, 1191.069153
0.087, 0.032, 0.390, 1191.119507
0.166, 0.026, 0.330, 1191.154755
0.166, 4.078, 0.329, 1191.188477
0.166, 0.002, 0.194, 1191.229248
0.166, 4.095, 0.367, 1191.271088
0.166, 0.022, 0.153, 1191.308075
0.166, 0.032, 0.416, 1191.350525
0.166, 0.033, 0.323, 1191.388520
0.166, 0.018, 0.344, 1191.430451
0.166, 4.081, 0.398, 1191.468872
0.166, 0.044, 0.131, 1191.510651
0.166, 4.093, 0.403, 1191.550202
0.166, 0.021, 0.332, 1191.588135
0.166, 0.009, 0.331, 1191.629853
0.166, 4.095, 0.383, 1191.669342
0.166, 0.041, 0.130, 1191.708435
0.166, 0.002, 0.400, 1191.750061
0.166, 0.043, 0.189, 1191.790039
0.166, 0.015, 0.169, 1191.829285
0.166, 0.011, 0.373, 1191.869385
0.166, 0.053, 0.173, 1191.912720
0.166, 4.062, 0.403, 1191.950196
0.166, 4.069, 0.309, 1191.988465
0.166, 0.051, 0.374, 1192.031617
0.166, 0.062, 0.384, 1192.069336
0.166, 0.039, 0.401, 1192.116822
0.151, 0.039, 0.383, 1192.152985
0.151, 0.033, 0.336, 1192.188141
0.151, 0.016, 0.335, 1192.229798
0.151, 4.074, 0.363, 1192.270844
0.151, 0.042, 0.145, 1192.308014
0.151, 0.017, 0.404, 1192.350464
0.151, 0.058, 0.328, 1192.388153
0.151, 0.051, 0.205, 1192.429261
0.151, 0.025, 0.374, 1192.469391
0.151, 0.019, 0.121, 1192.508179
0.151, 0.008, 0.392, 1192.550049
0.151, 0.026, 0.317, 1192.588196
0.151, 0.036, 0.338, 1192.630738
0.151, 0.018, 0.371, 1192.669281
0.151, 0.046, 0.124, 1192.707947
0.151, 0.033, 0.388, 1192.750092
0.151, 0.054, 0.198, 1192.789612
0.151, 0.006, 0.331, 1192.830597
0.151, 4.057, 0.387, 1192.869049
0.151, 0.025, 0.164, 1192.911866
0.151, 4.076, 0.405, 1192.950226
0.151, 0.029, 0.324, 1192.988190
0.151, 0.066, 0.378, 1193.031678
0.151, 0.062, 0.378, 1193.069275
0.151, 0.047, 0.406, 1193.116944
0.158, 0.047, 0.338, 1193.154541
0.158, 0.014, 0.322, 1193.188446
0.158, 0.041, 0.338, 1193.230408
0.158, 4.069, 0.364, 1193.271058
0.158, 0.021, 0.151, 1193.307801
0.158, 0.004, 0.415, 1193.350190
0.158, 0.022, 0.338, 1193.388123
0.158, 0.019, 0.190, 1193.429352
0.158, 4.076, 0.382, 1193.469361
0.158, 0.026, 0.134, 1193.510834
0.158, 0.004, 0.402, 1193.550080
0.158, 0.047, 0.336, 1193.587799
0.158, 0.035, 0.363, 1193.631287
0.158, 0.007, 0.345, 1193.670655
0.158, 0.026, 0.135, 1193.708130
0.158, 0.001, 0.407, 1193.750275
0.158, 0.040, 0.204, 1193.789826
0.158, 0.017, 0.328, 1193.829895
0.158, 4.080, 0.386, 1193.869263
0.158, 0.036, 0.186, 1193.912690
0.158, 4.067, 0.402, 1193.950135
0.158, 4.089, 0.323, 1193.988221
0.158, 0.007, 0.344, 1194.030487
0.158, 4.070, 0.389, 1194.068940
0.158, 0.042, 0.398, 1194.116791
0.149, 0.039, 0.357, 1194.154175
0.149, 0.016, 0.316, 1194.188569
0.149, 0.041, 0.350, 1194.230408
0.149, 4.091, 0.372, 1194.270173
