Original Header:
Sensor Name: MAX30100
Cow ID: 129
I2CAddress: 0x57
Sampling frequency: 25 Hz
Data Format: 
	IR_0, RED_0, T_0, t0
	IR_1, RED_1, T_1, t1
	...
	...
	...
	IR_n, RED_n, T_n, tn
	Where IR is the MAX30100's infared count expressed as an unsigned short. (16-bit) RED is the MAX30100's RED count expressed as an unsigned short. T is the MAX30100's temperature expressed as a 32-bit float. The value is in degrees C. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of this 3 value plus a timestamp, sequentially written to file. 
!@#

CSV Header:
The time is in seconds, subtracting off the startTime.
!@#
5836, 6700, 25.4, 2779.889648
5840, 6680, 25.4, 2779.929687
5840, 6700, 25.4, 2779.969726
5848, 6692, 25.4, 2780.009643
5840, 6684, 25.4, 2780.049530
5844, 6696, 25.4, 2780.089813
5840, 6692, 25.4, 2780.129730
5836, 6692, 25.4, 2780.169922
5840, 6696, 25.4, 2780.209930
5840, 6700, 25.4, 2780.250213
5836, 6684, 25.4, 2780.289520
5832, 6692, 25.4, 2780.329620
5836, 6684, 25.4, 2780.369690
5844, 6688, 25.4, 2780.409729
5848, 6704, 25.4, 2780.450714
5824, 6688, 25.4, 2780.489593
5836, 6684, 25.4, 2780.529724
5848, 6684, 25.4, 2780.569671
5844, 6692, 25.4, 2780.670776
5828, 6680, 25.9, 2780.716369
5832, 6688, 25.9, 2780.750732
5844, 6680, 25.9, 2780.790741
5844, 6692, 25.9, 2780.830658
5840, 6684, 25.9, 2780.870880
5848, 6692, 25.9, 2780.910736
5840, 6696, 25.9, 2780.950866
5828, 6680, 25.9, 2780.991028
5844, 6704, 25.9, 2781.030884
5848, 6704, 25.9, 2781.070831
5828, 6684, 25.9, 2781.110901
5836, 6684, 25.9, 2781.150879
5852, 6688, 25.9, 2781.190735
5852, 6704, 25.9, 2781.230804
5836, 6696, 25.9, 2781.271057
5840, 6692, 25.9, 2781.310760
5832, 6680, 25.9, 2781.350860
5848, 6692, 25.9, 2781.390747
5844, 6704, 25.9, 2781.430908
5856, 6692, 25.9, 2781.470794
5836, 6680, 25.9, 2781.510772
5844, 6684, 25.9, 2781.550842
5836, 6700, 25.9, 2781.591095
5848, 6708, 25.9, 2781.630737
5848, 6700, 25.9, 2781.670807
5832, 6684, 26.0, 2781.716064
5848, 6676, 26.0, 2781.750793
5840, 6700, 26.0, 2781.790741
5848, 6708, 26.0, 2781.830810
5840, 6688, 26.0, 2781.870819
5828, 6688, 26.0, 2781.910980
5856, 6688, 26.0, 2781.950775
5840, 6700, 26.0, 2781.990814
5828, 6700, 26.0, 2782.030761
5832, 6680, 26.0, 2782.070739
5836, 6700, 26.0, 2782.111114
5848, 6704, 26.0, 2782.150848
5844, 6684, 26.0, 2782.190918
5848, 6684, 26.0, 2782.231048
5852, 6696, 26.0, 2782.270935
5844, 6680, 26.0, 2782.310943
5828, 6676, 26.0, 2782.350891
5848, 6688, 26.0, 2782.390960
5828, 6676, 26.0, 2782.430938
5844, 6692, 26.0, 2782.471008
5836, 6680, 26.0, 2782.510803
5840, 6700, 26.0, 2782.550811
5828, 6692, 26.0, 2782.591064
5828, 6688, 26.0, 2782.630768
5844, 6708, 26.0, 2782.670898
5844, 6704, 26.1, 2782.716766
5832, 6688, 26.1, 2782.750793
5836, 6688, 26.1, 2782.790832
5844, 6700, 26.1, 2782.830841
5836, 6696, 26.1, 2782.870971
5836, 6692, 26.1, 2782.910766
5828, 6684, 26.1, 2782.950836
5848, 6676, 26.1, 2782.991119
5840, 6676, 26.1, 2783.030731
5852, 6692, 26.1, 2783.071014
5852, 6696, 26.1, 2783.110992
5840, 6700, 26.1, 2783.150818
5828, 6688, 26.1, 2783.190826
5840, 6680, 26.1, 2783.230926
5852, 6700, 26.1, 2783.271057
5844, 6680, 26.1, 2783.310791
5828, 6668, 26.1, 2783.350860
5832, 6696, 26.1, 2783.390747
5844, 6692, 26.1, 2783.430725
5832, 6688, 26.1, 2783.470825
5840, 6696, 26.1, 2783.511078
5844, 6704, 26.1, 2783.550720
5844, 6692, 26.1, 2783.590790
5832, 6684, 26.1, 2783.630890
5844, 6692, 26.1, 2783.670868
5844, 6676, 26.1, 2783.716095
5840, 6692, 26.1, 2783.751098
5840, 6696, 26.1, 2783.790741
5840, 6692, 26.1, 2783.830780
5832, 6684, 26.1, 2783.871063
5832, 6684, 26.1, 2783.910766
5848, 6700, 26.1, 2783.950866
5856, 6708, 26.1, 2783.991119
5828, 6688, 26.1, 2784.030914
5828, 6668, 26.1, 2784.070892
5848, 6700, 26.1, 2784.110779
5840, 6708, 26.1, 2784.151062
5836, 6692, 26.1, 2784.190948
5852, 6692, 26.1, 2784.230774
5840, 6704, 26.1, 2784.270904
5832, 6700, 26.1, 2784.310760
5836, 6676, 26.1, 2784.350799
5852, 6700, 26.1, 2784.390777
5820, 6684, 26.1, 2784.430999
5824, 6684, 26.1, 2784.470825
5844, 6684, 26.1, 2784.511047
5852, 6708, 26.1, 2784.550720
5828, 6692, 26.1, 2784.591003
5824, 6676, 26.1, 2784.630798
5844, 6704, 26.1, 2784.670715
5852, 6716, 25.9, 2784.716125
5832, 6680, 25.9, 2784.751129
5836, 6684, 25.9, 2784.790893
5848, 6700, 25.9, 2784.830780
5844, 6700, 25.9, 2784.871032
5832, 6696, 25.9, 2784.910858
5840, 6704, 25.9, 2784.955383
5848, 6680, 25.9, 2784.990722
5848, 6692, 25.9, 2785.030853
5840, 6688, 25.9, 2785.070770
5852, 6692, 25.9, 2785.110748
5840, 6676, 25.9, 2785.150726
5828, 6680, 25.9, 2785.190765
5848, 6684, 25.9, 2785.230743
5840, 6700, 25.9, 2785.270782
5828, 6692, 25.9, 2785.310974
5856, 6672, 25.9, 2785.351013
5864, 6708, 25.9, 2785.390716
5856, 6684, 25.9, 2785.430755
5832, 6684, 25.9, 2785.471039
5852, 6684, 25.9, 2785.510803
5856, 6696, 25.9, 2785.550903
5840, 6692, 25.9, 2785.590973
5844, 6688, 25.9, 2785.686432
5848, 6700, 25.9, 2785.726654
5840, 6704, 25.6, 2785.772857
5828, 6692, 25.6, 2785.806488
5844, 6696, 25.6, 2785.846496
5840, 6708, 25.6, 2785.886505
5836, 6692, 25.6, 2785.926666
5832, 6692, 25.6, 2785.966461
5848, 6684, 25.6, 2786.006622
5844, 6708, 25.6, 2786.046539
5828, 6684, 25.6, 2786.086548
5836, 6680, 25.6, 2786.126434
5840, 6684, 25.6, 2786.166443
5848, 6704, 25.6, 2786.206909
5832, 6684, 25.6, 2786.246521
5848, 6688, 25.6, 2786.286438
5848, 6700, 25.6, 2786.326538
5840, 6696, 25.6, 2786.366516
5832, 6676, 25.6, 2786.406677
5836, 6692, 25.6, 2786.446533
5828, 6684, 25.6, 2786.486541
5844, 6684, 25.6, 2786.526520
5840, 6704, 25.6, 2786.566620
5848, 6712, 25.6, 2786.606506
5836, 6680, 25.6, 2786.646667
5828, 6676, 25.6, 2786.686462
5856, 6704, 25.6, 2786.726898
5848, 6700, 26.4, 2786.772522
5832, 6680, 26.4, 2786.806427
5832, 6684, 26.4, 2786.846374
5852, 6696, 26.4, 2786.886749
5844, 6700, 26.4, 2786.926544
5828, 6684, 26.4, 2786.966522
5840, 6684, 26.4, 2787.006408
5848, 6684, 26.4, 2787.046478
5840, 6680, 26.4, 2787.086517
5844, 6692, 26.4, 2787.126495
5852, 6696, 26.4, 2787.166473
5836, 6708, 26.4, 2787.206451
5836, 6684, 26.4, 2787.246521
5840, 6684, 26.4, 2787.286468
5868, 6696, 26.4, 2787.326721
5840, 6696, 26.4, 2787.366516
5820, 6668, 26.4, 2787.406524
5840, 6696, 26.4, 2787.446808
5840, 6692, 26.4, 2787.486633
5840, 6696, 26.4, 2787.526703
5848, 6676, 26.4, 2787.566467
5852, 6696, 26.4, 2787.606598
5852, 6696, 26.4, 2787.646667
5840, 6692, 26.4, 2787.686432
5832, 6684, 26.4, 2787.726501
5844, 6700, 26.2, 2787.772064
5848, 6700, 26.2, 2787.806701
5832, 6700, 26.2, 2787.846435
5844, 6704, 26.2, 2787.886444
5844, 6696, 26.2, 2787.926483
5840, 6704, 26.2, 2787.966430
5852, 6688, 26.2, 2788.006714
5844, 6700, 26.2, 2788.046447
5836, 6680, 26.2, 2788.086456
5844, 6692, 26.2, 2788.126495
5856, 6700, 26.2, 2788.166656
5832, 6696, 26.2, 2788.206787
5832, 6688, 26.2, 2788.246521
5828, 6696, 26.2, 2788.286468
5836, 6704, 26.2, 2788.326721
5844, 6700, 26.2, 2788.366485
5832, 6672, 26.2, 2788.406433
5844, 6696, 26.2, 2788.446411
5836, 6680, 26.2, 2788.486419
5836, 6692, 26.2, 2788.526550
5840, 6692, 26.2, 2788.566650
5828, 6696, 26.2, 2788.606506
5832, 6692, 26.2, 2788.646515
5844, 6680, 26.2, 2788.686462
5848, 6696, 26.2, 2788.726471
5836, 6688, 25.9, 2788.772125
5832, 6680, 25.9, 2788.806518
5832, 6680, 25.9, 2788.846679
5844, 6692, 25.9, 2788.886474
5840, 6692, 25.9, 2788.926422
5832, 6680, 25.9, 2788.966461
5828, 6684, 25.9, 2789.006592
5848, 6696, 25.9, 2789.047912
5836, 6688, 25.9, 2789.086517
5832, 6688, 25.9, 2789.126495
5848, 6688, 25.9, 2789.166412
5844, 6680, 25.9, 2789.206451
5852, 6684, 25.9, 2789.246795
5840, 6688, 25.9, 2789.286377
5840, 6684, 25.9, 2789.326477
5836, 6696, 25.9, 2789.366546
5832, 6684, 25.9, 2789.406799
5840, 6692, 25.9, 2789.446716
5844, 6696, 25.9, 2789.486450
5840, 6700, 25.9, 2789.526458
5832, 6668, 25.9, 2789.566681
5844, 6684, 25.9, 2789.606811
5856, 6708, 25.9, 2789.646911
5848, 6700, 25.9, 2789.686645
5840, 6692, 25.9, 2789.726501
5848, 6688, 25.8, 2789.772094
5840, 6696, 25.8, 2789.806671
5840, 6688, 25.8, 2789.846618
5836, 6680, 25.8, 2789.886474
5836, 6688, 25.8, 2789.926513
5836, 6684, 25.8, 2789.966827
5840, 6684, 25.8, 2790.006530
5836, 6688, 25.8, 2790.046814
5844, 6680, 25.8, 2790.086609
5848, 6692, 25.8, 2790.126831
5844, 6696, 25.8, 2790.166504
5844, 6684, 25.8, 2790.206482
5824, 6692, 25.8, 2790.246521
5848, 6704, 25.8, 2790.286529
5844, 6700, 25.8, 2790.326507
5844, 6684, 25.8, 2790.366424
5816, 6688, 25.8, 2790.406463
5844, 6696, 25.8, 2790.446563
5840, 6680, 25.8, 2790.486541
5852, 6704, 25.8, 2790.526458
5828, 6680, 25.8, 2790.566467
5844, 6688, 25.8, 2790.662201
5844, 6688, 25.8, 2790.702331
5852, 6700, 25.8, 2790.742309
5844, 6688, 25.8, 2790.782226
5844, 6688, 26.0, 2790.829071
5832, 6680, 26.0, 2790.862243
5832, 6672, 26.0, 2790.902160
5844, 6684, 26.0, 2790.942230
5848, 6704, 26.0, 2790.983795
5844, 6700, 26.0, 2791.022217
5824, 6676, 26.0, 2791.062164
5844, 6700, 26.0, 2791.102142
5844, 6708, 26.0, 2791.142242
5836, 6688, 26.0, 2791.182495
5836, 6680, 26.0, 2791.222198
5848, 6692, 26.0, 2791.262207
5832, 6692, 26.0, 2791.302215
5832, 6688, 26.0, 2791.342193
5840, 6696, 26.0, 2791.382202
5840, 6692, 26.0, 2791.422210
5836, 6676, 26.0, 2791.462158
5832, 6684, 26.0, 2791.502228
5848, 6704, 26.0, 2791.542236
5844, 6700, 26.0, 2791.582153
5832, 6672, 26.0, 2791.622223
5840, 6696, 26.0, 2791.662201
5844, 6704, 26.0, 2791.702453
5848, 6696, 26.0, 2791.742187
5828, 6680, 26.0, 2791.782531
5836, 6680, 26.4, 2791.828857
5844, 6704, 26.4, 2791.862152
5844, 6704, 26.4, 2791.902130
5828, 6676, 26.4, 2791.942230
5844, 6696, 26.4, 2791.983856
5836, 6700, 26.4, 2792.022339
5820, 6680, 26.4, 2792.062195
5832, 6688, 26.4, 2792.102203
5840, 6704, 26.4, 2792.142151
5852, 6680, 26.4, 2792.182159
5836, 6676, 26.4, 2792.222229
5828, 6688, 26.4, 2792.262420
5848, 6696, 26.4, 2792.302154
5840, 6680, 26.4, 2792.342193
5836, 6684, 26.4, 2792.382263
5844, 6700, 26.4, 2792.422180
5820, 6676, 26.4, 2792.462341
5828, 6692, 26.4, 2792.502319
5828, 6684, 26.4, 2792.542175
5844, 6680, 26.4, 2792.582336
5840, 6684, 26.4, 2792.622162
5832, 6692, 26.4, 2792.662140
5848, 6688, 26.4, 2792.702179
5844, 6696, 26.4, 2792.742157
5820, 6688, 26.4, 2792.782165
5844, 6692, 25.6, 2792.828918
5840, 6688, 25.6, 2792.862213
5828, 6692, 25.6, 2792.902130
5828, 6696, 25.6, 2792.942199
5848, 6692, 25.6, 2792.983612
5840, 6704, 25.6, 2793.022430
5832, 6684, 25.6, 2793.062225
5836, 6676, 25.6, 2793.102447
5848, 6716, 25.6, 2793.142151
5848, 6700, 25.6, 2793.182251
5828, 6684, 25.6, 2793.222229
5832, 6688, 25.6, 2793.262146
5836, 6704, 25.6, 2793.302154
5844, 6692, 25.6, 2793.342163
5840, 6688, 25.6, 2793.382202
5836, 6684, 25.6, 2793.422149
5832, 6676, 25.6, 2793.462249
5840, 6688, 25.6, 2793.502166
5840, 6684, 25.6, 2793.542175
5832, 6692, 25.6, 2793.582245
5828, 6668, 25.6, 2793.622314
5832, 6696, 25.6, 2793.662201
5852, 6704, 25.6, 2793.702209
5836, 6676, 25.6, 2793.742218
5820, 6660, 25.6, 2793.782257
5848, 6692, 24.9, 2793.828430
5852, 6696, 24.9, 2793.862121
5844, 6700, 24.9, 2793.902160
5824, 6668, 24.9, 2793.942199
5836, 6696, 24.9, 2793.983856
5848, 6704, 24.9, 2794.022278
5840, 6680, 24.9, 2794.062195
5848, 6680, 24.9, 2794.102142
5848, 6708, 24.9, 2794.142242
5828, 6688, 24.9, 2794.182251
5828, 6668, 24.9, 2794.222351
5848, 6688, 24.9, 2794.262420
5832, 6680, 24.9, 2794.302215
5828, 6680, 24.9, 2794.342163
5844, 6676, 24.9, 2794.382110
5844, 6700, 24.9, 2794.422302
5820, 6684, 24.9, 2794.462463
5840, 6660, 24.9, 2794.502350
5840, 6672, 24.9, 2794.542450
5840, 6684, 24.9, 2794.582153
5832, 6680, 24.9, 2794.622223
5836, 6688, 24.9, 2794.662201
5836, 6688, 24.9, 2794.702270
5836, 6684, 24.9, 2794.742157
5828, 6680, 24.9, 2794.782623
5848, 6688, 25.9, 2794.829071
5848, 6688, 25.9, 2794.862213
5836, 6684, 25.9, 2794.902160
5832, 6680, 25.9, 2794.942230
5840, 6688, 25.9, 2794.983795
5836, 6692, 25.9, 2795.022125
5832, 6684, 25.9, 2795.062408
5836, 6684, 25.9, 2795.102203
5856, 6688, 25.9, 2795.142151
5828, 6700, 25.9, 2795.182220
5836, 6672, 25.9, 2795.222229
5836, 6684, 25.9, 2795.262237
5848, 6676, 25.9, 2795.302429
5828, 6688, 25.9, 2795.342163
5848, 6668, 25.9, 2795.382232
5832, 6696, 25.9, 2795.422241
5836, 6680, 25.9, 2795.462219
5832, 6684, 25.9, 2795.502228
5824, 6700, 25.9, 2795.542145
5840, 6696, 25.9, 2795.583008
5828, 6692, 25.9, 2795.672180
5836, 6684, 25.9, 2795.712280
5840, 6700, 25.9, 2795.752228
5824, 6680, 25.9, 2795.792358
5828, 6676, 25.9, 2795.832397
5820, 6680, 26.0, 2795.877594
5844, 6696, 26.0, 2795.912292
5844, 6700, 26.0, 2795.952209
5836, 6668, 26.0, 2795.992370
5844, 6676, 26.0, 2796.032379
5840, 6684, 26.0, 2796.073456
5828, 6688, 26.0, 2796.112579
5828, 6684, 26.0, 2796.152282
5832, 6676, 26.0, 2796.192291
5832, 6684, 26.0, 2796.232269
5828, 6672, 26.0, 2796.272430
5832, 6680, 26.0, 2796.312195
5844, 6684, 26.0, 2796.352295
5828, 6672, 26.0, 2796.392517
5836, 6684, 26.0, 2796.432190
5836, 6692, 26.0, 2796.472229
5840, 6680, 26.0, 2796.512329
5832, 6680, 26.0, 2796.552398
5832, 6672, 26.0, 2796.592285
5836, 6684, 26.0, 2796.632293
5824, 6700, 26.0, 2796.672302
5836, 6684, 26.0, 2796.712249
5844, 6684, 26.0, 2796.752258
5844, 6680, 26.0, 2796.792572
5836, 6664, 26.0, 2796.832245
5836, 6688, 25.1, 2796.877746
5824, 6692, 25.1, 2796.912353
5844, 6680, 25.1, 2796.952484
5844, 6696, 25.1, 2796.992248
5840, 6676, 25.1, 2797.032531
5836, 6680, 25.1, 2797.073517
5840, 6696, 25.1, 2797.112304
5824, 6684, 25.1, 2797.152405
5832, 6692, 25.1, 2797.192322
5840, 6684, 25.1, 2797.232269
5836, 6684, 25.1, 2797.272369
5828, 6692, 25.1, 2797.312439
5848, 6684, 25.1, 2797.352508
5832, 6680, 25.1, 2797.392242
5824, 6676, 25.1, 2797.432434
5840, 6684, 25.1, 2797.472381
5820, 6684, 25.1, 2797.512207
5820, 6676, 25.1, 2797.552582
5836, 6684, 25.1, 2797.592529
5844, 6688, 25.1, 2797.632354
5832, 6680, 25.1, 2797.672241
5832, 6664, 25.1, 2797.712280
5840, 6692, 25.1, 2797.752289
5840, 6696, 25.1, 2797.792419
5832, 6680, 25.1, 2797.832275
5828, 6684, 25.7, 2797.877716
5848, 6692, 25.7, 2797.912262
5852, 6688, 25.7, 2797.952331
5828, 6672, 25.7, 2797.992248
5828, 6680, 25.7, 2798.032287
5832, 6692, 25.7, 2798.073425
5832, 6692, 25.7, 2798.112304
5824, 6680, 25.7, 2798.152374
5844, 6680, 25.7, 2798.192657
5832, 6684, 25.7, 2798.232300
5836, 6676, 25.7, 2798.272217
5828, 6680, 25.7, 2798.312286
5828, 6688, 25.7, 2798.352600
5836, 6676, 25.7, 2798.392242
5828, 6684, 25.7, 2798.432281
5844, 6680, 25.7, 2798.472351
5836, 6680, 25.7, 2798.512542
5820, 6680, 25.7, 2798.552307
5816, 6680, 25.7, 2798.592285
5848, 6692, 25.7, 2798.632202
5836, 6688, 25.7, 2798.672577
5836, 6680, 25.7, 2798.712280
5828, 6684, 25.7, 2798.752350
5840, 6692, 25.7, 2798.792297
5824, 6676, 25.7, 2798.832214
5836, 6668, 26.2, 2798.877807
5828, 6676, 26.2, 2798.912567
5828, 6692, 26.2, 2798.952362
5836, 6688, 26.2, 2798.992279
5844, 6692, 26.2, 2799.032257
5840, 6708, 26.2, 2799.073517
5828, 6676, 26.2, 2799.112274
5828, 6684, 26.2, 2799.152282
5848, 6692, 26.2, 2799.192260
5852, 6696, 26.2, 2799.232330
5832, 6680, 26.2, 2799.272308
5836, 6668, 26.2, 2799.312286
5840, 6696, 26.2, 2799.352264
5832, 6692, 26.2, 2799.392639
5836, 6688, 26.2, 2799.432281
5844, 6680, 26.2, 2799.472198
5844, 6688, 26.2, 2799.512298
5836, 6668, 26.2, 2799.552276
5836, 6692, 26.2, 2799.592407
5840, 6688, 26.2, 2799.632599
5820, 6700, 26.2, 2799.672332
5824, 6684, 26.2, 2799.712311
5840, 6700, 26.2, 2799.752289
5848, 6700, 26.2, 2799.792572
5832, 6688, 26.2, 2799.832275
5832, 6688, 26.0, 2799.877990
5844, 6692, 26.0, 2799.912201
5824, 6696, 26.0, 2799.952209
5836, 6680, 26.0, 2799.992492
5824, 6668, 26.0, 2800.032226
5844, 6692, 26.0, 2800.073425
5840, 6692, 26.0, 2800.112365
5820, 6688, 26.0, 2800.152252
5852, 6692, 26.0, 2800.192260
5840, 6684, 26.0, 2800.232330
5820, 6676, 26.0, 2800.272278
5840, 6680, 26.0, 2800.312317
5840, 6704, 26.0, 2800.352295
5844, 6688, 26.0, 2800.392303
5824, 6680, 26.0, 2800.432281
5840, 6684, 26.0, 2800.472412
5828, 6688, 26.0, 2800.512329
5820, 6684, 26.0, 2800.552276
5820, 6684, 26.0, 2800.649292
5840, 6696, 26.0, 2800.688995
5828, 6692, 26.0, 2800.728973
5828, 6680, 26.0, 2800.769012
5828, 6688, 26.0, 2800.808960
5836, 6688, 26.0, 2800.848907
5820, 6692, 26.0, 2800.888885
5828, 6692, 25.8, 2800.934234
5836, 6688, 25.8, 2800.969116
5844, 6696, 25.8, 2801.008941
5836, 6700, 25.8, 2801.048919
5848, 6692, 25.8, 2801.089020
5832, 6680, 25.8, 2801.128967
5828, 6688, 25.8, 2801.169006
5832, 6680, 25.8, 2801.208923
5840, 6696, 25.8, 2801.249054
5832, 6684, 25.8, 2801.289032
5836, 6684, 25.8, 2801.329010
5840, 6692, 25.8, 2801.368866
5844, 6692, 25.8, 2801.408996
5832, 6680, 25.8, 2801.449157
5840, 6684, 25.8, 2801.488922
5828, 6688, 25.8, 2801.528991
5832, 6684, 25.8, 2801.568878
5844, 6688, 25.8, 2801.609009
5848, 6692, 25.8, 2801.648864
5832, 6684, 25.8, 2801.689026
5832, 6688, 25.8, 2801.729095
5836, 6688, 25.8, 2801.769043
5828, 6688, 25.8, 2801.808929
5836, 6684, 25.8, 2801.848999
5840, 6696, 25.8, 2801.888916
5832, 6684, 25.9, 2801.934540
5856, 6676, 25.9, 2801.968994
5852, 6696, 25.9, 2802.009002
5820, 6692, 25.9, 2802.048919
5832, 6680, 25.9, 2802.088928
5832, 6688, 25.9, 2802.128906
5848, 6704, 25.9, 2802.169067
5828, 6696, 25.9, 2802.208923
5848, 6696, 25.9, 2802.248901
5844, 6692, 25.9, 2802.289001
5848, 6696, 25.9, 2802.328979
5844, 6696, 25.9, 2802.369049
5824, 6684, 25.9, 2802.408874
5828, 6692, 25.9, 2802.449066
5832, 6688, 25.9, 2802.488922
5832, 6676, 25.9, 2802.529083
5840, 6700, 25.9, 2802.569000
5820, 6668, 25.9, 2802.608917
5828, 6684, 25.9, 2802.648895
5848, 6692, 25.9, 2802.688934
5848, 6688, 25.9, 2802.728882
5828, 6684, 25.9, 2802.768982
5836, 6684, 25.9, 2802.808960
5836, 6676, 25.9, 2802.849060
5852, 6688, 25.9, 2802.888885
5848, 6684, 25.8, 2802.934540
5832, 6676, 25.8, 2802.968994
5844, 6692, 25.8, 2803.008911
5844, 6692, 25.8, 2803.048889
5836, 6688, 25.8, 2803.089050
5844, 6688, 25.8, 2803.128906
5840, 6696, 25.8, 2803.168976
5848, 6692, 25.8, 2803.209015
5828, 6688, 25.8, 2803.248993
5852, 6688, 25.8, 2803.289093
5836, 6692, 25.8, 2803.328949
5840, 6696, 25.8, 2803.368866
5836, 6692, 25.8, 2803.408966
5836, 6696, 25.8, 2803.448944
5844, 6680, 25.8, 2803.488983
5840, 6680, 25.8, 2803.528900
5840, 6680, 25.8, 2803.568939
5844, 6692, 25.8, 2803.609009
5820, 6684, 25.8, 2803.648926
5844, 6676, 25.8, 2803.689056
5844, 6688, 25.8, 2803.728912
5852, 6696, 25.8, 2803.768982
5840, 6696, 25.8, 2803.808899
5856, 6696, 25.8, 2803.848999
5828, 6680, 25.8, 2803.888916
5828, 6672, 25.5, 2803.934295
5836, 6704, 25.5, 2803.968994
5844, 6712, 25.5, 2804.008911
5820, 6684, 25.5, 2804.049041
5832, 6672, 25.5, 2804.088928
5852, 6688, 25.5, 2804.128936
5860, 6704, 25.5, 2804.168915
5828, 6680, 25.5, 2804.208923
5824, 6684, 25.5, 2804.248993
5840, 6688, 25.5, 2804.289001
5844, 6700, 25.5, 2804.328918
5840, 6680, 25.5, 2804.368988
5832, 6676, 25.5, 2804.409027
5860, 6700, 25.5, 2804.448883
5848, 6688, 25.5, 2804.488983
5824, 6692, 25.5, 2804.528900
5824, 6688, 25.5, 2804.569000
5844, 6688, 25.5, 2804.609009
5840, 6688, 25.5, 2804.648926
5836, 6680, 25.5, 2804.688904
5852, 6696, 25.5, 2804.728912
5840, 6688, 25.5, 2804.768890
5848, 6676, 25.5, 2804.809082
5844, 6692, 25.5, 2804.848938
5848, 6696, 25.5, 2804.888946
5836, 6684, 25.5, 2804.934356
5836, 6684, 25.5, 2804.969055
5852, 6692, 25.5, 2805.009033
5848, 6708, 25.5, 2805.048919
5844, 6684, 25.5, 2805.088897
5840, 6692, 25.5, 2805.129059
5848, 6700, 25.5, 2805.169098
5832, 6692, 25.5, 2805.208984
5844, 6692, 25.5, 2805.248901
5844, 6704, 25.5, 2805.289001
5832, 6684, 25.5, 2805.332428
5836, 6680, 25.5, 2805.369018
5848, 6688, 25.5, 2805.409088
5836, 6708, 25.5, 2805.448913
5832, 6684, 25.5, 2805.489197
5832, 6684, 25.5, 2805.528900
5844, 6696, 25.5, 2805.569092
5828, 6696, 25.5, 2805.619018
5828, 6688, 25.5, 2805.648895
5828, 6684, 25.5, 2805.689056
5844, 6700, 25.5, 2805.728973
5832, 6708, 25.5, 2805.768921
5820, 6688, 25.5, 2805.808899
5844, 6696, 25.5, 2805.848938
5840, 6696, 25.5, 2805.889068
5828, 6688, 25.7, 2805.934387
5840, 6696, 25.7, 2805.968933
5852, 6688, 25.7, 2806.008850
5840, 6700, 25.7, 2806.049011
5828, 6700, 25.7, 2806.088928
5832, 6684, 25.7, 2806.128998
5848, 6704, 25.7, 2806.168976
5836, 6680, 25.7, 2806.209045
5828, 6688, 25.7, 2806.248901
5836, 6696, 25.7, 2806.289001
5844, 6696, 25.7, 2806.329010
5828, 6696, 25.7, 2806.369171
5836, 6676, 25.7, 2806.408935
5848, 6684, 25.7, 2806.448944
5852, 6692, 25.7, 2806.489074
5824, 6692, 25.7, 2806.528961
5840, 6680, 25.7, 2806.568939
5824, 6676, 25.7, 2806.608978
5832, 6688, 25.7, 2806.648926
5852, 6688, 25.7, 2806.689178
5860, 6692, 25.7, 2806.728973
5832, 6688, 25.7, 2806.769012
5836, 6680, 25.7, 2806.808960
5856, 6700, 25.7, 2806.848938
5852, 6696, 25.7, 2806.888916
5844, 6684, 25.0, 2806.934478
5848, 6692, 25.0, 2806.969055
5840, 6696, 25.0, 2807.008941
5840, 6688, 25.0, 2807.048858
5824, 6688, 25.0, 2807.089020
5836, 6684, 25.0, 2807.129120
5840, 6700, 25.0, 2807.168976
5848, 6684, 25.0, 2807.208954
5840, 6684, 25.0, 2807.248871
5840, 6696, 25.0, 2807.289032
5836, 6692, 25.0, 2807.328979
5836, 6680, 25.0, 2807.368866
5848, 6700, 25.0, 2807.408966
5848, 6708, 25.0, 2807.449127
5848, 6688, 25.0, 2807.489044
5836, 6684, 25.0, 2807.528991
5840, 6692, 25.0, 2807.568908
5848, 6704, 25.0, 2807.608947
5824, 6692, 25.0, 2807.648987
5844, 6680, 25.0, 2807.688995
5848, 6696, 25.0, 2807.728973
5848, 6704, 25.0, 2807.768921
5844, 6692, 25.0, 2807.808990
5840, 6684, 25.0, 2807.849029
5848, 6688, 25.0, 2807.888916
5856, 6684, 25.4, 2807.934173
5848, 6688, 25.4, 2807.968902
5832, 6692, 25.4, 2808.008972
5836, 6684, 25.4, 2808.048919
5840, 6704, 25.4, 2808.088897
5848, 6676, 25.4, 2808.128906
5852, 6704, 25.4, 2808.168884
5840, 6700, 25.4, 2808.209045
5840, 6696, 25.4, 2808.248932
5844, 6680, 25.4, 2808.289032
5840, 6704, 25.4, 2808.328949
5852, 6700, 25.4, 2808.368866
5836, 6692, 25.4, 2808.408905
5844, 6688, 25.4, 2808.449127
5836, 6704, 25.4, 2808.488891
5836, 6692, 25.4, 2808.528900
5820, 6660, 25.4, 2808.568939
5840, 6700, 25.4, 2808.608917
5840, 6700, 25.4, 2808.648864
5836, 6688, 25.4, 2808.688873
5840, 6680, 25.4, 2808.729004
5840, 6688, 25.4, 2808.768890
5832, 6688, 25.4, 2808.810669
5840, 6680, 25.4, 2808.857391
5860, 6708, 25.4, 2808.893890
5832, 6692, 25.3, 2808.934326
