Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.073, 307.476471
0.068, 307.493164
0.065, 307.509674
0.065, 307.526246
0.073, 307.543366
0.058, 307.559754
0.058, 307.576508
0.063, 307.593262
0.065, 307.609772
0.048, 307.626404
0.063, 307.643158
0.083, 307.659760
0.068, 307.676300
0.068, 307.693146
0.061, 307.709839
0.065, 307.726380
0.068, 307.743103
0.061, 307.759705
0.056, 307.776398
0.075, 307.793213
0.065, 307.809815
0.090, 307.826416
0.061, 307.843232
0.075, 307.859620
0.073, 307.876435
0.063, 307.893128
0.085, 307.909821
0.065, 307.926300
0.073, 307.943329
0.061, 307.959717
0.080, 307.976319
0.068, 307.993256
0.061, 308.009827
0.075, 308.026551
0.068, 308.043183
0.070, 308.059784
0.065, 308.076477
0.068, 308.093140
0.075, 308.109742
0.063, 308.126252
0.075, 308.143341
0.070, 308.159668
0.063, 308.176453
0.065, 308.193146
0.063, 308.209656
0.085, 308.226502
0.073, 308.243348
0.046, 308.259766
0.061, 308.276215
0.065, 308.293152
0.070, 308.309754
0.063, 308.326386
0.075, 308.343293
0.068, 308.359681
0.053, 308.376496
0.063, 308.393097
0.063, 308.409699
0.073, 308.426362
0.065, 308.443329
0.073, 308.459839
0.073, 308.476197
0.063, 308.493226
0.068, 308.509644
0.065, 308.526398
0.078, 308.543427
0.068, 308.559815
0.080, 308.576416
0.068, 308.593171
0.065, 308.609803
0.080, 308.626465
0.058, 308.643311
0.065, 308.659882
0.063, 308.676270
0.068, 308.693116
0.063, 308.709778
0.058, 308.726410
0.087, 308.743256
0.065, 308.759736
0.046, 308.776398
0.068, 308.793122
0.063, 308.809693
0.075, 308.826416
0.058, 308.843171
0.075, 308.859620
0.068, 308.876496
0.075, 308.893128
0.070, 308.909699
0.058, 308.926484
0.070, 308.943299
0.063, 308.959717
0.053, 308.976471
0.065, 308.993164
0.063, 309.009827
0.078, 309.026337
0.065, 309.043183
0.075, 309.059815
0.068, 309.076447
0.063, 309.093110
0.078, 309.109559
0.061, 309.126252
0.087, 309.143280
0.070, 309.159668
0.068, 309.176545
0.068, 309.193116
0.065, 309.209687
0.075, 309.226441
0.061, 309.243195
0.073, 309.259705
0.073, 309.276185
0.068, 309.293091
0.056, 309.309906
0.065, 309.326355
0.073, 309.343293
0.061, 309.359803
0.053, 309.376374
0.075, 309.393128
0.063, 309.409699
0.075, 309.426545
0.061, 309.443390
0.075, 309.459839
0.068, 309.476319
0.068, 309.493195
0.061, 309.509858
0.068, 309.526368
0.075, 309.543335
0.056, 309.559784
0.043, 309.576539
0.068, 309.593079
0.065, 309.609681
0.068, 309.626465
0.065, 309.643280
0.073, 309.659790
0.070, 309.676239
0.068, 309.693146
0.048, 309.709687
0.058, 309.726380
0.080, 309.743409
0.058, 309.759674
0.070, 309.776368
0.063, 309.793152
0.063, 309.809815
0.083, 309.826416
0.063, 309.843232
0.075, 309.859681
0.063, 309.876343
0.073, 309.893128
0.085, 309.909790
0.058, 309.926453
0.068, 309.943360
0.061, 309.959778
0.070, 309.976471
0.068, 309.993348
0.063, 310.009797
0.075, 310.026490
0.065, 310.043244
0.085, 310.059754
0.068, 310.076264
0.068, 310.093171
0.078, 310.109650
0.065, 310.126435
0.078, 310.143189
0.063, 310.159668
0.065, 310.176239
0.075, 310.193116
0.065, 310.209717
0.080, 310.226380
0.063, 310.243927
0.078, 310.259858
0.073, 310.276429
0.065, 310.293122
0.058, 310.309693
0.061, 310.411255
0.065, 310.413239
0.063, 310.414917
0.043, 310.417359
0.068, 310.419983
0.068, 310.424653
0.075, 310.427063
0.063, 310.443421
0.063, 310.459778
0.070, 310.476288
0.065, 310.493317
0.051, 310.509766
0.073, 310.526398
0.058, 310.543213
0.080, 310.559845
0.065, 310.576416
0.065, 310.593201
0.070, 310.609681
0.068, 310.626557
0.056, 310.643341
0.061, 310.659699
0.065, 310.676484
0.065, 310.693177
0.080, 310.709839
0.070, 310.726288
0.065, 310.743134
0.075, 310.759797
0.058, 310.776276
0.068, 310.793122
0.075, 310.809571
0.075, 310.826416
0.075, 310.843232
0.061, 310.859711
0.075, 310.876374
0.061, 310.893097
0.085, 310.909790
0.065, 310.926239
0.061, 310.943116
0.080, 310.959870
0.063, 310.976319
0.075, 310.993164
0.063, 311.009766
0.068, 311.026459
0.087, 311.043335
0.058, 311.059845
0.065, 311.076264
0.065, 311.093201
0.063, 311.109650
0.065, 311.126282
0.068, 311.143128
0.075, 311.159729
0.073, 311.176362
0.080, 311.193360
0.065, 311.209687
0.070, 311.226502
0.070, 311.243317
0.068, 311.259736
0.053, 311.276337
0.073, 311.293213
0.070, 311.309876
0.065, 311.326386
0.058, 311.343049
0.043, 311.359711
0.068, 311.376343
0.068, 311.393158
0.073, 311.409729
0.051, 311.426514
0.070, 311.443665
0.061, 311.459595
0.075, 311.476410
0.063, 311.493195
0.078, 311.509766
0.068, 311.526429
0.061, 311.543244
0.075, 311.559815
0.061, 311.576233
0.068, 311.593110
0.073, 311.609620
0.063, 311.626496
0.058, 311.643219
0.061, 311.659729
0.070, 311.676270
0.073, 311.693177
0.075, 311.709748
0.068, 311.726380
0.068, 311.743134
0.070, 311.759766
0.063, 311.776246
0.070, 311.793091
0.063, 311.809815
0.051, 311.826477
0.065, 311.843171
0.058, 311.859650
0.085, 311.876374
0.065, 311.893341
0.075, 311.909729
0.075, 311.926239
0.063, 311.943146
0.075, 311.959717
0.070, 311.976410
0.068, 311.993164
0.068, 312.009674
0.070, 312.026551
0.065, 312.043213
0.070, 312.059754
0.068, 312.076264
0.063, 312.093140
0.065, 312.109559
0.075, 312.126343
0.065, 312.143128
0.075, 312.159760
0.061, 312.176423
0.068, 312.193116
0.063, 312.209656
0.065, 312.226532
0.070, 312.243103
0.056, 312.259613
0.070, 312.276368
0.073, 312.293183
0.075, 312.309754
0.073, 312.326294
0.063, 312.343140
0.073, 312.359772
0.061, 312.376343
0.070, 312.393128
0.063, 312.409607
0.065, 312.427063
0.070, 312.443299
0.065, 312.459656
0.070, 312.476502
0.068, 312.493256
0.056, 312.509736
0.075, 312.526215
0.065, 312.543305
0.075, 312.559754
0.061, 312.576264
0.073, 312.593171
0.061, 312.609559
0.070, 312.626465
0.068, 312.643250
0.068, 312.659729
0.070, 312.676239
0.065, 312.693207
0.058, 312.709778
0.070, 312.726258
0.063, 312.743226
0.083, 312.759858
0.065, 312.776246
0.073, 312.793122
0.070, 312.809571
0.068, 312.826416
0.070, 312.843201
0.063, 312.859803
0.070, 312.876221
0.061, 312.893128
0.051, 312.909699
0.070, 312.926270
0.063, 312.943177
0.080, 312.959839
0.073, 312.976349
0.065, 312.993103
0.068, 313.009736
0.068, 313.026307
0.075, 313.043274
0.063, 313.059601
0.073, 313.076355
0.061, 313.093171
0.065, 313.109589
0.070, 313.126252
0.058, 313.143311
0.075, 313.159760
0.070, 313.176362
0.070, 313.193360
0.063, 313.209534
0.073, 313.226349
0.073, 313.243164
0.070, 313.259644
0.083, 313.276459
0.068, 313.293183
0.092, 313.309845
0.063, 313.326508
0.070, 313.343110
0.092, 313.359742
0.061, 313.376252
0.073, 313.393067
0.065, 313.409546
0.073, 313.426514
0.078, 313.443451
0.070, 313.459717
0.078, 313.476471
0.068, 313.493226
0.051, 313.509858
0.068, 313.526398
0.058, 313.543244
0.080, 313.559815
0.068, 313.576477
0.070, 313.593323
0.068, 313.609711
0.068, 313.626343
0.063, 313.643311
0.070, 313.659668
0.073, 313.676300
0.065, 313.693146
0.073, 313.709748
0.073, 313.726471
0.061, 313.743164
0.075, 313.759797
0.065, 313.776307
0.075, 313.793122
0.063, 313.809571
0.073, 313.826447
0.065, 313.843262
0.061, 313.859742
0.070, 313.876404
0.068, 313.893158
0.073, 313.909729
0.068, 313.926239
0.061, 313.943116
0.080, 313.959778
0.061, 313.976441
0.070, 313.993103
0.068, 314.009644
0.075, 314.026429
0.068, 314.043183
0.056, 314.059632
0.070, 314.076416
0.065, 314.093232
0.070, 314.109864
0.075, 314.126557
0.065, 314.143158
0.078, 314.159760
0.065, 314.176484
0.078, 314.193146
0.073, 314.209595
0.043, 314.226654
0.073, 314.243287
0.068, 314.259613
0.056, 314.276520
0.068, 314.293122
0.061, 314.309815
0.073, 314.326325
0.061, 314.343262
0.068, 314.359559
0.068, 314.376221
0.070, 314.393128
0.068, 314.409546
0.068, 314.426484
0.075, 314.443299
0.056, 314.459748
0.075, 314.476258
0.065, 314.493164
0.075, 314.509797
0.075, 314.526185
0.065, 314.543000
0.070, 314.559632
0.065, 314.576416
0.068, 314.593079
0.061, 314.609406
0.073, 314.626435
0.080, 314.643403
0.070, 314.659729
0.075, 314.676209
0.063, 314.693177
0.070, 314.709687
0.075, 314.726349
0.063, 314.743317
0.078, 314.759766
0.070, 314.776429
0.078, 314.793335
0.068, 314.809754
0.075, 314.826447
0.073, 314.843384
0.065, 314.859650
0.065, 314.876313
0.056, 314.893158
0.080, 314.909760
0.065, 314.926484
0.063, 314.943207
0.080, 314.959839
0.070, 314.976380
0.075, 314.993195
0.068, 315.009552
0.065, 315.026490
0.068, 315.043091
0.061, 315.059601
0.075, 315.076355
0.065, 315.093232
0.070, 315.109681
0.068, 315.126160
0.061, 315.143128
0.075, 315.159729
0.058, 315.176453
0.070, 315.193116
0.063, 315.209717
0.068, 315.226441
0.068, 315.243103
0.058, 315.259583
0.070, 315.276246
0.073, 315.293183
0.070, 315.309845
0.065, 315.382325
0.058, 315.385010
0.065, 315.387085
0.063, 315.389100
0.058, 315.393067
0.075, 315.410370
0.068, 315.426270
0.068, 315.443451
0.063, 315.459778
0.078, 315.476685
0.063, 315.493226
0.075, 315.509797
0.068, 315.526246
0.070, 315.543091
0.056, 315.559845
0.063, 315.576447
0.080, 315.593262
0.070, 315.609711
0.063, 315.626313
0.073, 315.643158
0.065, 315.659638
0.075, 315.676484
0.063, 315.693268
0.053, 315.709687
0.063, 315.726197
0.070, 315.743134
0.073, 315.759674
0.058, 315.776429
0.058, 315.793305
0.065, 315.809632
0.065, 315.826477
0.065, 315.843049
0.070, 315.859681
0.080, 315.876496
0.068, 315.893311
0.068, 315.909729
0.063, 315.926362
0.063, 315.943116
0.075, 315.959778
0.070, 315.976502
0.075, 315.993164
0.068, 316.009674
0.068, 316.026276
0.065, 316.043183
0.070, 316.059662
0.073, 316.076600
0.065, 316.093232
0.073, 316.109772
0.075, 316.126465
0.063, 316.143067
0.048, 316.159638
0.070, 316.176300
0.080, 316.193299
0.063, 316.209656
0.075, 316.226563
0.073, 316.243103
0.070, 316.259797
0.078, 316.276337
0.065, 316.293305
0.046, 316.309723
0.070, 316.326386
0.063, 316.343110
0.078, 316.359833
0.075, 316.376374
0.068, 316.393097
0.070, 316.409760
0.070, 316.426392
0.063, 316.443329
0.070, 316.459656
0.075, 316.476624
0.065, 316.493195
0.065, 316.509766
0.075, 316.526276
0.061, 316.543091
0.083, 316.559815
0.073, 316.576325
0.083, 316.593201
0.063, 316.609650
0.063, 316.626221
0.068, 316.643158
0.068, 316.659729
0.075, 316.676423
0.065, 316.693268
0.080, 316.709717
0.063, 316.726502
0.065, 316.743134
0.068, 316.759674
0.063, 316.776459
0.061, 316.793305
0.061, 316.809815
0.068, 316.826294
0.061, 316.843079
0.065, 316.859711
0.078, 316.876374
0.058, 316.893097
0.083, 316.909821
0.070, 316.926453
0.065, 316.943146
0.075, 316.959748
0.063, 316.976502
0.085, 316.993378
0.061, 317.009644
0.070, 317.026276
0.063, 317.043305
0.065, 317.059723
0.078, 317.076508
0.070, 317.093110
0.070, 317.109803
0.073, 317.126252
0.070, 317.143128
0.073, 317.159790
0.063, 317.176392
0.085, 317.193360
0.073, 317.209626
0.068, 317.226380
0.075, 317.243134
0.061, 317.259797
0.080, 317.276581
0.061, 317.293305
0.085, 317.309723
0.068, 317.326386
0.063, 317.343049
0.073, 317.359589
0.075, 317.376252
0.078, 317.393341
0.073, 317.409699
0.073, 317.426239
0.073, 317.443421
0.068, 317.459809
0.048, 317.476471
0.061, 317.493317
0.065, 317.509797
0.065, 317.526276
0.070, 317.543122
0.043, 317.559754
0.073, 317.576355
0.083, 317.593354
0.070, 317.609772
0.065, 317.626221
0.073, 317.643250
0.063, 317.659790
0.080, 317.676514
0.065, 317.693238
0.053, 317.709778
0.065, 317.727631
0.068, 317.743073
0.078, 317.759797
0.068, 317.776429
0.080, 317.793213
0.068, 317.809784
0.068, 317.826294
0.070, 317.843201
0.065, 317.859681
0.083, 317.876465
0.063, 317.893158
0.058, 317.909790
0.065, 317.926453
0.070, 317.943116
0.070, 317.959717
0.073, 317.977723
0.051, 317.993348
0.063, 318.009613
0.073, 318.026398
0.073, 318.043152
0.065, 318.059815
0.085, 318.076477
0.063, 318.093201
0.078, 318.109742
0.068, 318.126465
0.070, 318.143189
0.070, 318.159607
0.063, 318.176453
0.073, 318.193329
0.061, 318.209778
0.073, 318.226380
0.063, 318.243164
0.058, 318.259736
0.078, 318.276459
0.061, 318.293244
0.051, 318.309754
0.068, 318.326233
0.070, 318.343232
0.070, 318.359589
0.068, 318.376435
0.073, 318.393158
0.075, 318.409638
0.073, 318.426362
0.075, 318.443451
0.061, 318.459687
0.080, 318.477906
0.065, 318.493226
0.075, 318.509674
0.070, 318.526398
0.070, 318.543091
0.092, 318.559815
0.061, 318.576264
0.085, 318.593354
0.061, 318.609620
0.075, 318.626435
0.070, 318.643189
0.065, 318.659546
0.073, 318.676545
0.065, 318.693238
0.075, 318.709656
0.070, 318.727784
0.070, 318.743134
0.080, 318.759827
0.073, 318.776368
0.061, 318.793244
0.061, 318.809601
0.070, 318.826477
0.070, 318.843171
0.063, 318.859833
0.080, 318.876404
0.065, 318.893189
0.046, 318.909760
0.070, 318.926209
0.068, 318.943116
0.053, 318.959870
0.070, 318.977753
0.058, 318.993317
0.061, 319.009613
0.075, 319.026429
0.075, 319.043183
0.058, 319.059723
0.073, 319.076416
0.061, 319.093323
0.078, 319.109772
0.068, 319.126404
0.070, 319.143097
0.070, 319.159546
0.058, 319.176423
0.087, 319.193299
0.068, 319.209717
0.073, 319.227631
0.075, 319.243103
0.063, 319.259797
0.075, 319.276429
0.065, 319.293305
0.053, 319.309754
0.073, 319.326233
0.070, 319.343201
0.070, 319.359803
0.063, 319.376282
0.068, 319.393128
0.070, 319.409638
0.065, 319.426514
0.065, 319.443604
0.065, 319.459656
0.078, 319.477906
0.065, 319.493195
0.056, 319.509827
0.070, 319.526429
0.065, 319.543061
0.073, 319.559632
0.070, 319.576264
0.073, 319.593354
0.058, 319.609711
0.065, 319.626313
0.068, 319.643311
0.056, 319.659729
0.087, 319.676392
0.063, 319.693268
0.061, 319.709809
0.070, 319.727753
0.068, 319.743103
0.063, 319.759522
0.068, 319.776429
0.078, 319.793366
0.063, 319.809632
0.063, 319.826386
0.065, 319.842957
0.073, 319.859650
0.073, 319.876526
0.063, 319.893189
0.053, 319.909821
0.068, 319.926270
0.073, 319.943085
0.073, 319.959595
0.061, 319.977814
0.087, 319.993378
0.065, 320.009766
0.070, 320.026215
0.068, 320.043305
0.063, 320.059662
0.087, 320.076508
0.058, 320.093262
0.068, 320.109681
0.068, 320.126313
0.065, 320.143189
0.073, 320.159577
0.061, 320.176239
0.065, 320.193116
0.063, 320.209717
0.073, 320.227753
0.068, 320.243134
0.065, 320.259766
0.078, 320.276337
0.068, 320.293152
0.048, 320.309784
0.063, 320.326386
0.068, 320.389649
0.063, 320.391541
0.068, 320.393372
0.075, 320.397553
0.061, 320.409668
0.068, 320.426514
0.065, 320.443268
0.061, 320.459656
0.068, 320.477784
0.048, 320.493439
0.061, 320.509766
0.073, 320.526337
0.073, 320.543305
0.068, 320.559632
0.083, 320.576416
0.065, 320.593201
0.070, 320.609803
0.075, 320.626435
0.068, 320.643128
0.085, 320.659821
0.065, 320.676453
0.085, 320.693238
0.063, 320.709595
0.070, 320.727662
0.080, 320.743195
0.063, 320.759736
0.083, 320.776398
0.065, 320.793122
0.092, 320.809662
0.070, 320.826264
0.070, 320.843201
0.075, 320.859528
0.061, 320.876282
0.080, 320.893311
0.068, 320.909668
0.073, 320.926239
0.075, 320.943299
0.061, 320.959778
0.085, 320.977814
0.061, 320.993134
0.075, 321.009766
0.065, 321.026276
0.073, 321.043244
0.070, 321.059540
0.065, 321.076233
0.073, 321.093140
0.063, 321.109681
0.073, 321.126496
0.068, 321.143158
0.065, 321.159668
0.070, 321.176484
0.061, 321.193177
0.075, 321.209839
0.075, 321.227662
0.068, 321.243073
0.053, 321.259674
0.065, 321.276276
0.058, 321.293335
0.065, 321.309662
0.070, 321.326203
0.065, 321.343140
0.063, 321.359681
0.078, 321.376435
0.058, 321.393158
0.068, 321.409668
0.065, 321.426239
0.068, 321.444031
0.070, 321.459565
0.065, 321.477784
0.078, 321.493378
0.068, 321.509674
0.070, 321.526276
0.070, 321.543305
0.068, 321.559845
0.056, 321.576386
0.073, 321.593140
0.068, 321.609894
0.065, 321.626435
0.070, 321.643067
0.070, 321.659607
0.061, 321.676270
0.083, 321.693329
0.063, 321.709809
0.065, 321.727784
0.070, 321.743103
0.063, 321.759827
0.078, 321.776490
0.061, 321.793152
0.061, 321.809876
0.063, 321.826294
0.070, 321.843171
0.073, 321.859894
0.065, 321.876404
0.083, 321.893311
0.070, 321.909638
0.070, 321.926270
0.068, 321.943146
0.065, 321.959595
0.063, 321.978058
0.065, 321.993164
0.061, 322.009827
0.065, 322.026276
0.063, 322.043183
0.075, 322.059662
0.061, 322.076386
0.056, 322.093232
0.068, 322.109711
0.068, 322.126221
0.070, 322.143189
0.073, 322.159699
0.085, 322.176514
0.058, 322.193177
0.065, 322.209870
0.070, 322.227662
0.073, 322.243073
0.063, 322.259766
0.063, 322.276398
0.083, 322.293274
0.068, 322.309723
0.073, 322.326233
0.068, 322.343140
0.065, 322.359650
0.080, 322.376496
0.061, 322.393219
0.075, 322.409760
0.075, 322.426484
0.075, 322.443390
0.075, 322.459870
0.058, 322.477723
0.056, 322.493256
0.063, 322.509766
0.073, 322.526185
0.070, 322.543183
0.065, 322.559723
0.078, 322.576477
0.070, 322.593293
0.080, 322.609833
0.073, 322.626404
0.073, 322.643067
0.061, 322.659790
0.058, 322.676392
0.083, 322.693390
0.061, 322.709656
0.070, 322.727662
0.073, 322.743256
0.061, 322.759705
0.068, 322.776520
0.073, 322.793213
0.053, 322.809662
0.061, 322.826294
0.063, 322.843201
0.075, 322.859833
0.063, 322.876374
0.058, 322.893219
0.065, 322.909577
0.073, 322.926423
0.065, 322.943146
0.063, 322.959687
0.068, 322.977845
0.068, 322.993164
0.087, 323.009797
0.073, 323.026276
0.070, 323.043091
0.078, 323.059845
0.070, 323.076386
0.053, 323.093262
0.061, 323.109650
0.073, 323.126221
0.068, 323.143189
0.063, 323.159729
0.075, 323.176545
0.065, 323.193146
0.080, 323.209656
0.068, 323.227692
0.073, 323.243073
0.075, 323.259522
0.065, 323.276429
0.056, 323.293274
0.065, 323.309601
0.070, 323.326264
0.070, 323.343140
0.065, 323.359620
0.078, 323.376496
0.068, 323.393189
0.063, 323.409699
0.075, 323.426300
0.075, 323.443451
0.075, 323.459565
0.063, 323.477662
0.056, 323.493195
0.061, 323.509644
0.075, 323.526185
0.070, 323.543213
0.068, 323.559784
0.083, 323.576508
0.068, 323.593262
0.080, 323.609742
0.078, 323.626404
0.075, 323.643067
0.068, 323.659668
0.073, 323.676300
0.075, 323.693146
0.058, 323.709656
0.068, 323.727723
0.070, 323.743134
0.065, 323.759797
0.080, 323.776429
0.065, 323.793335
0.068, 323.809845
0.061, 323.826264
0.068, 323.843232
0.063, 323.859589
0.068, 323.876404
0.080, 323.893250
0.063, 323.909638
0.063, 323.926270
0.070, 323.943116
0.061, 323.959748
0.068, 323.977723
0.065, 323.993256
0.058, 324.009797
0.065, 324.026246
0.065, 324.043305
0.068, 324.059815
0.061, 324.076355
0.087, 324.093293
0.073, 324.109711
0.073, 324.126191
0.065, 324.143128
0.065, 324.159607
0.063, 324.176270
0.061, 324.193207
0.075, 324.209687
0.058, 324.227601
0.073, 324.243103
0.065, 324.259674
0.063, 324.276429
0.056, 324.293335
0.061, 324.309601
0.070, 324.326264
0.073, 324.343262
0.068, 324.359833
0.078, 324.376374
0.061, 324.393341
0.068, 324.409577
0.078, 324.426239
0.063, 324.443390
0.080, 324.459626
0.061, 324.477845
0.083, 324.493378
0.061, 324.509766
0.075, 324.526337
0.065, 324.543396
0.063, 324.559845
0.078, 324.576386
0.063, 324.593232
0.073, 324.609711
0.075, 324.626404
0.068, 324.643097
0.078, 324.659729
0.065, 324.676423
0.085, 324.693390
0.070, 324.709778
0.065, 324.727692
0.070, 324.743134
0.061, 324.759613
0.073, 324.776459
0.065, 324.793183
0.085, 324.809815
0.063, 324.826294
0.068, 324.843110
0.070, 324.859620
0.068, 324.876282
0.063, 324.893280
0.061, 324.909638
0.075, 324.926362
0.065, 324.943207
0.061, 324.959839
0.068, 324.977906
0.070, 324.993164
0.080, 325.009797
0.065, 325.026276
0.068, 325.043122
0.065, 325.059662
0.063, 325.076294
0.080, 325.093201
0.063, 325.109650
0.073, 325.126221
0.068, 325.143250
0.063, 325.159699
0.068, 325.176453
0.065, 325.193268
0.051, 325.209656
0.070, 325.227539
0.073, 325.243073
0.068, 325.259644
0.061, 325.276337
0.056, 325.293244
0.065, 325.309723
0.070, 325.326752
0.070, 325.416535
0.065, 325.418274
0.063, 325.419892
0.051, 325.422547
0.053, 325.425904
0.046, 325.429993
0.078, 325.443482
0.065, 325.459687
0.061, 325.477478
0.080, 325.493256
0.061, 325.509705
0.068, 325.526490
0.068, 325.543305
0.083, 325.559845
0.065, 325.576233
0.070, 325.593323
0.073, 325.609559
0.068, 325.626435
0.080, 325.643372
0.061, 325.659577
0.070, 325.676331
0.068, 325.693238
0.063, 325.709626
0.063, 325.732392
0.068, 325.743103
0.061, 325.760376
0.070, 325.776337
0.065, 325.793305
0.061, 325.809754
0.061, 325.826233
0.065, 325.843171
0.068, 325.859620
0.078, 325.876343
0.065, 325.893128
0.063, 325.909607
0.075, 325.926545
0.068, 325.943390
0.061, 325.959717
0.063, 325.977906
0.075, 325.993164
