Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.087, 284.343323
0.063, 284.359620
0.075, 284.376282
0.056, 284.393250
0.063, 284.409668
0.078, 284.426575
0.063, 284.443390
0.078, 284.459565
0.073, 284.476349
0.070, 284.493195
0.075, 284.509797
0.068, 284.526215
0.083, 284.543274
0.073, 284.559540
0.065, 284.576416
0.073, 284.593354
0.073, 284.609803
0.085, 284.626435
0.063, 284.643158
0.056, 284.659760
0.078, 284.676270
0.068, 284.693207
0.085, 284.709870
0.061, 284.726258
0.078, 284.743164
0.073, 284.759613
0.068, 284.776276
0.058, 284.793183
0.061, 284.809662
0.075, 284.826416
0.068, 284.843171
0.068, 284.859833
0.070, 284.876526
0.061, 284.893189
0.070, 284.909790
0.078, 284.926423
0.080, 284.943207
0.068, 284.959778
0.070, 284.976258
0.075, 284.993256
0.073, 285.009674
0.080, 285.026490
0.068, 285.043213
0.080, 285.059845
0.065, 285.076447
0.063, 285.093079
0.058, 285.109925
0.065, 285.126435
0.063, 285.143311
0.068, 285.159577
0.065, 285.176270
0.080, 285.193329
0.061, 285.209717
0.080, 285.226532
0.068, 285.243134
0.070, 285.259644
0.058, 285.276429
0.065, 285.346619
0.061, 285.348359
0.065, 285.350007
0.068, 285.352448
0.046, 285.361084
0.083, 285.377503
0.070, 285.393280
0.070, 285.409668
0.070, 285.426423
0.056, 285.443634
0.068, 285.459778
0.063, 285.476349
0.068, 285.493195
0.065, 285.509552
0.070, 285.526246
0.061, 285.543183
0.083, 285.559845
0.061, 285.576477
0.046, 285.593262
0.070, 285.609650
0.063, 285.626465
0.061, 285.643250
0.068, 285.659668
0.073, 285.676270
0.065, 285.693146
0.070, 285.709687
0.073, 285.726349
0.070, 285.743317
0.083, 285.759705
0.063, 285.776307
0.075, 285.793152
0.065, 285.809754
0.073, 285.826447
0.068, 285.843232
0.073, 285.859650
0.056, 285.876343
0.065, 285.893158
0.075, 285.909699
0.070, 285.926453
0.063, 285.943116
0.078, 285.959534
0.078, 285.976197
0.068, 285.993348
0.075, 286.009522
0.075, 286.026307
0.070, 286.043122
0.065, 286.059693
0.073, 286.076294
0.073, 286.093171
0.070, 286.109894
0.068, 286.126465
0.063, 286.143341
0.083, 286.159668
0.068, 286.176423
0.073, 286.193116
0.065, 286.209687
0.063, 286.226410
0.073, 286.243226
0.065, 286.259705
0.070, 286.276520
0.068, 286.293305
0.075, 286.309601
0.073, 286.326294
0.065, 286.343079
0.070, 286.359772
0.068, 286.376282
0.068, 286.393433
0.073, 286.409577
0.075, 286.426453
0.073, 286.443421
0.070, 286.459687
0.051, 286.476410
0.068, 286.493287
0.070, 286.509552
0.073, 286.526337
0.065, 286.543152
0.073, 286.559845
0.061, 286.576233
0.068, 286.593171
0.070, 286.609589
0.070, 286.626496
0.075, 286.643158
0.061, 286.659607
0.068, 286.676331
0.070, 286.693207
0.070, 286.709595
0.075, 286.726441
0.061, 286.743287
0.083, 286.759705
0.063, 286.776429
0.058, 286.793396
0.068, 286.809571
0.070, 286.826325
0.075, 286.843232
0.070, 286.859742
0.053, 286.876343
0.061, 286.893189
0.070, 286.909638
0.073, 286.926545
0.068, 286.943207
0.068, 286.959534
0.078, 286.976349
0.075, 286.993317
0.063, 287.009766
0.073, 287.026276
0.068, 287.043122
0.061, 287.059662
0.065, 287.076477
0.068, 287.093293
0.063, 287.109650
0.068, 287.126191
0.058, 287.143189
0.085, 287.159790
0.070, 287.176300
0.063, 287.193238
0.070, 287.209687
0.068, 287.226380
0.075, 287.243348
0.063, 287.259736
0.083, 287.276490
0.068, 287.293152
0.070, 287.309571
0.075, 287.326264
0.065, 287.343110
0.056, 287.359772
0.061, 287.376282
0.056, 287.393280
0.070, 287.409577
0.070, 287.426453
0.073, 287.443482
0.068, 287.459748
0.070, 287.476410
0.068, 287.493195
0.073, 287.509552
0.073, 287.526398
0.065, 287.543152
0.075, 287.559815
0.061, 287.576355
0.070, 287.593201
0.068, 287.609589
0.075, 287.626374
0.078, 287.643311
0.061, 287.659607
0.087, 287.676362
0.061, 287.693207
0.075, 287.709595
0.070, 287.726319
0.063, 287.743164
0.083, 287.759736
0.070, 287.776276
0.061, 287.793244
0.070, 287.809571
0.063, 287.826447
0.051, 287.843964
0.063, 287.859711
0.053, 287.876435
0.063, 287.893219
0.075, 287.909790
0.073, 287.926484
0.068, 287.942963
0.078, 287.959626
0.073, 287.976441
0.085, 287.993348
0.075, 288.009613
0.080, 288.026246
0.046, 288.043213
0.068, 288.059662
0.083, 288.076416
0.065, 288.093262
0.078, 288.109925
0.070, 288.126435
0.061, 288.143128
0.056, 288.159699
0.073, 288.176636
0.080, 288.193268
0.063, 288.209473
0.070, 288.226410
0.075, 288.243134
0.061, 288.259583
0.070, 288.276276
0.068, 288.293152
0.065, 288.309723
0.068, 288.326508
0.068, 288.343110
0.051, 288.359681
0.063, 288.376252
0.068, 288.393280
0.068, 288.409607
0.063, 288.426484
0.073, 288.443360
0.058, 288.459748
0.080, 288.476563
0.068, 288.493134
0.075, 288.509736
0.063, 288.526337
0.070, 288.543366
0.083, 288.559845
0.070, 288.576355
0.073, 288.593262
0.070, 288.609681
0.065, 288.626465
0.073, 288.643250
0.058, 288.659668
0.083, 288.676484
0.068, 288.693238
0.068, 288.709565
0.075, 288.726319
0.061, 288.743134
0.075, 288.759888
0.061, 288.776398
0.075, 288.793213
0.070, 288.809571
0.070, 288.826447
0.061, 288.843384
0.070, 288.859681
0.070, 288.876252
0.061, 288.893219
0.073, 288.909577
0.070, 288.926484
0.070, 288.943329
0.073, 288.959717
0.065, 288.976441
0.058, 288.993195
0.075, 289.009705
0.075, 289.026429
0.070, 289.043122
0.061, 289.059754
0.070, 289.076508
0.065, 289.093232
0.068, 289.109833
0.073, 289.126252
0.063, 289.143219
0.085, 289.159699
0.061, 289.176331
0.078, 289.193146
0.070, 289.209656
0.073, 289.226441
0.075, 289.243287
0.061, 289.259705
0.051, 289.276337
0.068, 289.293183
0.075, 289.309662
0.073, 289.326386
0.068, 289.343323
0.053, 289.359681
0.065, 289.376374
0.073, 289.393250
0.073, 289.409638
0.075, 289.426423
0.061, 289.443634
0.063, 289.459595
0.073, 289.476441
0.063, 289.493164
0.070, 289.509736
0.075, 289.526276
0.061, 289.543244
0.068, 289.559662
0.070, 289.576386
0.075, 289.593232
0.063, 289.609711
0.073, 289.626465
0.075, 289.643067
0.058, 289.659699
0.063, 289.676423
0.065, 289.693299
0.075, 289.709656
0.068, 289.726502
0.058, 289.743195
0.090, 289.759888
0.065, 289.776307
0.070, 289.793183
0.070, 289.809754
0.070, 289.826477
0.075, 289.843323
0.058, 289.859681
0.063, 289.876496
0.061, 289.893158
0.080, 289.909790
0.073, 289.926423
0.063, 289.943177
0.078, 289.959778
0.070, 289.976349
0.068, 289.993348
0.068, 290.009613
0.073, 290.026429
0.073, 290.043091
0.068, 290.059815
0.058, 290.076508
0.061, 290.093232
0.070, 290.109681
0.078, 290.126404
0.058, 290.143189
0.073, 290.159760
0.065, 290.176423
0.073, 290.193207
0.065, 290.209504
0.078, 290.226441
0.083, 290.243256
0.068, 290.259583
0.065, 290.278229
0.073, 290.375306
0.070, 290.377076
0.070, 290.378693
0.051, 290.380310
0.075, 290.382538
0.065, 290.385682
0.056, 290.395997
0.073, 290.409790
0.061, 290.426300
0.073, 290.443329
0.065, 290.459687
0.073, 290.476288
0.075, 290.493195
0.068, 290.509736
0.073, 290.526368
0.070, 290.543183
0.073, 290.559876
0.065, 290.576325
0.063, 290.593110
0.068, 290.609589
0.070, 290.626282
0.068, 290.643189
0.068, 290.659760
0.073, 290.676514
0.065, 290.693390
0.061, 290.709626
0.070, 290.726227
0.061, 290.743195
0.068, 290.759583
0.075, 290.776337
0.068, 290.793152
0.075, 290.809845
0.061, 290.826203
0.075, 290.843232
0.061, 290.859681
0.070, 290.876282
0.075, 290.893280
0.065, 290.909546
0.053, 290.926484
0.063, 290.943299
0.070, 290.959687
0.063, 290.976288
0.065, 290.993195
0.075, 291.009736
0.073, 291.026215
0.068, 291.043305
0.075, 291.059815
0.075, 291.076294
0.061, 291.093201
0.058, 291.109681
0.070, 291.126343
0.070, 291.143250
0.073, 291.159638
0.065, 291.176423
0.058, 291.193116
0.075, 291.209656
0.070, 291.226319
0.065, 291.243134
0.063, 291.259613
0.075, 291.276307
0.065, 291.293335
0.061, 291.309632
0.063, 291.326477
0.061, 291.343323
0.078, 291.359925
0.068, 291.376374
0.065, 291.393219
0.075, 291.409729
0.065, 291.426392
0.068, 291.443512
0.068, 291.459778
0.063, 291.476319
0.075, 291.493317
0.063, 291.509674
0.061, 291.526429
0.063, 291.543183
0.068, 291.559662
0.075, 291.576386
0.065, 291.593140
0.073, 291.609650
0.073, 291.626465
0.078, 291.643189
0.070, 291.659668
0.070, 291.676331
0.070, 291.693238
0.070, 291.709687
0.087, 291.726410
0.073, 291.743134
0.073, 291.759583
0.068, 291.776429
0.063, 291.793213
0.075, 291.809815
0.058, 291.826325
0.065, 291.843262
0.073, 291.859589
0.078, 291.876374
0.073, 291.893128
0.061, 291.909699
0.075, 291.926270
0.073, 291.943116
0.073, 291.959870
0.075, 291.976349
0.061, 291.993103
0.070, 292.009644
0.075, 292.026459
0.073, 292.043244
0.073, 292.059632
0.075, 292.076477
0.065, 292.093201
0.061, 292.109589
0.061, 292.126435
0.065, 292.143189
0.070, 292.159729
0.075, 292.176270
0.070, 292.193299
0.087, 292.209870
0.068, 292.226471
0.075, 292.243256
0.068, 292.259736
0.070, 292.276307
0.073, 292.293183
0.056, 292.309632
0.073, 292.326569
0.063, 292.343323
0.070, 292.359772
0.075, 292.376313
0.070, 292.393311
0.070, 292.409699
0.063, 292.426362
0.058, 292.443299
0.070, 292.459595
0.073, 292.476319
0.073, 292.493103
0.065, 292.509674
0.065, 292.526276
0.065, 292.543274
0.068, 292.559571
0.075, 292.576264
0.063, 292.593140
0.073, 292.609650
0.068, 292.626343
0.056, 292.643158
0.070, 292.659546
0.065, 292.676300
0.065, 292.693207
0.065, 292.709717
0.078, 292.726441
0.070, 292.743195
0.070, 292.759766
0.065, 292.776276
0.065, 292.793183
0.083, 292.809876
0.068, 292.826386
0.075, 292.843293
0.063, 292.859589
0.065, 292.876313
0.056, 292.893158
0.063, 292.909790
0.061, 292.926423
0.065, 292.943177
0.068, 292.959656
0.070, 292.976258
0.061, 292.993226
0.068, 293.009644
0.068, 293.026398
0.073, 293.043274
0.078, 293.059632
0.075, 293.076294
0.070, 293.093110
0.065, 293.109620
0.070, 293.126343
0.058, 293.143158
0.065, 293.159821
0.070, 293.176453
0.065, 293.193146
0.048, 293.209778
0.063, 293.226227
0.078, 293.243317
0.063, 293.259613
0.065, 293.276307
0.070, 293.293427
0.070, 293.309784
0.051, 293.326264
0.070, 293.343232
0.080, 293.359803
0.075, 293.376435
0.063, 293.393189
0.078, 293.409851
0.061, 293.426423
0.068, 293.443421
0.068, 293.459656
0.065, 293.476319
0.078, 293.493256
0.058, 293.509705
0.053, 293.526429
0.061, 293.543152
0.070, 293.559815
0.068, 293.576233
0.058, 293.593201
0.078, 293.609742
0.068, 293.626282
0.065, 293.643250
0.068, 293.659729
0.063, 293.676514
0.068, 293.693238
0.063, 293.709687
0.056, 293.726349
0.065, 293.743226
0.068, 293.759552
0.065, 293.776276
0.061, 293.793244
0.080, 293.809845
0.061, 293.826416
0.058, 293.843262
0.063, 293.859772
0.063, 293.876313
0.065, 293.893403
0.070, 293.909668
0.058, 293.926545
0.068, 293.943238
0.068, 293.959595
0.073, 293.976288
0.065, 293.993226
0.078, 294.009552
0.070, 294.026215
0.073, 294.043183
0.068, 294.059571
0.065, 294.076508
0.070, 294.093201
0.056, 294.109803
0.080, 294.126404
0.061, 294.143250
0.068, 294.159607
0.075, 294.176362
0.070, 294.193238
0.080, 294.209778
0.061, 294.226410
0.068, 294.243256
0.065, 294.259583
0.068, 294.276307
0.075, 294.293183
0.061, 294.309754
0.056, 294.326325
0.063, 294.343201
0.063, 294.359833
0.075, 294.376404
0.061, 294.393250
0.078, 294.409668
0.063, 294.426423
0.070, 294.443360
0.063, 294.459687
0.073, 294.476288
0.070, 294.493256
0.065, 294.509705
0.065, 294.526307
0.065, 294.543091
0.075, 294.559754
0.073, 294.576294
0.065, 294.593293
0.068, 294.609681
0.063, 294.626252
0.078, 294.643250
0.063, 294.659699
0.063, 294.676300
0.056, 294.693238
0.061, 294.709778
0.058, 294.726532
0.068, 294.743164
0.075, 294.759583
0.065, 294.776337
0.068, 294.793183
0.070, 294.809693
0.058, 294.826325
0.070, 294.843140
0.068, 294.859589
0.073, 294.876282
0.083, 294.893311
0.065, 294.909668
0.058, 294.926300
0.061, 294.943238
0.068, 294.959687
0.070, 294.976288
0.061, 294.993195
0.068, 295.009827
0.073, 295.026368
0.063, 295.043152
0.070, 295.059754
0.068, 295.076508
0.053, 295.093415
0.065, 295.109681
0.075, 295.126221
0.065, 295.143128
0.073, 295.159638
0.073, 295.176300
0.070, 295.193238
0.080, 295.209839
0.063, 295.226258
0.068, 295.243256
0.065, 295.259736
0.068, 295.276307
0.068, 295.293580
0.065, 295.375702
0.063, 295.377503
0.061, 295.379151
0.056, 295.381989
0.039, 295.385254
0.068, 295.393708
0.075, 295.409577
0.080, 295.426484
0.061, 295.445557
0.058, 295.460572
0.075, 295.476441
0.075, 295.493226
0.065, 295.511322
0.075, 295.526520
0.068, 295.543274
0.068, 295.559601
0.068, 295.576447
0.068, 295.593384
0.075, 295.609772
0.070, 295.626496
0.070, 295.643311
0.070, 295.659638
0.053, 295.676392
0.063, 295.693299
0.075, 295.709687
0.061, 295.726471
0.065, 295.743348
0.075, 295.759644
0.065, 295.776368
0.073, 295.793213
0.063, 295.809784
0.070, 295.826416
0.063, 295.843201
0.063, 295.859772
0.056, 295.876435
0.065, 295.893158
0.073, 295.909577
0.073, 295.926484
0.061, 295.943238
0.075, 295.959656
0.063, 295.976288
0.065, 295.993134
0.070, 296.009674
0.073, 296.026398
0.075, 296.043183
0.065, 296.059784
0.083, 296.076355
0.063, 296.093079
0.075, 296.109864
0.068, 296.126435
0.065, 296.143158
0.068, 296.159760
0.063, 296.176392
0.068, 296.193116
0.068, 296.209656
0.068, 296.226502
0.073, 296.243134
0.063, 296.259583
0.075, 296.276368
0.063, 296.293244
0.073, 296.309662
0.068, 296.326325
0.068, 296.343232
0.070, 296.359681
0.061, 296.376404
0.063, 296.393250
0.068, 296.409607
0.083, 296.426545
0.065, 296.443268
0.063, 296.459656
0.053, 296.476502
0.058, 296.493226
0.070, 296.509522
0.070, 296.526459
0.068, 296.543305
0.075, 296.559784
0.061, 296.576325
0.078, 296.593232
0.068, 296.609589
0.073, 296.626618
0.073, 296.643158
0.068, 296.659546
0.058, 296.676545
0.063, 296.693207
0.075, 296.709778
0.075, 296.726349
0.063, 296.743317
0.068, 296.759644
0.061, 296.776429
0.068, 296.793213
0.061, 296.809662
0.073, 296.826325
0.065, 296.843110
0.063, 296.859650
0.053, 296.876343
0.068, 296.893158
0.080, 296.909516
0.075, 296.926239
0.068, 296.943177
0.078, 296.959565
0.061, 296.976349
0.068, 296.993134
0.063, 297.009613
0.078, 297.026520
0.065, 297.043122
0.068, 297.059784
0.087, 297.076447
0.065, 297.093232
0.075, 297.109650
0.070, 297.126465
0.063, 297.143219
0.068, 297.159668
0.065, 297.176484
0.070, 297.193116
0.070, 297.209656
0.090, 297.226502
0.065, 297.243134
0.068, 297.259736
0.070, 297.276307
0.063, 297.293305
0.078, 297.309693
0.068, 297.326416
0.070, 297.343171
0.068, 297.362061
0.080, 297.376465
0.063, 297.393250
0.075, 297.409790
0.065, 297.426423
0.075, 297.443512
0.070, 297.459687
0.078, 297.476410
0.063, 297.493195
0.070, 297.509797
0.070, 297.526185
0.061, 297.543213
0.075, 297.559784
0.065, 297.576386
0.075, 297.593415
0.063, 297.609833
0.078, 297.626496
0.075, 297.643189
0.058, 297.659577
0.046, 297.676362
0.061, 297.693116
0.078, 297.709687
0.068, 297.726380
0.070, 297.743164
0.068, 297.759552
0.063, 297.776337
0.070, 297.793152
0.068, 297.809754
0.080, 297.826539
0.065, 297.843201
0.063, 297.859589
0.073, 297.876252
0.068, 297.893158
0.073, 297.909577
0.070, 297.926362
0.061, 297.943390
0.070, 297.959748
0.068, 297.976380
0.075, 297.993134
0.073, 298.009827
0.075, 298.026551
0.065, 298.043152
0.058, 298.059571
0.070, 298.076508
0.068, 298.093110
0.080, 298.109772
0.070, 298.126435
0.058, 298.143128
0.065, 298.159638
0.063, 298.176300
0.075, 298.193360
0.065, 298.209656
0.085, 298.226471
0.065, 298.243134
0.061, 298.259613
0.065, 298.276246
0.065, 298.293183
0.075, 298.309784
0.068, 298.326325
0.063, 298.343140
0.078, 298.359711
0.063, 298.376465
0.065, 298.393341
0.068, 298.409699
0.075, 298.426575
0.073, 298.443360
0.065, 298.459656
0.073, 298.476288
0.061, 298.493195
0.073, 298.509552
0.075, 298.526276
0.063, 298.543213
0.075, 298.559662
0.063, 298.576447
0.065, 298.593201
0.063, 298.609559
0.085, 298.626465
0.065, 298.643189
0.058, 298.659699
0.080, 298.676362
0.063, 298.693116
0.075, 298.709687
0.063, 298.726319
0.061, 298.743317
0.070, 298.759797
0.061, 298.776459
0.075, 298.793152
0.068, 298.809693
0.080, 298.826508
0.068, 298.843110
0.065, 298.859620
0.075, 298.876282
0.063, 298.893250
0.070, 298.909729
0.075, 298.926331
0.070, 298.943238
0.080, 298.959687
0.065, 298.976410
0.075, 298.993103
0.068, 299.009552
0.080, 299.026520
0.065, 299.043915
0.061, 299.059754
0.080, 299.076355
0.073, 299.093171
0.043, 299.109772
0.073, 299.126221
0.065, 299.143189
0.073, 299.159546
0.065, 299.176484
0.068, 299.193390
0.065, 299.209595
0.075, 299.226349
0.070, 299.243103
0.056, 299.259827
0.053, 299.276490
0.061, 299.293274
0.073, 299.309540
0.070, 299.326355
0.063, 299.343323
0.068, 299.359620
0.070, 299.376221
0.065, 299.393128
0.056, 299.409638
0.075, 299.426514
0.068, 299.443451
0.061, 299.459626
0.070, 299.476227
0.063, 299.493226
0.073, 299.509613
0.070, 299.526276
0.061, 299.543213
0.070, 299.559784
0.061, 299.576386
0.065, 299.593384
0.058, 299.609589
0.075, 299.626526
0.063, 299.643128
0.070, 299.659668
0.075, 299.676423
0.061, 299.693329
0.075, 299.709626
0.063, 299.726502
0.065, 299.743287
0.075, 299.759705
0.070, 299.776246
0.075, 299.793183
0.061, 299.809815
0.070, 299.826539
0.075, 299.843354
0.058, 299.859772
0.073, 299.876282
0.063, 299.893189
0.078, 299.909668
0.073, 299.926148
0.063, 299.943238
0.078, 299.959687
0.068, 299.976319
0.063, 299.993195
0.063, 300.009674
0.073, 300.026337
0.070, 300.043305
0.065, 300.059754
0.075, 300.076600
0.073, 300.093171
0.061, 300.109711
0.075, 300.126374
0.061, 300.143158
0.070, 300.159638
0.061, 300.176300
0.075, 300.193207
0.065, 300.209565
0.075, 300.226563
0.065, 300.243103
0.065, 300.259736
0.085, 300.276520
0.068, 300.293274
0.061, 300.326966
0.065, 300.328675
0.075, 300.344849
0.065, 300.359650
0.070, 300.376343
0.065, 300.393128
0.063, 300.409546
0.061, 300.426423
0.068, 300.443512
0.061, 300.459687
0.078, 300.476441
0.068, 300.493226
0.061, 300.509583
0.083, 300.526368
0.070, 300.543183
0.078, 300.559784
0.061, 300.576325
0.075, 300.593110
0.078, 300.609742
0.058, 300.626282
0.078, 300.643311
0.070, 300.659729
0.078, 300.676545
0.068, 300.693299
0.070, 300.709565
0.078, 300.726441
0.063, 300.743195
0.073, 300.759736
0.065, 300.776459
0.073, 300.793183
0.061, 300.809662
0.063, 300.826386
0.053, 300.843293
0.063, 300.859681
0.073, 300.876496
0.068, 300.893067
0.061, 300.909577
0.058, 300.926453
0.058, 300.943177
0.078, 300.959717
0.068, 300.976349
0.068, 300.993195
0.070, 301.009766
0.058, 301.026276
0.070, 301.043396
0.058, 301.059693
0.073, 301.076325
0.065, 301.093110
0.073, 301.109650
0.078, 301.126374
0.068, 301.143158
0.087, 301.159851
0.070, 301.176270
0.073, 301.193299
0.063, 301.209778
0.061, 301.226471
0.070, 301.243348
0.061, 301.259736
0.080, 301.276459
0.063, 301.293335
0.068, 301.309632
0.058, 301.326386
0.065, 301.343232
0.065, 301.363526
0.065, 301.376252
0.075, 301.393250
0.073, 301.409668
0.065, 301.426453
0.070, 301.443634
0.063, 301.459656
0.083, 301.476319
0.070, 301.493042
0.061, 301.509613
0.085, 301.526551
0.065, 301.543213
0.073, 301.559723
0.058, 301.576416
0.068, 301.593232
0.075, 301.609742
0.063, 301.626404
0.075, 301.643250
0.061, 301.659729
0.070, 301.676423
0.065, 301.693177
0.070, 301.709595
0.078, 301.726502
0.061, 301.743226
0.075, 301.759858
0.065, 301.776276
0.070, 301.793366
0.068, 301.809479
0.056, 301.826508
0.068, 301.843232
0.058, 301.859742
0.078, 301.876557
0.068, 301.893250
0.068, 301.909546
0.070, 301.926545
0.068, 301.943238
0.075, 301.959900
0.061, 301.976258
0.070, 301.993317
0.063, 302.009766
0.063, 302.026307
0.070, 302.043335
0.061, 302.059754
0.056, 302.076447
0.065, 302.093079
0.063, 302.109711
0.075, 302.126374
0.065, 302.143219
0.073, 302.159821
0.065, 302.176423
0.068, 302.193299
0.061, 302.209809
0.063, 302.226380
0.075, 302.243409
0.068, 302.259644
0.068, 302.276398
0.065, 302.293213
0.063, 302.309632
0.070, 302.326569
0.070, 302.343232
0.075, 302.359833
0.068, 302.376252
0.061, 302.393128
0.070, 302.409394
0.058, 302.426484
0.075, 302.443421
0.058, 302.459626
0.070, 302.476532
0.061, 302.493195
0.061, 302.509583
0.090, 302.526398
0.058, 302.543244
0.070, 302.559845
0.063, 302.576294
0.070, 302.593110
0.070, 302.609803
0.065, 302.626404
0.075, 302.643372
0.065, 302.659760
0.083, 302.676331
0.065, 302.693116
0.063, 302.709565
0.058, 302.726471
0.065, 302.743256
0.078, 302.759797
0.068, 302.776429
0.068, 302.793305
0.065, 302.809601
0.061, 302.826355
0.070, 302.843323
0.061, 302.859650
0.083, 302.876496
0.070, 302.893128
0.063, 302.909668
0.056, 302.926453
0.063, 302.943177
0.070, 302.959809
0.065, 302.976258
0.065, 302.993164
0.068, 303.009491
0.065, 303.026368
0.075, 303.043366
0.058, 303.059693
0.075, 303.076539
0.075, 303.093171
0.063, 303.109681
0.087, 303.126313
0.073, 303.143128
0.085, 303.159699
0.073, 303.176362
0.083, 303.193207
0.073, 303.209656
0.063, 303.226288
0.075, 303.243195
0.061, 303.259766
0.078, 303.276459
0.068, 303.293274
0.061, 303.309632
0.080, 303.326294
0.058, 303.343171
0.073, 303.359589
0.065, 303.376343
0.063, 303.393128
0.070, 303.409455
0.065, 303.426362
0.075, 303.443695
0.063, 303.459748
0.078, 303.476471
0.061, 303.493287
0.070, 303.509552
0.070, 303.526581
0.065, 303.543183
0.083, 303.559784
0.065, 303.576325
0.075, 303.593323
0.068, 303.609650
0.063, 303.626313
0.070, 303.643189
0.061, 303.659607
0.058, 303.676453
0.068, 303.693146
0.068, 303.709717
0.051, 303.726441
0.056, 303.743164
0.083, 303.759858
0.063, 303.776276
0.070, 303.793152
0.068, 303.809754
0.056, 303.826508
0.075, 303.843323
0.068, 303.859681
0.053, 303.876465
0.061, 303.893158
0.070, 303.909607
0.058, 303.926514
0.058, 303.943207
0.070, 303.959656
0.068, 303.976471
0.053, 303.993287
0.075, 304.009766
0.063, 304.026368
0.075, 304.043396
0.061, 304.059662
0.053, 304.076416
0.070, 304.093110
0.065, 304.109772
0.078, 304.126587
0.068, 304.143128
0.073, 304.159699
0.061, 304.176270
0.061, 304.193177
0.068, 304.209565
0.065, 304.226410
0.075, 304.243226
0.065, 304.259797
0.080, 304.276459
0.073, 304.293122
0.063, 304.309662
0.078, 304.326355
0.056, 304.343201
0.068, 304.359833
0.065, 304.376252
0.078, 304.393250
0.070, 304.409607
0.058, 304.426423
0.073, 304.443329
0.070, 304.459656
0.083, 304.476410
0.075, 304.493164
0.065, 304.509583
0.078, 304.526429
0.058, 304.543305
0.080, 304.559723
0.065, 304.576264
0.078, 304.593171
0.068, 304.609620
0.063, 304.626374
0.073, 304.643128
0.070, 304.659638
0.075, 304.676392
0.068, 304.693207
0.063, 304.709565
0.083, 304.726441
0.058, 304.743164
0.080, 304.759766
0.063, 304.776246
0.065, 304.793183
0.073, 304.809540
0.065, 304.826477
0.075, 304.843262
0.063, 304.859803
0.073, 304.876435
0.068, 304.893250
0.068, 304.909546
0.078, 304.926392
0.065, 304.943146
0.073, 304.959809
0.068, 304.976349
0.068, 304.993164
0.061, 305.009583
0.065, 305.026429
0.075, 305.043305
0.063, 305.059601
0.073, 305.076477
0.065, 305.093140
0.063, 305.109711
0.083, 305.126343
0.070, 305.143128
0.080, 305.159668
0.070, 305.176423
0.068, 305.193146
0.068, 305.209473
0.068, 305.226502
0.075, 305.243195
0.065, 305.259674
0.051, 305.276398
0.070, 305.293549
0.065, 305.394593
0.068, 305.396363
0.063, 305.397980
0.036, 305.399659
0.053, 305.401978
0.046, 305.405701
0.070, 305.411866
0.078, 305.426606
0.068, 305.443451
0.068, 305.459900
0.068, 305.476258
0.068, 305.493256
0.065, 305.509674
0.061, 305.526246
0.075, 305.543335
0.063, 305.559571
0.070, 305.576447
0.061, 305.593110
0.061, 305.609772
0.078, 305.626465
0.061, 305.643189
0.078, 305.659729
0.070, 305.676300
0.068, 305.693177
0.078, 305.709748
0.065, 305.726349
0.073, 305.743226
0.063, 305.759583
0.070, 305.776429
0.063, 305.793244
0.065, 305.809815
0.073, 305.826416
0.063, 305.843201
0.078, 305.859833
0.068, 305.876252
0.061, 305.893128
0.061, 305.909760
0.070, 305.926453
0.078, 305.943360
0.070, 305.959748
0.070, 305.976319
0.070, 305.993134
0.065, 306.009705
0.068, 306.026551
0.063, 306.043152
0.053, 306.059754
0.068, 306.076294
0.065, 306.093140
0.068, 306.109772
0.070, 306.126435
0.070, 306.143372
0.061, 306.159760
0.063, 306.176300
0.073, 306.193299
0.061, 306.209717
0.046, 306.226288
0.068, 306.243164
0.048, 306.259674
0.063, 306.276246
0.061, 306.293122
0.051, 306.309754
0.063, 306.326447
0.085, 306.343323
0.061, 306.359772
0.065, 306.376282
0.065, 306.393158
0.058, 306.409668
0.075, 306.426484
0.061, 306.443451
0.068, 306.459809
0.068, 306.476319
0.068, 306.493164
0.061, 306.509705
0.065, 306.526429
0.080, 306.543335
0.061, 306.559754
0.048, 306.576447
0.078, 306.593323
0.065, 306.609772
0.080, 306.626435
0.073, 306.643189
0.075, 306.659668
0.070, 306.676300
0.068, 306.693146
0.065, 306.709809
0.070, 306.726471
0.078, 306.743378
0.065, 306.759644
0.073, 306.776490
0.083, 306.793457
0.068, 306.809815
0.075, 306.826416
0.063, 306.843232
0.075, 306.859772
0.075, 306.876252
0.068, 306.893128
0.073, 306.909638
0.061, 306.926362
0.075, 306.943451
0.070, 306.959595
0.070, 306.976319
0.073, 306.993378
0.065, 307.009797
0.051, 307.026429
0.058, 307.043274
0.085, 307.059876
0.068, 307.076416
0.065, 307.093140
0.080, 307.109864
0.065, 307.126404
0.075, 307.143158
0.063, 307.159790
0.068, 307.176514
0.070, 307.193085
0.061, 307.209778
0.075, 307.226319
0.065, 307.243103
0.051, 307.259705
0.068, 307.276307
0.065, 307.293122
0.056, 307.309693
0.061, 307.326355
0.078, 307.343354
0.058, 307.359650
0.046, 307.376496
0.070, 307.393067
0.061, 307.409699
0.056, 307.426514
0.061, 307.443604
0.083, 307.459839
