Original Header:


CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
0.063, 47.721466
0.065, 47.722992
0.058, 47.724518
0.063, 47.726318
0.063, 47.727875
0.065, 47.731201
0.085, 47.733643
0.043, 47.737854
0.051, 47.740997
0.053, 47.743469
0.075, 47.746094
0.075, 47.749207
0.051, 47.752319
0.068, 47.755036
0.063, 47.756683
0.061, 47.758240
0.065, 47.759796
0.068, 47.761322
0.058, 47.762848
0.065, 47.764374
0.068, 47.766144
0.061, 47.767700
0.068, 47.771515
0.056, 47.773804
0.075, 47.776550
0.061, 47.779511
0.068, 47.781922
0.053, 47.784302
0.058, 47.787598
0.078, 47.790711
0.070, 47.793183
0.068, 47.795044
0.065, 47.796692
0.058, 47.798248
0.058, 47.799774
0.063, 47.801300
0.058, 47.802826
0.061, 47.804352
0.070, 47.806183
0.063, 47.807770
0.070, 47.811066
0.085, 47.813507
0.075, 47.816101
0.053, 47.818024
0.051, 47.821533
0.056, 47.823303
0.046, 47.825867
0.095, 47.829437
0.065, 47.832825
0.063, 47.834503
0.065, 47.836395
0.068, 47.837952
0.068, 47.839508
0.068, 47.841065
0.068, 47.842590
0.070, 47.844086
0.065, 47.845886
0.065, 47.847443
0.063, 47.849854
0.048, 47.853607
0.073, 47.857605
0.070, 47.859985
0.048, 47.863861
0.046, 47.867218
0.068, 47.869507
0.051, 47.871857
0.070, 47.875977
0.078, 47.879028
0.068, 47.880707
0.061, 47.882294
0.065, 47.883850
0.058, 47.885651
0.065, 47.887238
0.068, 47.888886
0.075, 47.892334
0.083, 47.894928
0.068, 47.897278
0.048, 47.900299
0.056, 47.902558
0.080, 47.905121
0.046, 47.908753
0.070, 47.912079
0.075, 47.915131
0.065, 47.916809
0.063, 47.918396
0.063, 47.919953
0.063, 47.921509
0.070, 47.923004
0.063, 47.924530
0.063, 47.926331
0.065, 47.927887
0.068, 47.931793
0.073, 47.934204
0.053, 47.936768
0.068, 47.939758
0.080, 47.942078
0.092, 47.944397
0.085, 47.948639
0.073, 47.951630
0.068, 47.953308
0.063, 47.955139
0.068, 47.956787
0.065, 47.958344
0.068, 47.959870
0.061, 47.961395
0.068, 47.962891
0.061, 47.964417
0.068, 47.966217
0.073, 47.967774
0.073, 47.971649
0.073, 47.974060
0.078, 47.976624
0.048, 47.979645
0.051, 47.981995
0.078, 47.984284
0.051, 47.989899
0.078, 47.993042
0.065, 47.994934
0.058, 47.996552
0.070, 47.998108
0.058, 47.999664
0.068, 48.001190
0.070, 48.002716
0.063, 48.004242
0.073, 48.006012
0.068, 48.007568
0.068, 48.011566
0.078, 48.014008
0.068, 48.016571
0.051, 48.019562
0.070, 48.021881
0.056, 48.024170
0.061, 48.027527
0.083, 48.031372
0.070, 48.033051
0.065, 48.034912
0.068, 48.036499
0.068, 48.038086
0.063, 48.039612
0.065, 48.041138
0.063, 48.042664
0.063, 48.044159
0.068, 48.045929
0.063, 48.047516
0.070, 48.051300
0.078, 48.053742
0.078, 48.056458
0.080, 48.059418
0.058, 48.061798
0.073, 48.064118
0.078, 48.067444
0.085, 48.071320
0.070, 48.073059
0.068, 48.074890
0.070, 48.076508
0.065, 48.078095
0.065, 48.079651
0.068, 48.081146
0.061, 48.082703
0.061, 48.084229
0.063, 48.085968
0.068, 48.087525
0.063, 48.091309
0.073, 48.093720
0.080, 48.096527
0.058, 48.099457
0.056, 48.101685
0.073, 48.104096
0.061, 48.107544
0.070, 48.110718
0.070, 48.114563
0.065, 48.116486
0.061, 48.118073
0.065, 48.119660
0.068, 48.121185
0.070, 48.122711
0.070, 48.124207
0.065, 48.125977
0.061, 48.127503
0.063, 48.129700
0.073, 48.132630
0.078, 48.135224
0.087, 48.137573
0.085, 48.140534
0.053, 48.142822
0.092, 48.145325
0.078, 48.149292
0.075, 48.152283
0.065, 48.153961
0.070, 48.155792
0.063, 48.157379
0.063, 48.158905
0.061, 48.160431
0.061, 48.161957
0.065, 48.163483
0.063, 48.165222
0.068, 48.166779
0.070, 48.168335
0.068, 48.171814
0.046, 48.174194
0.056, 48.176727
0.080, 48.179718
0.056, 48.182068
0.075, 48.184265
0.083, 48.187775
0.080, 48.190460
0.080, 48.193360
0.068, 48.195282
0.061, 48.196869
0.065, 48.198456
0.063, 48.200012
0.068, 48.201538
0.058, 48.203034
0.068, 48.204559
0.061, 48.206360
0.065, 48.207947
0.063, 48.211884
0.070, 48.214264
0.053, 48.216828
0.073, 48.219818
0.056, 48.222168
0.075, 48.224518
0.056, 48.227844
0.075, 48.231690
0.068, 48.233429
0.070, 48.235291
0.065, 48.238281
0.058, 48.239929
0.065, 48.241486
0.063, 48.243012
0.065, 48.244568
0.065, 48.246399
0.068, 48.247955
0.058, 48.251557
0.070, 48.253815
0.073, 48.256622
0.078, 48.259461
0.056, 48.261871
0.078, 48.264221
0.048, 48.266235
0.065, 48.270386
0.070, 48.273224
0.068, 48.275116
0.068, 48.276734
0.061, 48.278290
0.070, 48.279846
0.070, 48.281372
0.061, 48.282898
0.061, 48.284424
0.065, 48.286347
0.063, 48.287933
0.068, 48.291657
0.087, 48.294037
0.051, 48.296753
0.068, 48.299774
0.085, 48.302185
0.080, 48.304413
0.080, 48.307617
0.075, 48.310547
0.078, 48.315796
0.068, 48.317536
0.061, 48.319122
0.068, 48.320679
0.061, 48.322205
0.063, 48.323731
0.058, 48.325501
0.065, 48.327088
0.065, 48.328613
0.073, 48.332306
0.080, 48.334870
0.056, 48.337250
0.061, 48.340241
0.080, 48.342621
0.080, 48.345184
0.048, 48.348755
0.075, 48.352173
0.063, 48.353851
0.068, 48.355683
0.070, 48.357269
0.063, 48.358795
0.061, 48.360352
0.065, 48.363342
0.063, 48.365204
0.068, 48.366821
0.068, 48.368378
0.058, 48.371826
0.075, 48.374237
0.056, 48.376984
0.065, 48.380005
0.080, 48.382385
0.073, 48.384918
0.061, 48.388489
0.075, 48.391907
0.061, 48.393616
0.068, 48.395416
0.065, 48.397003
0.068, 48.398560
0.070, 48.400086
0.058, 48.401611
0.061, 48.403137
0.061, 48.404907
0.068, 48.406464
0.073, 48.408020
0.070, 48.411530
0.073, 48.414002
0.053, 48.417328
0.083, 48.420410
0.080, 48.422882
0.075, 48.429657
0.075, 48.433777
0.063, 48.435730
0.065, 48.437378
0.065, 48.438965
0.070, 48.440552
0.068, 48.442078
0.068, 48.443634
0.061, 48.445374
0.061, 48.446961
0.068, 48.448486
0.078, 48.452301
0.051, 48.454895
0.051, 48.457276
0.090, 48.460266
0.085, 48.462616
0.085, 48.465180
0.083, 48.469086
0.070, 48.472077
0.070, 48.473755
0.063, 48.475556
0.065, 48.477142
0.065, 48.478699
0.070, 48.480255
0.063, 48.481751
0.063, 48.483307
0.065, 48.485077
0.070, 48.488129
0.070, 48.491821
0.075, 48.494232
0.087, 48.496796
0.075, 48.499787
0.080, 48.502136
0.065, 48.504486
0.085, 48.508331
0.073, 48.511719
0.068, 48.513458
0.063, 48.515320
0.065, 48.516907
0.061, 48.518463
0.065, 48.519989
0.068, 48.521515
0.061, 48.523041
0.058, 48.524567
0.061, 48.526520
0.063, 48.528107
0.068, 48.531799
0.048, 48.534210
0.056, 48.536774
0.073, 48.539765
0.056, 48.542145
0.080, 48.544434
0.053, 48.548218
0.070, 48.551605
0.065, 48.553314
0.065, 48.555176
0.068, 48.556793
0.068, 48.558350
0.068, 48.559876
0.068, 48.561402
0.068, 48.562897
0.061, 48.564453
0.065, 48.566223
0.068, 48.567780
0.065, 48.571564
0.053, 48.573944
0.056, 48.576538
0.051, 48.579559
0.051, 48.581818
0.070, 48.584168
0.070, 48.587586
0.078, 48.590271
0.073, 48.593140
0.063, 48.595032
0.061, 48.596649
0.058, 48.598938
0.056, 48.600617
0.068, 48.602173
0.058, 48.603699
0.068, 48.605469
0.061, 48.607056
0.063, 48.608582
0.068, 48.613526
0.041, 48.616272
0.056, 48.618652
0.085, 48.621643
0.085, 48.624024
0.058, 48.626557
0.061, 48.630097
0.075, 48.633454
0.061, 48.635407
0.068, 48.637024
0.061, 48.638611
0.068, 48.640137
0.061, 48.641663
0.063, 48.643189
0.063, 48.644928
0.063, 48.646515
0.065, 48.648071
0.070, 48.652069
0.051, 48.654419
0.056, 48.657013
0.068, 48.660004
0.075, 48.662354
0.061, 48.664917
0.095, 48.668884
0.068, 48.671875
0.065, 48.673554
0.070, 48.675385
0.065, 48.676972
0.070, 48.678497
0.068, 48.680054
0.068, 48.681580
0.063, 48.683106
0.065, 48.684845
0.065, 48.686402
0.065, 48.687958
0.065, 48.691651
0.075, 48.694000
0.078, 48.696594
0.083, 48.699585
0.051, 48.701965
0.075, 48.704346
0.053, 48.707672
0.078, 48.711884
0.065, 48.713623
0.070, 48.715485
0.065, 48.717102
0.063, 48.718659
0.068, 48.720184
0.063, 48.721710
0.070, 48.723236
0.070, 48.724976
0.065, 48.726563
0.061, 48.728119
0.070, 48.731415
0.075, 48.733917
0.078, 48.738068
0.051, 48.741089
0.083, 48.743439
0.058, 48.745972
0.080, 48.749878
0.075, 48.752869
0.073, 48.754517
0.065, 48.756409
0.068, 48.757965
0.061, 48.759491
0.061, 48.761017
0.061, 48.762543
0.061, 48.764069
0.068, 48.765808
0.061, 48.767365
0.065, 48.771057
0.085, 48.773468
0.075, 48.776123
0.073, 48.779083
0.075, 48.781525
0.048, 48.783264
0.075, 48.785889
0.075, 48.789826
0.073, 48.792786
0.063, 48.794464
0.070, 48.796326
0.073, 48.797882
0.065, 48.799439
0.065, 48.800995
0.070, 48.802521
0.068, 48.804016
0.063, 48.805756
0.065, 48.807343
0.061, 48.811188
0.080, 48.813629
0.078, 48.816315
0.043, 48.819306
0.048, 48.821716
0.085, 48.823578
0.058, 48.827271
0.073, 48.830170
0.075, 48.833069
0.061, 48.834992
0.063, 48.836579
0.061, 48.838135
0.065, 48.839661
0.075, 48.841217
0.070, 48.842743
0.063, 48.844238
0.065, 48.845978
0.065, 48.847534
0.058, 48.849732
0.068, 48.853333
0.046, 48.857575
0.073, 48.859955
0.075, 48.863678
0.048, 48.867645
0.078, 48.870026
0.046, 48.871765
0.080, 48.875885
0.075, 48.878998
0.065, 48.880646
0.068, 48.882202
0.068, 48.883759
0.068, 48.885529
0.063, 48.887116
0.068, 48.889710
0.068, 48.892578
0.051, 48.895142
0.056, 48.897492
0.041, 48.900482
0.075, 48.902832
0.065, 48.905365
0.078, 48.908905
0.070, 48.912232
0.068, 48.915283
0.070, 48.917023
0.068, 48.918610
0.061, 48.920166
0.063, 48.921692
0.068, 48.923248
0.065, 48.924988
0.068, 48.926575
0.068, 48.928101
0.068, 48.931793
0.078, 48.934204
0.051, 48.936768
0.065, 48.939758
0.058, 48.942169
0.080, 48.944397
0.073, 48.947876
0.075, 48.950562
0.075, 48.953430
0.070, 48.955292
0.058, 48.956940
0.061, 48.958496
0.070, 48.960022
0.070, 48.961548
0.061, 48.963074
0.070, 48.964813
0.070, 48.966400
0.065, 48.967957
0.068, 48.971741
0.083, 48.974121
0.061, 48.976685
0.061, 48.979736
0.058, 48.982086
0.073, 48.984436
0.063, 48.989044
0.056, 48.992951
0.068, 48.994934
0.068, 48.996552
0.058, 48.998139
0.063, 48.999664
0.070, 49.001221
0.061, 49.002747
0.061, 49.004273
0.073, 49.006043
0.068, 49.007599
0.063, 49.009796
0.048, 49.012726
0.043, 49.015259
0.048, 49.017609
0.073, 49.020661
0.075, 49.022949
0.048, 49.025452
0.083, 49.029022
0.075, 49.032379
0.065, 49.034088
0.068, 49.035950
0.068, 49.037567
0.063, 49.039124
0.068, 49.040650
0.061, 49.042175
0.070, 49.043671
0.058, 49.045410
0.065, 49.046997
0.063, 49.049866
0.043, 49.052765
0.080, 49.055908
0.056, 49.057709
0.051, 49.060730
0.083, 49.063049
0.070, 49.065582
0.078, 49.069153
0.070, 49.072571
0.063, 49.074249
0.061, 49.076080
0.073, 49.077637
0.065, 49.079193
0.061, 49.080719
0.065, 49.082276
0.068, 49.083771
0.063, 49.085541
0.068, 49.087097
0.061, 49.089722
0.078, 49.092621
0.048, 49.095154
0.046, 49.097443
0.046, 49.100403
0.053, 49.102753
0.078, 49.105316
0.048, 49.108429
0.043, 49.113770
0.068, 49.115784
0.070, 49.117401
0.065, 49.118988
0.061, 49.120606
0.068, 49.122162
0.065, 49.123657
0.061, 49.125427
0.063, 49.126984
0.061, 49.128540
0.085, 49.132263
0.087, 49.134766
0.070, 49.137177
0.046, 49.140137
0.048, 49.142487
0.056, 49.145050
0.090, 49.149017
0.065, 49.152008
0.061, 49.153717
0.063, 49.155609
0.068, 49.157227
0.063, 49.158783
0.070, 49.160309
0.063, 49.161835
0.063, 49.163361
0.061, 49.165131
0.068, 49.166687
0.058, 49.168213
0.061, 49.171692
0.078, 49.174103
0.051, 49.176666
0.043, 49.179718
0.058, 49.182037
0.075, 49.184387
0.061, 49.187744
0.080, 49.191559
0.073, 49.193268
0.058, 49.195130
0.061, 49.196747
0.058, 49.198334
0.065, 49.199860
0.073, 49.201355
0.070, 49.202881
0.068, 49.204376
0.063, 49.206146
0.065, 49.207733
0.070, 49.211456
0.051, 49.213867
0.075, 49.216431
0.073, 49.219391
0.053, 49.221863
0.051, 49.224396
0.056, 49.227753
0.048, 49.231598
0.073, 49.233338
0.065, 49.235199
0.068, 49.238281
0.070, 49.239899
0.061, 49.241486
0.065, 49.243012
0.073, 49.244721
0.068, 49.246399
0.068, 49.247955
0.058, 49.251557
0.078, 49.253998
0.080, 49.256531
0.051, 49.259552
0.058, 49.261902
0.075, 49.264130
0.080, 49.267639
0.075, 49.270325
0.075, 49.273224
0.068, 49.275116
0.070, 49.276734
0.065, 49.278290
0.068, 49.279846
0.061, 49.281372
0.063, 49.282898
0.065, 49.284424
0.065, 49.286194
0.063, 49.287750
0.068, 49.291809
0.070, 49.294129
0.048, 49.296692
0.075, 49.299683
0.085, 49.302063
0.051, 49.304382
0.056, 49.307648
0.048, 49.311859
0.070, 49.315704
0.068, 49.317383
0.070, 49.318970
0.065, 49.320496
0.063, 49.322113
0.073, 49.323639
0.068, 49.325409
0.061, 49.326996
0.065, 49.329743
0.068, 49.332642
0.053, 49.335816
0.048, 49.337647
0.078, 49.340637
0.051, 49.342957
0.048, 49.345520
0.090, 49.349121
0.070, 49.352509
0.065, 49.354218
0.061, 49.356018
0.063, 49.357605
0.063, 49.359131
0.061, 49.360687
0.058, 49.363831
0.065, 49.365692
0.061, 49.367279
0.070, 49.371063
0.078, 49.373535
0.051, 49.376648
0.063, 49.379547
0.051, 49.381958
0.075, 49.384308
0.061, 49.387573
0.070, 49.390473
0.080, 49.393372
0.065, 49.395294
0.065, 49.396912
0.058, 49.398499
0.058, 49.400025
0.065, 49.401550
0.058, 49.403076
0.065, 49.404816
0.061, 49.406403
0.065, 49.407959
0.073, 49.411804
0.075, 49.414154
0.080, 49.416718
0.053, 49.419769
0.058, 49.422089
0.051, 49.424469
0.056, 49.428284
0.078, 49.431702
0.073, 49.433411
0.065, 49.435242
0.063, 49.436829
0.065, 49.438385
0.068, 49.439911
0.068, 49.441437
0.063, 49.442963
0.065, 49.444489
0.068, 49.446289
0.058, 49.447846
0.061, 49.451538
0.053, 49.453919
0.080, 49.456513
0.056, 49.459534
0.068, 49.461914
0.070, 49.464111
0.053, 49.467590
0.068, 49.470673
0.068, 49.473145
0.073, 49.475006
0.063, 49.476624
0.065, 49.478211
0.061, 49.479736
0.058, 49.481262
0.063, 49.482788
0.065, 49.484314
0.065, 49.487457
0.068, 49.491028
0.058, 49.493500
0.048, 49.496124
0.051, 49.497925
0.051, 49.500946
0.043, 49.503174
0.080, 49.505737
0.080, 49.509339
0.068, 49.512756
0.063, 49.514465
0.063, 49.516327
0.058, 49.517883
0.065, 49.519440
0.070, 49.520935
0.068, 49.522492
0.063, 49.524079
0.061, 49.525849
0.061, 49.527405
0.068, 49.531006
0.056, 49.533386
0.083, 49.536011
0.048, 49.539154
0.048, 49.541565
0.051, 49.543762
0.078, 49.547241
0.075, 49.549957
0.070, 49.552857
0.061, 49.554474
0.063, 49.556336
0.065, 49.557923
0.065, 49.559479
0.065, 49.561005
0.068, 49.562500
0.061, 49.564026
0.061, 49.565766
0.063, 49.567322
0.073, 49.569611
0.063, 49.572510
0.046, 49.575104
0.053, 49.577393
0.070, 49.580383
0.080, 49.582703
0.085, 49.585266
0.085, 49.589234
0.070, 49.592224
0.068, 49.593903
0.070, 49.595734
0.073, 49.598023
0.063, 49.599671
0.065, 49.601227
0.068, 49.602783
0.073, 49.604340
0.068, 49.606110
0.065, 49.607666
0.063, 49.612641
0.070, 49.615265
0.056, 49.617706
0.075, 49.620697
0.058, 49.623016
0.073, 49.625672
0.063, 49.628784
0.073, 49.631500
0.078, 49.634369
0.065, 49.636231
0.061, 49.637818
0.070, 49.639404
0.063, 49.640961
0.063, 49.642487
0.068, 49.644013
0.068, 49.645752
0.058, 49.647339
0.061, 49.651062
0.048, 49.653504
0.051, 49.656128
0.053, 49.657898
0.051, 49.660889
0.078, 49.663269
0.043, 49.665833
0.083, 49.669800
0.065, 49.672821
0.065, 49.674500
0.070, 49.676392
0.070, 49.677948
0.070, 49.679505
0.065, 49.681030
0.070, 49.682526
0.065, 49.684052
0.065, 49.685822
0.065, 49.687378
0.065, 49.689819
0.048, 49.692719
0.046, 49.695923
0.053, 49.698883
0.075, 49.701294
0.043, 49.703156
0.051, 49.705750
0.075, 49.710419
0.065, 49.713043
0.070, 49.714966
0.061, 49.716583
0.068, 49.718140
0.070, 49.719696
0.063, 49.721222
0.058, 49.722748
0.068, 49.724243
0.065, 49.726044
0.065, 49.727570
0.065, 49.729828
0.075, 49.732697
0.068, 49.735230
0.053, 49.739075
0.053, 49.742188
0.083, 49.744476
0.075, 49.747101
0.078, 49.751007
0.075, 49.753998
0.065, 49.755921
0.063, 49.757507
0.073, 49.759064
0.063, 49.760590
0.063, 49.762116
0.061, 49.763641
0.063, 49.765381
0.063, 49.766968
0.065, 49.769440
0.048, 49.772339
0.083, 49.774933
0.085, 49.777283
0.080, 49.780243
0.080, 49.782562
0.051, 49.785095
0.065, 49.789063
0.075, 49.792023
0.061, 49.793701
0.068, 49.795502
0.065, 49.797119
0.065, 49.798676
0.061, 49.800232
0.070, 49.801758
0.070, 49.803284
0.068, 49.805023
0.068, 49.806610
0.063, 49.808136
0.070, 49.811829
0.075, 49.814209
0.087, 49.816773
0.070, 49.819763
0.061, 49.822144
0.080, 49.824371
0.065, 49.827942
0.075, 49.831024
0.070, 49.833466
0.063, 49.835358
0.070, 49.836975
0.061, 49.838532
0.070, 49.840058
0.068, 49.841583
0.070, 49.843079
0.065, 49.844879
0.068, 49.846466
0.061, 49.848023
0.070, 49.850739
0.056, 49.854523
0.053, 49.858063
0.058, 49.860413
0.070, 49.865540
0.053, 49.868042
0.080, 49.870423
0.056, 49.872162
0.080, 49.876190
0.070, 49.879212
0.063, 49.880890
0.063, 49.882446
0.065, 49.884003
0.073, 49.885803
0.068, 49.887360
0.065, 49.889801
0.051, 49.892761
0.075, 49.895325
0.083, 49.897675
0.070, 49.900665
0.051, 49.902954
0.058, 49.905396
0.085, 49.909363
0.065, 49.912262
0.080, 49.915314
0.058, 49.916992
0.065, 49.918579
0.065, 49.920105
0.065, 49.921631
0.065, 49.923187
0.068, 49.924957
0.063, 49.926544
0.063, 49.928070
0.070, 49.932282
0.041, 49.934876
0.048, 49.937256
0.065, 49.940247
0.078, 49.942566
0.083, 49.945130
0.073, 49.948578
0.078, 49.952179
0.068, 49.953888
0.063, 49.955719
0.065, 49.957306
0.063, 49.958862
0.068, 49.960388
0.063, 49.961945
0.068, 49.963440
0.058, 49.965210
0.068, 49.966766
0.063, 49.969574
0.073, 49.972504
0.083, 49.975098
0.048, 49.977417
0.065, 49.980408
0.056, 49.982758
0.051, 49.985321
0.073, 49.990875
0.078, 49.993805
0.068, 49.995697
0.063, 49.997345
0.061, 49.998902
0.068, 50.000427
0.068, 50.001953
0.065, 50.003449
0.065, 50.005219
0.068, 50.006806
0.068, 50.008362
0.063, 50.011810
0.080, 50.014191
0.053, 50.016785
0.085, 50.019837
0.087, 50.022186
0.053, 50.024506
0.090, 50.028198
0.073, 50.031769
0.068, 50.033478
0.063, 50.035309
0.070, 50.036926
0.065, 50.038452
0.068, 50.039978
0.068, 50.041535
0.065, 50.043060
0.058, 50.044739
0.061, 50.046387
0.061, 50.047913
0.068, 50.051514
0.080, 50.053925
0.073, 50.056549
0.061, 50.059509
0.053, 50.061890
0.051, 50.064148
0.061, 50.067627
0.048, 50.070770
0.061, 50.073242
0.070, 50.075104
0.063, 50.076752
0.063, 50.078308
0.063, 50.079834
0.065, 50.081360
0.065, 50.082855
0.063, 50.084381
0.065, 50.086151
0.061, 50.087708
0.070, 50.091034
0.048, 50.093475
0.053, 50.095520
0.056, 50.097809
0.070, 50.100769
0.048, 50.103119
0.051, 50.105652
0.068, 50.109253
0.075, 50.114166
0.068, 50.116120
0.058, 50.117706
0.063, 50.119293
0.068, 50.120819
0.065, 50.122345
0.065, 50.123902
0.063, 50.125641
0.065, 50.127197
0.065, 50.129303
0.041, 50.132416
0.051, 50.135040
0.056, 50.137329
0.053, 50.140320
0.053, 50.142639
0.085, 50.145233
0.068, 50.148346
0.051, 50.151428
0.065, 50.153900
0.068, 50.155762
0.068, 50.157501
0.063, 50.159119
0.063, 50.160645
0.065, 50.162201
0.068, 50.163696
0.065, 50.165466
0.073, 50.167053
0.063, 50.169617
0.041, 50.172516
0.068, 50.175110
0.058, 50.177399
0.048, 50.180420
0.063, 50.182739
0.085, 50.185303
0.078, 50.188385
0.087, 50.192261
0.065, 50.193970
0.065, 50.195831
0.068, 50.197388
0.065, 50.198944
0.068, 50.200501
0.068, 50.202027
0.065, 50.203552
0.070, 50.205292
0.063, 50.206879
0.068, 50.209595
0.046, 50.212494
0.068, 50.215119
0.075, 50.217407
0.053, 50.220368
0.085, 50.222717
0.056, 50.225311
0.058, 50.228760
0.053, 50.232330
0.070, 50.234039
0.061, 50.237183
0.065, 50.238922
0.061, 50.240509
0.065, 50.242066
0.061, 50.243591
0.058, 50.245392
0.068, 50.246948
0.068, 50.249603
0.073, 50.252564
0.075, 50.255097
0.053, 50.257416
0.063, 50.260407
0.083, 50.262787
0.073, 50.265320
0.083, 50.269257
0.070, 50.272247
0.073, 50.273926
0.061, 50.275757
0.068, 50.277344
0.065, 50.278870
0.068, 50.280396
0.063, 50.281922
0.070, 50.283478
0.070, 50.285217
0.070, 50.286804
0.068, 50.288330
0.075, 50.291779
0.061, 50.294159
0.083, 50.296692
0.068, 50.299652
0.085, 50.302002
0.075, 50.304352
0.056, 50.308167
0.078, 50.312805
0.068, 50.315827
0.058, 50.317505
0.063, 50.319092
0.073, 50.320648
0.073, 50.322144
0.065, 50.323670
0.068, 50.325409
0.073, 50.326996
0.063, 50.329590
0.043, 50.332550
0.058, 50.335785
0.053, 50.337616
0.058, 50.340607
0.073, 50.342987
0.048, 50.345520
0.048, 50.349396
0.068, 50.352356
0.075, 50.354035
0.061, 50.355866
0.073, 50.357453
0.068, 50.358978
0.065, 50.360504
0.061, 50.363587
0.063, 50.365418
0.065, 50.367005
0.063, 50.368561
0.068, 50.372009
0.043, 50.374359
0.087, 50.377136
0.058, 50.380158
0.080, 50.382477
0.078, 50.385040
0.083, 50.388489
0.075, 50.392029
0.061, 50.393738
0.063, 50.395600
0.070, 50.397186
0.061, 50.398743
0.070, 50.400299
0.065, 50.401825
0.065, 50.403351
0.068, 50.405121
0.063, 50.406677
0.063, 50.408234
0.061, 50.411713
0.051, 50.414032
0.075, 50.416626
0.061, 50.419586
0.053, 50.421997
0.078, 50.424225
0.085, 50.430145
0.068, 50.518555
0.070, 50.520844
0.058, 50.522522
0.065, 50.525574
0.061, 50.528473
0.078, 50.531281
0.065, 50.532929
0.061, 50.536804
0.048, 50.539154
0.056, 50.541504
0.065, 50.544495
0.053, 50.547119
0.058, 50.549439
0.053, 50.552826
0.056, 50.556580
0.068, 50.558319
0.065, 50.559906
0.061, 50.561493
0.070, 50.562988
0.061, 50.564514
0.070, 50.566315
0.058, 50.567902
0.068, 50.569428
0.070, 50.570984
0.070, 50.572510
0.068, 50.576416
0.061, 50.578797
0.056, 50.581177
0.051, 50.583985
0.065, 50.586640
0.048, 50.589020
0.080, 50.591980
0.068, 50.595429
0.068, 50.598663
0.065, 50.600311
0.063, 50.601868
0.070, 50.603455
0.068, 50.605225
0.063, 50.606812
0.068, 50.608338
0.061, 50.609863
0.068, 50.613129
0.063, 50.617157
0.080, 50.619507
0.090, 50.621826
0.070, 50.625031
0.043, 50.627411
0.070, 50.629730
0.056, 50.633240
0.070, 50.636933
0.065, 50.638611
0.063, 50.640198
0.063, 50.641754
0.070, 50.643250
0.065, 50.645050
0.065, 50.646607
0.063, 50.648163
0.061, 50.649719
0.068, 50.651245
0.065, 50.652741
0.065, 50.657318
0.073, 50.659790
0.051, 50.662171
0.053, 50.665466
0.080, 50.667908
0.075, 50.670349
0.070, 50.673920
0.073, 50.677521
0.068, 50.679260
0.068, 50.680908
0.068, 50.682465
0.063, 50.684021
0.058, 50.685791
0.063, 50.687409
0.065, 50.688965
0.073, 50.690491
0.070, 50.691986
0.063, 50.695923
0.051, 50.698395
0.041, 50.700745
0.078, 50.703644
0.048, 50.706513
0.048, 50.708679
0.056, 50.712372
0.051, 50.715729
0.063, 50.718201
0.068, 50.719818
0.070, 50.721405
0.068, 50.722931
0.063, 50.724457
0.068, 50.726257
0.063, 50.727814
0.073, 50.729340
0.068, 50.730866
0.058, 50.732391
0.061, 50.737641
0.075, 50.740112
0.070, 50.742523
0.065, 50.745758
0.051, 50.748169
0.051, 50.750458
0.056, 50.753540
0.070, 50.756867
0.068, 50.759369
0.073, 50.760986
0.070, 50.762543
0.063, 50.764099
0.065, 50.765869
0.063, 50.767426
0.070, 50.768982
0.065, 50.770477
0.065, 50.772003
0.070, 50.773529
0.063, 50.777161
0.070, 50.779541
0.053, 50.781891
0.068, 50.785278
0.061, 50.787750
0.058, 50.790100
0.058, 50.793366
0.078, 50.796662
0.070, 50.799133
0.065, 50.800781
0.065, 50.802368
0.063, 50.803894
0.068, 50.805695
0.061, 50.807282
0.058, 50.808808
0.065, 50.810364
0.068, 50.811890
0.068, 50.813385
0.063, 50.817078
0.068, 50.819428
0.090, 50.821808
0.056, 50.825012
0.056, 50.827393
0.083, 50.829682
0.090, 50.833222
0.075, 50.836853
0.075, 50.838623
0.061, 50.840210
0.070, 50.841766
0.065, 50.843292
0.070, 50.845123
0.073, 50.846710
0.058, 50.848236
0.061, 50.849762
0.068, 50.851288
0.061, 50.852814
0.061, 50.856537
0.073, 50.858948
0.046, 50.862641
0.051, 50.866547
0.048, 50.868347
0.073, 50.870667
0.048, 50.875031
0.073, 50.877869
0.065, 50.879578
0.070, 50.881165
0.058, 50.882691
0.061, 50.884216
0.063, 50.885986
0.058, 50.887543
0.063, 50.889069
0.068, 50.890625
0.065, 50.892120
0.063, 50.896027
0.073, 50.899475
0.051, 50.902710
0.058, 50.905243
0.073, 50.907623
0.043, 50.910584
0.085, 50.912933
0.075, 50.915497
0.080, 50.919068
0.075, 50.922424
0.068, 50.924133
0.065, 50.925995
0.070, 50.927582
0.063, 50.929138
0.068, 50.930664
0.070, 50.932160
0.061, 50.936127
0.075, 50.938660
0.078, 50.941071
0.048, 50.942841
0.046, 50.946045
0.041, 50.948364
0.080, 50.950714
0.065, 50.954193
0.068, 50.957764
0.080, 50.960602
0.073, 50.962219
0.063, 50.963806
0.070, 50.965607
0.063, 50.967194
0.070, 50.968720
0.063, 50.970245
0.063, 50.971771
0.073, 50.973297
0.070, 50.976990
0.080, 50.979401
0.078, 50.981781
0.056, 50.984955
0.075, 50.989533
0.056, 50.992523
0.083, 50.996124
