Original Header:

Sensor Name: MCP9808_N2
Cow ID: 129
I2CAddress: 0x19
Sampling frequency: 1 Hz
Data Format: 
	T_0, t0
	T_1, t1
	...
	...
	...
	T_n, tn
	Where T is the temperature in single precision float format (32-bit). t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of a temperature and a timestamp, sequentially written to file. !@#

CSV Header:

The time is in seconds, subtracting off the startTime.
!@#
23.312, 2498.992187
23.312, 2499.991852
23.312, 2500.991943
23.312, 2501.991821
23.312, 2502.992187
23.312, 2503.991821
23.312, 2504.992004
23.312, 2505.991913
23.312, 2506.991852
23.312, 2507.991821
23.312, 2508.992035
23.250, 2510.017151
23.312, 2511.016998
23.312, 2512.018341
23.312, 2513.017151
23.312, 2514.016845
23.250, 2514.992340
23.312, 2515.992248
23.312, 2516.992401
23.312, 2517.992126
23.250, 2518.992370
23.250, 2520.017486
23.312, 2521.017181
23.250, 2522.017181
23.250, 2523.016784
23.250, 2524.022674
23.312, 2525.020935
23.312, 2526.020050
23.250, 2527.020538
23.250, 2528.020599
23.250, 2529.020599
23.250, 2530.018402
23.250, 2531.018310
23.250, 2532.016693
23.250, 2533.018890
23.188, 2534.015381
23.250, 2535.023864
23.250, 2536.027893
23.250, 2537.021576
23.250, 2538.023803
23.188, 2539.022827
23.250, 2540.023010
23.188, 2541.023803
23.250, 2542.022827
23.188, 2543.023224
23.250, 2544.023254
23.250, 2545.003021
23.250, 2546.001770
23.250, 2547.002350
23.188, 2548.002472
23.188, 2549.001678
23.188, 2550.004760
23.188, 2551.004669
23.125, 2552.005340
23.188, 2553.005462
23.188, 2554.006469
23.250, 2555.001312
23.188, 2556.000763
23.188, 2557.001556
23.250, 2558.001373
23.188, 2559.000824
23.188, 2559.993469
23.188, 2560.993377
23.188, 2561.993499
23.188, 2562.993683
23.188, 2563.993469
23.125, 2565.008545
23.125, 2566.008667
23.125, 2567.007721
23.125, 2568.007843
23.062, 2569.006073
23.125, 2570.018982
23.062, 2571.018890
23.062, 2572.019134
23.062, 2573.019256
23.062, 2574.018371
23.062, 2575.018463
23.000, 2576.017059
23.062, 2577.018371
23.000, 2578.016571
23.062, 2579.016479
23.062, 2580.000671
23.062, 2581.000671
23.062, 2582.000244
23.062, 2583.000091
23.000, 2584.000091
23.062, 2584.992004
23.000, 2585.992004
23.000, 2586.991974
22.938, 2587.991974
23.000, 2588.992004
22.938, 2589.992370
23.000, 2590.992035
22.938, 2591.992004
23.000, 2592.992279
22.938, 2593.992004
22.938, 2595.002746
22.938, 2596.003296
22.938, 2597.002777
22.938, 2598.003540
22.875, 2599.003692
22.875, 2600.005035
22.875, 2601.008880
22.875, 2602.004852
22.875, 2603.006775
22.875, 2604.005554
22.875, 2605.017639
22.875, 2606.015899
22.875, 2607.015960
22.875, 2608.015381
22.875, 2609.015930
22.812, 2610.021576
22.875, 2611.016021
22.875, 2612.015930
22.875, 2613.016998
22.875, 2614.016021
22.812, 2614.992004
22.750, 2615.991974
22.750, 2616.992004
22.750, 2617.991852
22.750, 2618.991882
22.812, 2619.991974
22.750, 2620.992187
22.750, 2621.992126
22.688, 2622.992065
22.688, 2623.992187
22.750, 2624.998443
22.688, 2625.998626
22.750, 2626.998443
22.688, 2627.998626
22.750, 2628.998626
22.688, 2630.008545
22.625, 2631.009033
22.750, 2632.008514
22.688, 2633.009491
22.625, 2634.008575
22.688, 2634.991821
22.688, 2635.991852
22.625, 2636.991852
22.625, 2637.991821
22.625, 2638.991852
22.625, 2639.991974
22.625, 2640.991821
22.625, 2641.991790
22.625, 2642.991821
22.625, 2643.991882
22.625, 2645.008789
22.625, 2646.008789
22.562, 2647.008819
22.625, 2648.008941
22.562, 2649.008850
22.625, 2650.009002
22.625, 2651.008941
22.625, 2652.008819
22.625, 2653.008453
22.562, 2654.008850
22.562, 2654.991852
22.625, 2655.991790
22.625, 2656.992004
22.562, 2657.991852
22.562, 2658.992065
22.562, 2660.016052
22.562, 2661.015503
22.562, 2662.016144
22.562, 2663.016205
22.562, 2664.016510
22.562, 2665.004791
22.500, 2666.005005
22.562, 2667.005096
22.500, 2668.004944
22.500, 2669.006134
22.500, 2670.004852
22.438, 2671.004944
22.438, 2672.004150
22.438, 2673.005005
22.500, 2674.004791
22.500, 2674.992004
22.438, 2675.991821
22.375, 2676.992096
22.375, 2677.991821
22.375, 2678.991852
22.375, 2679.993713
22.375, 2680.992279
22.375, 2681.992462
22.312, 2682.992279
22.312, 2683.992340
22.375, 2684.994629
22.375, 2686.002868
22.375, 2686.994537
22.312, 2687.997009
22.375, 2688.997711
22.312, 2689.996795
22.375, 2690.994293
22.375, 2691.994568
22.375, 2692.994079
22.312, 2694.000183
22.375, 2694.992126
22.375, 2695.992309
22.375, 2696.992004
22.312, 2697.991913
22.375, 2698.993683
22.375, 2699.992096
22.375, 2700.991882
22.375, 2701.992126
22.375, 2702.991943
22.375, 2703.992157
22.312, 2704.991821
22.375, 2705.992126
22.375, 2706.991913
22.375, 2707.991974
22.375, 2708.992035
22.375, 2709.991974
22.375, 2710.992401
22.375, 2711.992370
22.375, 2712.992126
22.375, 2713.992157
22.312, 2714.992645
22.250, 2715.992126
22.312, 2716.992523
22.250, 2717.992157
22.250, 2718.992340
22.312, 2719.992126
22.250, 2720.992340
22.250, 2721.992187
22.188, 2722.992431
22.250, 2723.992309
22.188, 2725.018341
22.188, 2726.018371
22.188, 2727.018371
22.188, 2728.019043
22.188, 2729.017853
22.188, 2729.999847
22.188, 2731.001678
22.125, 2732.001556
22.125, 2733.001526
22.188, 2734.000488
22.125, 2735.001709
22.125, 2736.001648
22.125, 2737.001434
22.125, 2737.996032
22.125, 2738.995575
22.125, 2739.991485
22.062, 2740.991546
22.125, 2741.991516
22.125, 2742.991607
22.062, 2743.991638
22.062, 2744.999786
22.062, 2746.000030
22.062, 2747.000702
22.062, 2748.000274
22.125, 2748.999786
22.062, 2749.991577
22.125, 2750.991485
22.125, 2751.991668
22.125, 2752.991455
22.125, 2753.991516
22.125, 2755.006530
22.125, 2756.006164
22.062, 2757.006683
22.125, 2758.006286
22.125, 2759.006866
22.188, 2759.991302
22.188, 2760.991546
22.125, 2761.991394
22.125, 2762.991424
22.188, 2763.991607
22.188, 2764.991516
22.188, 2765.991333
22.188, 2766.991241
22.125, 2767.991363
22.188, 2768.991516
22.188, 2769.991333
22.188, 2770.991241
22.188, 2771.991333
22.188, 2772.991302
22.188, 2773.991729
22.188, 2775.003570
22.188, 2776.003662
22.250, 2777.003509
22.188, 2778.003998
22.250, 2779.003387
22.250, 2779.991333
22.250, 2780.991607
22.188, 2781.991363
22.188, 2782.991485
22.188, 2783.991821
22.188, 2784.999817
22.188, 2785.999359
22.188, 2787.000152
22.188, 2788.000519
22.188, 2789.000824
22.188, 2789.991546
22.188, 2790.991607
22.188, 2791.991424
22.188, 2792.991699
22.188, 2793.991638
22.188, 2794.991607
22.188, 2795.991424
22.125, 2796.991607
22.188, 2797.991516
22.125, 2798.991943
22.188, 2800.004852
22.125, 2801.004486
22.188, 2802.005035
22.188, 2803.004944
22.188, 2804.005340
22.188, 2805.004577
22.125, 2806.005035
22.125, 2807.004303
22.188, 2808.005279
22.188, 2809.004944
22.188, 2809.994232
22.188, 2810.993744
22.250, 2811.993866
22.250, 2812.993591
22.188, 2813.993744
22.188, 2814.994507
22.250, 2815.994537
22.188, 2816.994384
22.188, 2817.994507
22.250, 2818.994507
22.250, 2819.991546
22.188, 2820.992370
22.250, 2821.992340
22.188, 2822.993347
22.250, 2823.993652
22.312, 2825.017730
22.250, 2826.017486
22.250, 2827.017425
22.250, 2828.017425
22.250, 2829.017944
22.250, 2829.998565
22.250, 2830.998474
22.312, 2831.998413
22.250, 2832.998443
22.312, 2833.998474
22.312, 2835.017120
22.312, 2836.017608
22.312, 2837.017425
22.312, 2838.017151
22.375, 2839.017303
22.312, 2840.017547
22.375, 2841.017395
22.312, 2842.017212
22.375, 2843.017364
22.312, 2844.017730
22.312, 2845.015197
22.312, 2846.014709
22.375, 2847.015533
22.375, 2848.015381
22.375, 2849.015381
22.312, 2850.008850
22.312, 2851.007690
22.375, 2852.008423
22.375, 2853.007599
22.438, 2854.007446
22.375, 2854.992340
22.375, 2855.992401
22.375, 2856.993011
22.375, 2857.992340
22.375, 2858.992431
22.438, 2860.012909
22.438, 2861.013061
22.375, 2862.012756
22.438, 2863.012542
22.438, 2864.010864
22.438, 2864.994751
22.438, 2865.994812
22.438, 2866.994751
22.438, 2867.994781
22.500, 2868.994568
22.438, 2869.992218
22.500, 2870.992370
22.500, 2871.992309
22.500, 2872.992645
22.500, 2873.992340
22.500, 2874.992309
22.500, 2875.992248
22.500, 2876.992401
22.500, 2877.992279
22.562, 2878.992492
22.562, 2879.992340
22.562, 2880.992462
22.562, 2881.992462
22.562, 2882.992279
22.562, 2883.992676
22.562, 2884.992340
22.562, 2885.992584
22.562, 2886.992553
22.500, 2887.992309
22.562, 2888.992584
22.625, 2890.017395
22.562, 2891.017517
22.562, 2892.017761
22.562, 2893.017975
22.625, 2894.017639
22.625, 2895.001343
22.562, 2896.001281
22.562, 2897.000519
22.562, 2898.001037
22.625, 2899.001220
22.562, 2900.015075
22.625, 2901.015442
22.625, 2902.015259
22.625, 2903.015167
22.625, 2904.015045
22.625, 2904.992462
22.688, 2905.992523
22.625, 2906.992462
22.625, 2907.992309
22.625, 2908.992431
22.625, 2910.011413
22.625, 2911.011169
22.625, 2912.012420
22.625, 2913.011871
22.625, 2914.010437
22.688, 2914.997070
22.625, 2915.996826
22.625, 2916.996887
22.688, 2917.997009
22.688, 2918.996887
22.688, 2919.992431
22.688, 2920.992553
22.688, 2921.992309
22.688, 2922.992676
22.750, 2923.992309
22.688, 2925.011566
22.688, 2926.010681
22.688, 2927.011291
22.625, 2928.011413
22.750, 2929.011444
22.688, 2929.992340
22.688, 2930.993835
22.688, 2931.992584
22.688, 2932.992401
22.688, 2933.992431
22.688, 2935.013916
22.750, 2936.012909
22.750, 2937.012603
22.750, 2938.012573
22.750, 2939.012878
22.750, 2939.998687
22.750, 2941.000122
22.750, 2942.000183
22.750, 2943.000213
22.750, 2944.000183
22.750, 2945.009033
22.812, 2946.009857
22.750, 2947.008972
22.750, 2948.008819
22.750, 2949.009063
22.750, 2950.012787
22.750, 2951.013031
22.750, 2952.012787
22.750, 2953.013214
22.750, 2954.012909
22.812, 2955.007293
22.750, 2956.006958
22.750, 2957.007660
22.812, 2958.007843
22.750, 2959.007293
22.812, 2959.992584
22.812, 2960.992523
22.812, 2961.992492
22.812, 2962.992462
22.812, 2963.992401
22.812, 2965.008880
22.812, 2966.010315
22.812, 2967.010284
22.812, 2968.008941
22.812, 2969.009674
22.812, 2969.992462
22.875, 2970.992523
22.812, 2971.992584
22.812, 2972.992431
22.875, 2973.992431
22.875, 2975.001129
22.812, 2976.001373
22.812, 2977.001434
22.812, 2978.001343
22.875, 2979.001343
22.875, 2979.992462
22.812, 2980.992340
22.812, 2981.992431
22.875, 2982.992309
22.875, 2983.992340
22.875, 2984.992676
22.875, 2985.992401
22.875, 2986.992309
22.875, 2987.992431
22.875, 2988.992309
22.875, 2989.992645
22.812, 2990.992309
22.875, 2991.992279
22.875, 2992.992462
22.875, 2993.992553
22.812, 2995.008789
22.812, 2996.008880
22.812, 2997.009002
22.812, 2998.009124
22.875, 2999.009124
22.812, 2999.992828
22.812, 3000.992309
22.875, 3001.992462
22.875, 3002.992248
22.875, 3003.992340
22.875, 3005.013763
22.875, 3006.010711
22.812, 3007.010559
22.812, 3008.010742
22.875, 3009.010437
22.812, 3010.027954
22.875, 3011.015411
22.812, 3012.015167
22.875, 3013.015442
22.812, 3014.015289
22.875, 3014.998901
22.875, 3015.999023
22.812, 3016.998840
22.875, 3017.998840
22.812, 3018.998413
22.812, 3019.992645
22.812, 3020.992523
22.875, 3021.992309
22.812, 3022.992340
22.812, 3023.992431
22.812, 3025.002105
22.812, 3026.000793
22.875, 3027.000671
22.812, 3028.000152
22.812, 3029.000610
22.875, 3030.012939
22.812, 3031.012726
22.812, 3032.012726
22.875, 3033.013763
22.812, 3034.013153
22.875, 3034.992584
22.812, 3035.992248
22.812, 3036.992523
22.875, 3037.992370
22.875, 3038.992401
22.812, 3040.010650
22.812, 3041.010376
22.812, 3042.010498
22.812, 3043.010711
22.812, 3044.009948
22.875, 3045.017853
22.812, 3046.017364
22.875, 3047.017761
22.812, 3048.017395
22.875, 3049.017486
22.812, 3050.007324
22.875, 3051.008514
22.875, 3052.007354
22.812, 3053.007385
22.875, 3054.008331
22.812, 3055.011657
22.812, 3056.010101
22.812, 3057.010528
22.812, 3058.010528
22.812, 3059.011535
22.875, 3060.003326
22.812, 3061.003418
22.812, 3062.006408
22.812, 3063.003570
22.812, 3064.003265
22.812, 3064.992645
22.812, 3065.992340
22.812, 3066.992523
22.812, 3067.992553
22.875, 3068.992401
22.812, 3070.011627
22.875, 3071.011383
22.812, 3072.011902
22.812, 3073.011291
22.875, 3074.010437
22.875, 3075.014740
22.875, 3076.015075
22.875, 3077.014984
22.875, 3078.015014
22.812, 3079.016632
22.875, 3079.998474
22.875, 3080.999450
22.875, 3081.999115
22.875, 3082.998840
22.875, 3083.999908
22.875, 3084.992584
22.875, 3085.992279
22.812, 3086.992584
22.875, 3087.992492
22.875, 3088.992248
22.875, 3089.994781
22.875, 3090.994018
22.875, 3091.993927
22.875, 3092.994049
22.875, 3093.993805
22.875, 3094.992584
22.875, 3095.992462
22.875, 3096.992737
22.875, 3097.992309
22.875, 3098.992584
22.938, 3099.992279
22.875, 3100.992401
22.875, 3101.992309
22.938, 3102.992401
22.938, 3103.992309
22.875, 3105.002868
22.875, 3106.002685
22.938, 3107.002105
22.938, 3108.003479
22.938, 3109.005645
22.938, 3109.992553
22.938, 3110.992462
22.938, 3111.992370
23.000, 3112.992309
23.000, 3113.992340
22.938, 3115.005859
23.000, 3116.002594
23.000, 3117.003448
23.000, 3118.003479
